"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"690","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","00338355148","Glycopeptide Antibacterial [EPC], Glycopeptides [CS]","0338-3551","0338-3551-48","0338-3551_db8b59dd-edfd-4c37-b875-7e73f1f0bf35","HUMAN PRESCRIPTION DRUG","VANCOMYCIN HYDROCHLORIDE","","INJECTION, SOLUTION","INTRAVENOUS","19581114","","NDA","NDA050671","Baxter Healthcare Corporation","500","mg/100mL","","N","20261231"
"691","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","00338355248","Glycopeptide Antibacterial [EPC], Glycopeptides [CS]","0338-3552","0338-3552-48","0338-3552_db8b59dd-edfd-4c37-b875-7e73f1f0bf35","HUMAN PRESCRIPTION DRUG","VANCOMYCIN HYDROCHLORIDE","","INJECTION, SOLUTION","INTRAVENOUS","19581114","","NDA","NDA050671","Baxter Healthcare Corporation","1","g/200mL","","N","20261231"
"692","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","00338358048","Glycopeptide Antibacterial [EPC], Glycopeptides [CS]","0338-3580","0338-3580-48","0338-3580_db8b59dd-edfd-4c37-b875-7e73f1f0bf35","HUMAN PRESCRIPTION DRUG","VANCOMYCIN HYDROCHLORIDE","","INJECTION, SOLUTION","INTRAVENOUS","19581114","","NDA","NDA050671","Baxter Healthcare Corporation","750","mg/150mL","","N","20261231"
"693","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","00338358101","Glycopeptide Antibacterial [EPC], Glycopeptides [CS]","0338-3581","0338-3581-01","0338-3581_db8b59dd-edfd-4c37-b875-7e73f1f0bf35","HUMAN PRESCRIPTION DRUG","VANCOMYCIN HYDROCHLORIDE","","INJECTION, SOLUTION","INTRAVENOUS","19581114","","NDA","NDA050671","Baxter Healthcare Corporation","500","mg/100mL","","N","20261231"
"694","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","00338358201","Glycopeptide Antibacterial [EPC], Glycopeptides [CS]","0338-3582","0338-3582-01","0338-3582_db8b59dd-edfd-4c37-b875-7e73f1f0bf35","HUMAN PRESCRIPTION DRUG","VANCOMYCIN HYDROCHLORIDE","","INJECTION, SOLUTION","INTRAVENOUS","19581114","","NDA","NDA050671","Baxter Healthcare Corporation","750","mg/150mL","","N","20261231"
"695","VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","00338358301","Glycopeptide Antibacterial [EPC], Glycopeptides [CS]","0338-3583","0338-3583-01","0338-3583_db8b59dd-edfd-4c37-b875-7e73f1f0bf35","HUMAN PRESCRIPTION DRUG","VANCOMYCIN HYDROCHLORIDE","","INJECTION, SOLUTION","INTRAVENOUS","19581114","","NDA","NDA050671","Baxter Healthcare Corporation","1","g/200mL","","N","20261231"
"696","CLINDAMYCIN PHOSPHATE","Clindamycin phosphate","00338361224","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-3612","0338-3612-24","0338-3612_9373fc85-1d70-4907-842a-ae9e2a3958b3","HUMAN PRESCRIPTION DRUG","Clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170628","","ANDA","ANDA208084","Baxter Healthcare Company","600","mg/50mL","","N","20261231"
"697","CLINDAMYCIN PHOSPHATE","Clindamycin phosphate","00338361624","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-3616","0338-3616-24","0338-3616_151b9dab-e2c2-4af6-9a4a-981e3ae81f1e","HUMAN PRESCRIPTION DRUG","Clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170628","","ANDA","ANDA208084","Baxter Healthcare Company","600","mg/50mL","","N","20261231"
"698","CLINDAMYCIN PHOSPHATE","Clindamycin phosphate","00338381424","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-3814","0338-3814-24","0338-3814_9373fc85-1d70-4907-842a-ae9e2a3958b3","HUMAN PRESCRIPTION DRUG","Clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170628","","ANDA","ANDA208084","Baxter Healthcare Company","900","mg/50mL","","N","20261231"
"699","CLINDAMYCIN PHOSPHATE","Clindamycin phosphate","00338411424","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-4114","0338-4114-24","0338-4114_151b9dab-e2c2-4af6-9a4a-981e3ae81f1e","HUMAN PRESCRIPTION DRUG","Clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170628","","ANDA","ANDA208084","Baxter Healthcare Company","900","mg/50mL","","N","20261231"
"700","CEFTRIAXONE SODIUM","Ceftriaxone Sodium","00338500241","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","0338-5002","0338-5002-41","0338-5002_c995bfa9-ea1d-4612-9a58-976c505f8281","HUMAN PRESCRIPTION DRUG","Ceftriaxone","","INJECTION, SOLUTION","INTRAVENOUS","20050823","","ANDA","ANDA065224","Baxter Healthcare Company","1","g/50mL","","N","20261231"
"701","CEFTRIAXONE SODIUM","Ceftriaxone Sodium","00338500341","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","0338-5003","0338-5003-41","0338-5003_c995bfa9-ea1d-4612-9a58-976c505f8281","HUMAN PRESCRIPTION DRUG","Ceftriaxone","","INJECTION, SOLUTION","INTRAVENOUS","20050823","","ANDA","ANDA065224","Baxter Healthcare Company","2","g/50mL","","N","20261231"
"702","FLUCONAZOLE","Fluconazole","00338604537","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","0338-6045","0338-6045-37","0338-6045_cd799cf9-3fc9-431e-a1a3-e5fc7fe57544","HUMAN PRESCRIPTION DRUG","Fluconazole","","INJECTION, SOLUTION","INTRAVENOUS","20040729","","ANDA","ANDA076766","Baxter Healthcare Company","400","mg/200mL","","N","20261231"
"703","FLUCONAZOLE","Fluconazole","00338604648","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","0338-6046","0338-6046-48","0338-6046_cd799cf9-3fc9-431e-a1a3-e5fc7fe57544","HUMAN PRESCRIPTION DRUG","Fluconazole","","INJECTION, SOLUTION","INTRAVENOUS","20040729","","ANDA","ANDA076766","Baxter Healthcare Company","200","mg/100mL","","N","20261231"
"704","MICAFUNGIN SODIUM","Micafungin in Sodium Chloride","00338905112","Echinocandin Antifungal [EPC], Lipopeptides [CS]","0338-9051","0338-9051-12","0338-9051_c4a06712-4236-4c33-b5ae-77db633e8303","HUMAN PRESCRIPTION DRUG","Micafungin in Sodium Chloride","","INJECTION","INTRAVENOUS","20230929","","NDA","NDA216142","Baxter Healthcare Corporation","50","mg/50mL","","N","20261231"
"705","MICAFUNGIN SODIUM","Micafungin in Sodium Chloride","00338905312","Echinocandin Antifungal [EPC], Lipopeptides [CS]","0338-9053","0338-9053-12","0338-9053_c4a06712-4236-4c33-b5ae-77db633e8303","HUMAN PRESCRIPTION DRUG","Micafungin in Sodium Chloride","","INJECTION","INTRAVENOUS","20230929","","NDA","NDA216142","Baxter Healthcare Corporation","100","mg/100mL","","N","20261231"
"706","MICAFUNGIN SODIUM","Micafungin in Sodium Chloride","00338905510","Echinocandin Antifungal [EPC], Lipopeptides [CS]","0338-9055","0338-9055-10","0338-9055_c4a06712-4236-4c33-b5ae-77db633e8303","HUMAN PRESCRIPTION DRUG","Micafungin in Sodium Chloride","","INJECTION","INTRAVENOUS","20230929","","NDA","NDA216142","Baxter Healthcare Corporation","150","mg/150mL","","N","20261231"
"707","METRONIDAZOLE","Metronidazole","00338954124","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","0338-9541","0338-9541-24","0338-9541_c71643a8-e010-407a-bbcb-c60677227ed0","HUMAN PRESCRIPTION DRUG","Metronidazole","","INJECTION, SOLUTION","INTRAVENOUS","19811224","","NDA","NDA018657","Baxter Healthcare Corporation","500","mg/100mL","","N","20261231"
"708","CLINDAMYCIN PHOSPHATE","clindamycin phosphate","00338954524","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-9545","0338-9545-24","0338-9545_12bdbbc9-fbb0-4a0a-9147-37df8ac5dc5e","HUMAN PRESCRIPTION DRUG","clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170420","","NDA","NDA208083","Baxter Healthcare Company","300","mg/50mL","","N","20261231"
"709","CLINDAMYCIN PHOSPHATE","clindamycin phosphate","00338954924","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-9549","0338-9549-24","0338-9549_12bdbbc9-fbb0-4a0a-9147-37df8ac5dc5e","HUMAN PRESCRIPTION DRUG","clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170420","","NDA","NDA208083","Baxter Healthcare Company","600","mg/50mL","","N","20261231"
"710","CLINDAMYCIN PHOSPHATE","clindamycin phosphate","00338955324","Decreased Sebaceous Gland Activity [PE], Lincosamide Antibacterial [EPC], Lincosamides [CS], Neuromuscular Blockade [PE]","0338-9553","0338-9553-24","0338-9553_12bdbbc9-fbb0-4a0a-9147-37df8ac5dc5e","HUMAN PRESCRIPTION DRUG","clindamycin phosphate","","INJECTION, SOLUTION","INTRAVENOUS","20170420","","NDA","NDA208083","Baxter Healthcare Company","900","mg/50mL","","N","20261231"
"711","PIPERACILLIN SODIUM; TAZOBACTAM SODIUM","piperacillin sodium and tazobactam sodium","00338963224","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","0338-9632","0338-9632-24","0338-9632_d1d6e9c8-a033-4e26-a687-e6325808fa0a","HUMAN PRESCRIPTION DRUG","Zosyn","","INJECTION, SOLUTION","INTRAVENOUS","20230401","","NDA","NDA050750","Baxter Healthcare Corporation","2; .25","g/50mL; g/50mL","","N","20261231"
"712","PIPERACILLIN SODIUM; TAZOBACTAM SODIUM","piperacillin sodium and tazobactam sodium","00338963624","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","0338-9636","0338-9636-24","0338-9636_d1d6e9c8-a033-4e26-a687-e6325808fa0a","HUMAN PRESCRIPTION DRUG","Zosyn","","INJECTION, SOLUTION","INTRAVENOUS","20230401","","NDA","NDA050750","Baxter Healthcare Corporation","3; .375","g/50mL; g/50mL","","N","20261231"
"713","PIPERACILLIN SODIUM; TAZOBACTAM SODIUM","piperacillin sodium and tazobactam sodium","00338963812","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","0338-9638","0338-9638-12","0338-9638_d1d6e9c8-a033-4e26-a687-e6325808fa0a","HUMAN PRESCRIPTION DRUG","Zosyn","","INJECTION, SOLUTION","INTRAVENOUS","20230401","","NDA","NDA050750","Baxter Healthcare Corporation","4; .5","g/100mL; g/100mL","","N","20261231"
"714","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, Polymyxin B Sulfate","00363001856","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-0018","0363-0018-56","0363-0018_cd61611a-d7bc-4466-b439-080ff720c878","HUMAN OTC DRUG","Antibiotic","Maximum Strength","OINTMENT","TOPICAL","19980616","","OTC MONOGRAPH DRUG","M004","Walgreens","500; 3.5; 10000","[iU]/g; mg/g; [iU]/g","","N","20251231"
"715","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, Polymyxin-B Sulfate","00363017934","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-0179","0363-0179-34","0363-0179_a85125fe-e9c9-4bd8-adb7-b292e39fe484","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20050119","20260119","OTC MONOGRAPH DRUG","M004","Walgreens","400; 3.5; 5000","[iU]/g; mg/g; [iU]/g","","N",""
"716","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, Polymyxin-B Sulfate","00363017956","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-0179","0363-0179-56","0363-0179_a85125fe-e9c9-4bd8-adb7-b292e39fe484","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20050119","20260119","OTC MONOGRAPH DRUG","M004","Walgreens","400; 3.5; 5000","[iU]/g; mg/g; [iU]/g","","N",""
"717","CLOTRIMAZOLE","Clotrimazole","00363022063","Azole Antifungal [EPC], Azoles [CS]","0363-0220","0363-0220-63","0363-0220_e7fded81-1545-4c35-a24d-82dbbb31ca24","HUMAN OTC DRUG","Clotrimazole","","CREAM","VAGINAL","19980901","","ANDA","ANDA074165","Walgreens","10","mg/g","","N","20251231"
"718","TIOCONAZOLE","Tioconazole","00363042654","Azole Antifungal [EPC], Azoles [CS]","0363-0426","0363-0426-54","0363-0426_b3a3bba8-ee12-4e9d-a39a-7e88e3e96e35","HUMAN OTC DRUG","Tioconazole 1","","OINTMENT","VAGINAL","20071219","","ANDA","ANDA075915","Walgreen Company","6.5","g/100g","","N","20251231"
"719","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","bacitracin zinc, neomycin, polymyxin B","00363053926","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-0539","0363-0539-26","0363-0539_801aadf0-611d-4ea9-8015-3542dc981d5b","HUMAN OTC DRUG","triple antibiotic","","OINTMENT","TOPICAL","20150507","","OTC MONOGRAPH DRUG","M004","Walgreen Company","400; 3.5; 5000","[USP'U]/g; mg/g; [USP'U]/g","","N","20261231"
"720","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","bacitracin zinc, neomycin, polymyxin B","00363053916","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-0539","0363-0539-16","0363-0539_801aadf0-611d-4ea9-8015-3542dc981d5b","HUMAN OTC DRUG","triple antibiotic","","OINTMENT","TOPICAL","20150507","","OTC MONOGRAPH DRUG","M004","Walgreen Company","400; 3.5; 5000","[USP'U]/g; mg/g; [USP'U]/g","","N","20261231"
"721","MICONAZOLE NITRATE","Miconazole Nitrate","00363073041","Azole Antifungal [EPC], Azoles [CS]","0363-0730","0363-0730-41","0363-0730_3ee5a5de-3747-48fe-b1ab-acc28d787e0a","HUMAN OTC DRUG","Miconazole 7","","CREAM","VAGINAL","20001201","","ANDA","ANDA074164","Walgreens","20","mg/g","","N","20251231"
"722","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PRAMOXINE HYDROCHLORIDE","Bacitracin Zinc, Neomycin sulfate, Polymyxin B, Pramoxine HCl","00363084158","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-0841","0363-0841-58","0363-0841_f072c90e-0654-4837-b936-c4bebb5f23f8","HUMAN OTC DRUG","First Aid Antibiotic","","OINTMENT","TOPICAL","20170216","","OTC MONOGRAPH DRUG","M004","Walgreen Company","500; 3.5; 10000; 10","[USP'U]/g; mg/g; [USP'U]/g; mg/g","","N","20251231"
"723","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin Sulfate, Polymyxin B Sulfate","00363133101","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-1331","0363-1331-01","0363-1331_653c88bf-5b7d-45be-a131-d59990573e9c","HUMAN OTC DRUG","ANTIBIOTIC","Maximum Strength","OINTMENT","TOPICAL","20250129","","OTC MONOGRAPH DRUG","M004","Walgreens Co.","500; 3.5; 10000","[iU]/g; mg/g; [iU]/g","","N","20261231"
"724","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","bacitracin zinc, neomycin sulfate, polymyxin b sulfate","00363133201","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-1332","0363-1332-01","0363-1332_32df5cca-77bc-45d2-b1f6-2cfdfc371ea9","HUMAN OTC DRUG","triple antibiotic","","OINTMENT","TOPICAL","20250129","","OTC MONOGRAPH DRUG","M004","Walgreens Co.","400; 3.5; 5000","[USP'U]/g; mg/g; [USP'U]/g","","N","20261231"
"725","CLOTRIMAZOLE","Clotrimazole","00363206201","Azole Antifungal [EPC], Azoles [CS]","0363-2062","0363-2062-01","0363-2062_284ed948-4d7b-7f4f-e063-6394a90af9a9","HUMAN OTC DRUG","Walgreens","Clotrimazole 3","CREAM","VAGINAL","20000412","","NDA","NDA021143","Walgreen Company","2","g/100g","","N","20251231"
"726","MICONAZOLE NITRATE","miconazole nitrate","00363207014","Azole Antifungal [EPC], Azoles [CS]","0363-2070","0363-2070-14","0363-2070_083e194f-b107-45e6-b95d-25ae191cccb6","HUMAN OTC DRUG","miconazole 3","","CREAM","VAGINAL","20180615","","ANDA","ANDA091366","Walgreen Company","40","mg/g","","N","20261231"
"727","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","00363208001","Allylamine Antifungal [EPC], Allylamine [CS]","0363-2080","0363-2080-01","0363-2080_155ef807-1c73-765d-e063-6294a90ae8a0","HUMAN OTC DRUG","Walgreens","Athletes Foot","CREAM","TOPICAL","20070702","","ANDA","ANDA077511","Walgreen Company","1","g/100g","","N","20251231"
"728","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","00363208002","Allylamine Antifungal [EPC], Allylamine [CS]","0363-2080","0363-2080-02","0363-2080_155ef807-1c73-765d-e063-6294a90ae8a0","HUMAN OTC DRUG","Walgreens","Athletes Foot","CREAM","TOPICAL","20070702","","ANDA","ANDA077511","Walgreen Company","1","g/100g","","N","20251231"
"729","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","00363208301","Allylamine Antifungal [EPC], Allylamine [CS]","0363-2083","0363-2083-01","0363-2083_aab4fe7d-4fa1-4751-b681-3d041dc116ce","HUMAN OTC DRUG","Terbinafine Hydrochloride","","CREAM","TOPICAL","20070702","","ANDA","ANDA077511","Walgreen Company","1","g/100g","","N","20251231"
"730","BUTENAFINE HYDROCHLORIDE","Butenafine Hydrochloride","00363210002","Benzylamine Antifungal [EPC], Benzylamines [CS]","0363-2100","0363-2100-02","0363-2100_10ca0433-7157-3635-e063-6294a90ab906","HUMAN OTC DRUG","Athletes Foot","","CREAM","TOPICAL","20171117","","ANDA","ANDA205181","Walgreen Company","10","mg/g","","N","20251231"
"731","BUTENAFINE HYDROCHLORIDE","Butenafine Hydrochloride","00363210108","Benzylamine Antifungal [EPC], Benzylamines [CS]","0363-2101","0363-2101-08","0363-2101_4c018fd2-bfdc-4f58-b62a-d4c39ce5d6fa","HUMAN OTC DRUG","Jock Itch","","CREAM","TOPICAL","20171117","","ANDA","ANDA205181","Walgreen Company","10","mg/g","","N","20251231"
"732","CLOTRIMAZOLE","Clotrimazole","00363210501","Azole Antifungal [EPC], Azoles [CS]","0363-2105","0363-2105-01","0363-2105_12a1e4d8-d0ee-4626-e063-6394a90ade3f","HUMAN OTC DRUG","Clotrimazole","","CREAM","TOPICAL","19930831","","OTC MONOGRAPH DRUG","M005","Walgreen Company","10","mg/g","","N","20251231"
"733","CLOTRIMAZOLE","Clotrimazole","00363210502","Azole Antifungal [EPC], Azoles [CS]","0363-2105","0363-2105-02","0363-2105_12a1e4d8-d0ee-4626-e063-6394a90ade3f","HUMAN OTC DRUG","Clotrimazole","","CREAM","TOPICAL","19930831","","OTC MONOGRAPH DRUG","M005","Walgreen Company","10","mg/g","","N","20251231"
"734","CLOTRIMAZOLE","Clotrimazole","00363210701","Azole Antifungal [EPC], Azoles [CS]","0363-2107","0363-2107-01","0363-2107_308f7d5f-db2c-2edb-e063-6394a90a2d56","HUMAN OTC DRUG","Ringworm","","CREAM","TOPICAL","20210402","","OTC MONOGRAPH DRUG","M005","Walgreen Company","10","mg/g","","N","20261231"
"735","CLOTRIMAZOLE","Clotrimazole","00363210901","Azole Antifungal [EPC], Azoles [CS]","0363-2109","0363-2109-01","0363-2109_e1a6fc36-5eb9-407b-a815-f703d51c1bd5","HUMAN OTC DRUG","Walgreens","Jock Itch","CREAM","TOPICAL","19930831","","OTC MONOGRAPH DRUG","M005","Walgreen Company","10","mg/g","","N","20251231"
"736","NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PRAMOXINE HYDROCHLORIDE","Polymyxin B Sulfate, Neomycin Sulfate, Pramoxine Hydrochloride","00363212214","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-2122","0363-2122-14","0363-2122_e2259c15-7a2e-4cae-bca8-791d41b35f12","HUMAN OTC DRUG","Walgreens Kids Multi-Antibiotic with Pain Relief Cream","","CREAM","TOPICAL","20221201","","OTC MONOGRAPH DRUG","M004","Walgreens Company","3.5; 10000; 10","mg/g; [USP'U]/g; mg/g","","N","20251231"
"737","NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PRAMOXINE HYDROCHLORIDE","Polymyxin B Sulfate, Neomycin Sulfate, Pramoxine Hydrochloride","00363212328","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-2123","0363-2123-28","0363-2123_cc7521e6-18ba-45d1-8dba-1151da0162e7","HUMAN OTC DRUG","Walgreens Multi-Antibiotic with Pain Relief Cream","","CREAM","TOPICAL","20150715","","OTC MONOGRAPH DRUG","M004","Walgreens Company","3.5; 10000; 10","mg/g; [USP'U]/g; mg/g","","N","20251231"
"738","NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PRAMOXINE HYDROCHLORIDE","Polymyxin B Sulfate, Neomycin Sulfate, Pramoxine Hydrochloride","00363212314","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-2123","0363-2123-14","0363-2123_cc7521e6-18ba-45d1-8dba-1151da0162e7","HUMAN OTC DRUG","Walgreens Multi-Antibiotic with Pain Relief Cream","","CREAM","TOPICAL","20150715","","OTC MONOGRAPH DRUG","M004","Walgreens Company","3.5; 10000; 10","mg/g; [USP'U]/g; mg/g","","N","20251231"
"739","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PRAMOXINE HYDROCHLORIDE","Bacitracin Zinc, Neomycin Sulfate, Polymyxin-B Sulfate, Pramoxine hydrochloride","00363290005","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","0363-2900","0363-2900-05","0363-2900_1c5c07a4-41a6-44b4-a4f5-59203bf3607b","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20201127","20260127","OTC MONOGRAPH DRUG","M004","Walgreens","500; 3.5; 10000; 10","[iU]/g; mg/g; [USP'U]/g; mg/g","","N",""
