***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************																
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:														
08/02/2016	14:14:06	1340		6.2661	---	---	---	20	---	---	---	1018.17	55.508	---	---	---	23.803	---	---	---	192.64	---	---	---	5.165	---	---	---	
08/02/2016	14:14:07	1341		6.2649	---	---	---	20	---	---	---	1018.18	55.508	---	---	---	23.805	---	---	---	192.659	---	---	---	5.197	---	---	---	
08/02/2016	14:14:08	1342		6.2674	---	---	---	20	---	---	---	1018.19	55.508	---	---	---	23.801	---	---	---	192.702	---	---	---	5.207	---	---	---	
08/02/2016	14:14:09	1343		6.2669	---	---	---	20	---	---	---	1018.18	55.508	---	---	---	23.802	---	---	---	192.728	---	---	---	5.194	---	---	---	
08/02/2016	14:14:10	1344		6.2683	---	---	---	20	---	---	---	1018.17	55.508	---	---	---	23.799	---	---	---	192.737	---	---	---	5.189	---	---	---	
08/02/2016	14:14:11	1345		6.2667	---	---	---	20	---	---	---	1018.18	55.508	---	---	---	23.802	---	---	---	192.759	---	---	---	5.208	---	---	---	
08/02/2016	14:14:12	1346		6.2676	---	---	---	20	---	---	---	1018.17	55.508	---	---	---	23.8	---	---	---	192.772	---	---	---	5.218	---	---	---	
08/02/2016	14:14:13	1347		6.2657	---	---	---	20	---	---	---	1018.17	55.508	---	---	---	23.804	---	---	---	192.8	---	---	---	5.232	---	---	---	
08/02/2016	14:14:14	1348		6.2648	---	---	---	20	---	---	---	1018.15	55.508	---	---	---	23.806	---	---	---	192.794	---	---	---	5.219	---	---	---	
08/02/2016	14:14:15	1349		6.262	---	---	---	20	---	---	---	1018.19	55.508	---	---	---	23.811	---	---	---	192.818	---	---	---	5.22	---	---	---	
08/02/2016	14:14:16	1350		6.2618	---	---	---	20	---	---	---	1018.19	55.508	---	---	---	23.811	---	---	---	192.849	---	---	---	5.204	---	---	---	
08/02/2016	14:14:17	1351		6.2581	---	---	---	20	---	---	---	1018.17	55.508	---	---	---	23.818	---	---	---	192.902	---	---	---	5.22	---	---	---	
08/02/2016	14:14:18	1352		6.2594	---	---	---	20	---	---	---	1018.18	55.508	---	---	---	23.816	---	---	---	192.946	---	---	---	5.208	---	---	---	
08/02/2016	14:14:19	1353		6.2592	---	---	---	20	---	---	---	1018.16	55.508	---	---	---	23.816	---	---	---	192.964	---	---	---	5.224	---	---	---	
08/02/2016	14:14:20	1354		6.2569	---	---	---	20	---	---	---	1018.15	55.508	---	---	---	23.82	---	---	---	192.974	---	---	---	5.217	---	---	---	
08/02/2016	14:14:21	1355		6.252	---	---	---	20	---	---	---	1018.14	55.508	---	---	---	23.83	---	---	---	192.974	---	---	---	5.221	---	---	---	
08/02/2016	14:14:22	1356		6.2515	---	---	---	20	---	---	---	1018.16	55.508	---	---	---	23.831	---	---	---	192.999	---	---	---	5.217	---	---	---	
08/02/2016	14:14:23	1357		6.2515	---	---	---	20	---	---	---	1018.24	55.508	---	---	---	23.831	---	---	---	193.015	---	---	---	5.214	---	---	---	
08/02/2016	14:14:24	1358		6.2481	---	---	---	20	---	---	---	1018.23	55.508	---	---	---	23.837	---	---	---	193.032	---	---	---	5.215	---	---	---	
08/02/2016	14:14:25	1359		6.2402	---	---	---	20	---	---	---	1018.21	55.508	---	---	---	23.852	---	---	---	193.043	---	---	---	5.206	---	---	---	
08/02/2016	14:14:26	1360		6.2413	---	---	---	20	---	---	---	1018.14	55.498	---	---	---	23.85	---	---	---	193.084	---	---	---	5.211	---	---	---	
08/02/2016	14:14:27	1361		6.2409	---	---	---	20	---	---	---	1018.13	55.487	---	---	---	23.851	---	---	---	193.127	---	---	---	5.198	---	---	---	
08/02/2016	14:14:28	1362		6.2424	---	---	---	20	---	---	---	1018.13	55.477	---	---	---	23.848	---	---	---	193.158	---	---	---	5.185	---	---	---	
08/02/2016	14:14:29	1363		6.2353	---	---	---	20	---	---	---	1018.12	55.477	---	---	---	23.862	---	---	---	193.185	---	---	---	5.184	---	---	---	
08/02/2016	14:14:30	1364		6.2324	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.867	---	---	---	193.205	---	---	---	5.195	---	---	---	
08/02/2016	14:14:31	1365		6.2287	---	---	---	20	---	---	---	1018.12	55.477	---	---	---	23.874	---	---	---	193.226	---	---	---	5.199	---	---	---	
08/02/2016	14:14:32	1366		6.2332	---	---	---	20	---	---	---	1018.16	55.477	---	---	---	23.866	---	---	---	193.236	---	---	---	5.192	---	---	---	
08/02/2016	14:14:33	1367		6.2343	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.864	---	---	---	193.25	---	---	---	5.201	---	---	---	
08/02/2016	14:14:34	1368		6.2333	---	---	---	20	---	---	---	1018.18	55.477	---	---	---	23.866	---	---	---	193.269	---	---	---	5.214	---	---	---	
08/02/2016	14:14:35	1369		6.232	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.868	---	---	---	193.307	---	---	---	5.22	---	---	---	
08/02/2016	14:14:36	1370		6.2345	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.863	---	---	---	193.333	---	---	---	5.214	---	---	---	
08/02/2016	14:14:37	1371		6.234	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.864	---	---	---	193.359	---	---	---	5.22	---	---	---	
08/02/2016	14:14:38	1372		6.2275	---	---	---	20	---	---	---	1018.21	55.477	---	---	---	23.876	---	---	---	193.362	---	---	---	5.218	---	---	---	
08/02/2016	14:14:39	1373		6.2224	---	---	---	20	---	---	---	1018.17	55.477	---	---	---	23.886	---	---	---	193.374	---	---	---	5.225	---	---	---	
08/02/2016	14:14:40	1374		6.2212	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.889	---	---	---	193.401	---	---	---	5.211	---	---	---	
08/02/2016	14:14:41	1375		6.2223	---	---	---	20	---	---	---	1018.2	55.477	---	---	---	23.887	---	---	---	193.431	---	---	---	5.224	---	---	---	
08/02/2016	14:14:42	1376		6.2197	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.892	---	---	---	193.486	---	---	---	5.22	---	---	---	
08/02/2016	14:14:43	1377		6.2183	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.894	---	---	---	193.503	---	---	---	5.227	---	---	---	
08/02/2016	14:14:44	1378		6.2195	---	---	---	20	---	---	---	1018.1	55.477	---	---	---	23.892	---	---	---	193.543	---	---	---	5.205	---	---	---	
08/02/2016	14:14:45	1379		6.2197	---	---	---	20	---	---	---	1018.11	55.477	---	---	---	23.891	---	---	---	193.553	---	---	---	5.197	---	---	---	
08/02/2016	14:14:46	1380		6.2174	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.896	---	---	---	193.597	---	---	---	5.199	---	---	---	
08/02/2016	14:14:47	1381		6.2152	---	---	---	20	---	---	---	1018.21	55.477	---	---	---	23.9	---	---	---	193.597	---	---	---	5.197	---	---	---	
08/02/2016	14:14:48	1382		6.22	---	---	---	20	---	---	---	1018.23	55.477	---	---	---	23.891	---	---	---	193.509	---	---	---	5.176	---	---	---	
08/02/2016	14:14:49	1383		6.2375	---	---	---	20	---	---	---	1018.2	55.477	---	---	---	23.858	---	---	---	193.235	---	---	---	5.178	---	---	---	
08/02/2016	14:14:50	1384		6.2654	---	---	---	20	---	---	---	1018.16	55.477	---	---	---	23.805	---	---	---	192.794	---	---	---	5.184	---	---	---	
08/02/2016	14:14:51	1385		6.3017	---	---	---	20	---	---	---	1018.13	55.477	---	---	---	23.736	---	---	---	192.26	---	---	---	5.198	---	---	---	
08/02/2016	14:14:52	1386		6.3341	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.675	---	---	---	191.723	---	---	---	5.179	---	---	---	
08/02/2016	14:14:53	1387		6.3628	---	---	---	20	---	---	---	1018.16	55.477	---	---	---	23.621	---	---	---	191.219	---	---	---	5.171	---	---	---	
08/02/2016	14:14:54	1388		6.3879	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.575	---	---	---	190.743	---	---	---	5.191	---	---	---	
08/02/2016	14:14:55	1389		6.4109	---	---	---	20	---	---	---	1018.16	55.477	---	---	---	23.532	---	---	---	190.347	---	---	---	5.197	---	---	---	
08/02/2016	14:14:56	1390		6.4315	---	---	---	20	---	---	---	1018.17	55.477	---	---	---	23.494	---	---	---	190.033	---	---	---	5.211	---	---	---	
08/02/2016	14:14:57	1391		6.4449	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.469	---	---	---	189.778	---	---	---	5.206	---	---	---	
08/02/2016	14:14:58	1392		6.4584	---	---	---	20	---	---	---	1018.17	55.477	---	---	---	23.445	---	---	---	189.563	---	---	---	5.21	---	---	---	
08/02/2016	14:14:59	1393		6.4697	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.424	---	---	---	189.36	---	---	---	5.212	---	---	---	
08/02/2016	14:15:00	1394		6.479	---	---	---	20	---	---	---	1018.17	55.477	---	---	---	23.407	---	---	---	189.199	---	---	---	5.194	---	---	---	
08/02/2016	14:15:01	1395		6.4863	---	---	---	20	---	---	---	1018.18	55.477	---	---	---	23.394	---	---	---	189.061	---	---	---	5.204	---	---	---	
08/02/2016	14:15:02	1396		6.4929	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.382	---	---	---	188.938	---	---	---	5.2	---	---	---	
08/02/2016	14:15:03	1397		6.4993	---	---	---	20	---	---	---	1018.17	55.477	---	---	---	23.37	---	---	---	188.82	---	---	---	5.208	---	---	---	
08/02/2016	14:15:04	1398		6.5096	---	---	---	20	---	---	---	1018.12	55.477	---	---	---	23.351	---	---	---	188.669	---	---	---	5.205	---	---	---	
08/02/2016	14:15:05	1399		6.5182	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.336	---	---	---	188.507	---	---	---	5.22	---	---	---	
08/02/2016	14:15:06	1400		6.5282	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.318	---	---	---	188.343	---	---	---	5.233	---	---	---	
08/02/2016	14:15:07	1401		6.5374	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.301	---	---	---	188.166	---	---	---	5.23	---	---	---	
08/02/2016	14:15:08	1402		6.5466	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.284	---	---	---	187.986	---	---	---	5.218	---	---	---	
08/02/2016	14:15:09	1403		6.5574	---	---	---	20	---	---	---	1018.16	55.477	---	---	---	23.265	---	---	---	187.815	---	---	---	5.211	---	---	---	
08/02/2016	14:15:10	1404		6.5663	---	---	---	20	---	---	---	1018.18	55.477	---	---	---	23.249	---	---	---	187.665	---	---	---	5.203	---	---	---	
08/02/2016	14:15:11	1405		6.5737	---	---	---	20	---	---	---	1018.18	55.477	---	---	---	23.236	---	---	---	187.535	---	---	---	5.209	---	---	---	
08/02/2016	14:15:12	1406		6.5808	---	---	---	20	---	---	---	1018.2	55.477	---	---	---	23.223	---	---	---	187.457	---	---	---	5.218	---	---	---	
08/02/2016	14:15:13	1407		6.5849	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.216	---	---	---	187.403	---	---	---	5.243	---	---	---	
08/02/2016	14:15:14	1408		6.5871	---	---	---	20	---	---	---	1018.19	55.477	---	---	---	23.212	---	---	---	187.369	---	---	---	5.244	---	---	---	
08/02/2016	14:15:15	1409		6.5914	---	---	---	20	---	---	---	1018.15	55.477	---	---	---	23.204	---	---	---	187.295	---	---	---	5.248	---	---	---	
08/02/2016	14:15:16	1410		6.6006	---	---	---	20	---	---	---	1018.14	55.477	---	---	---	23.188	---	---	---	187.214	---	---	---	5.246	---	---	---	
08/02/2016	14:15:17	1411		6.6087	---	---	---	20	---	---	---	1018.13	55.469	---	---	---	23.173	---	---	---	187.098	---	---	---	5.245	---	---	---	
08/02/2016	14:15:18	1412		6.6173	---	---	---	20	---	---	---	1018.13	55.469	---	---	---	23.158	---	---	---	186.992	---	---	---	5.227	---	---	---	
08/02/2016	14:15:19	1413		6.6193	---	---	---	20	---	---	---	1018.11	55.462	---	---	---	23.154	---	---	---	186.895	---	---	---	5.215	---	---	---	
08/02/2016	14:15:20	1414		6.6238	---	---	---	20	---	---	---	1018.08	55.462	---	---	---	23.146	---	---	---	186.853	---	---	---	5.205	---	---	---	
08/02/2016	14:15:21	1415		6.6229	---	---	---	20	---	---	---	1018.08	55.454	---	---	---	23.148	---	---	---	186.802	---	---	---	5.208	---	---	---	
08/02/2016	14:15:22	1416		6.6236	---	---	---	20	---	---	---	1018.14	55.454	---	---	---	23.147	---	---	---	186.751	---	---	---	5.211	---	---	---	
08/02/2016	14:15:23	1417		6.6268	---	---	---	20	---	---	---	1018.16	55.454	---	---	---	23.141	---	---	---	186.66	---	---	---	5.226	---	---	---	
08/02/2016	14:15:24	1418		6.6332	---	---	---	20	---	---	---	1018.19	55.454	---	---	---	23.13	---	---	---	186.568	---	---	---	5.227	---	---	---	
08/02/2016	14:15:25	1419		6.6411	---	---	---	20	---	---	---	1018.16	55.454	---	---	---	23.116	---	---	---	186.487	---	---	---	5.222	---	---	---	
08/02/2016	14:15:26	1420		6.6449	---	---	---	20	---	---	---	1018.17	55.454	---	---	---	23.109	---	---	---	186.432	---	---	---	5.201	---	---	---	
08/02/2016	14:15:27	1421		6.6475	---	---	---	20	---	---	---	1018.13	55.454	---	---	---	23.104	---	---	---	186.41	---	---	---	5.201	---	---	---	
08/02/2016	14:15:28	1422		6.6505	---	---	---	20	---	---	---	1018.15	55.454	---	---	---	23.099	---	---	---	186.382	---	---	---	5.187	---	---	---	
08/02/2016	14:15:29	1423		6.6536	---	---	---	20	---	---	---	1018.16	55.454	---	---	---	23.094	---	---	---	186.339	---	---	---	5.195	---	---	---	
08/02/2016	14:15:30	1424		6.6587	---	---	---	20	---	---	---	1018.21	55.454	---	---	---	23.085	---	---	---	186.262	---	---	---	5.19	---	---	---	
08/02/2016	14:15:31	1425		6.6683	---	---	---	20	---	---	---	1018.19	55.454	---	---	---	23.068	---	---	---	186.159	---	---	---	5.209	---	---	---	
08/02/2016	14:15:32	1426		6.6769	---	---	---	20	---	---	---	1018.15	55.454	---	---	---	23.053	---	---	---	186.054	---	---	---	5.221	---	---	---	
08/02/2016	14:15:33	1427		6.6839	---	---	---	20	---	---	---	1018.12	55.454	---	---	---	23.04	---	---	---	185.929	---	---	---	5.234	---	---	---	
08/02/2016	14:15:34	1428		6.6867	---	---	---	20	---	---	---	1018.11	55.454	---	---	---	23.035	---	---	---	185.828	---	---	---	5.232	---	---	---	
08/02/2016	14:15:35	1429		6.6939	---	---	---	20	---	---	---	1018.14	55.444	---	---	---	23.023	---	---	---	185.727	---	---	---	5.213	---	---	---	
08/02/2016	14:15:36	1430		6.6958	---	---	---	20	---	---	---	1018.15	55.434	---	---	---	23.02	---	---	---	185.651	---	---	---	5.212	---	---	---	
08/02/2016	14:15:37	1431		6.699	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	23.014	---	---	---	185.598	---	---	---	5.215	---	---	---	
08/02/2016	14:15:38	1432		6.7029	---	---	---	20	---	---	---	1018.13	55.434	---	---	---	23.007	---	---	---	185.555	---	---	---	5.226	---	---	---	
08/02/2016	14:15:39	1433		6.7107	---	---	---	20	---	---	---	1018.14	55.434	---	---	---	22.993	---	---	---	185.524	---	---	---	5.238	---	---	---	
08/02/2016	14:15:40	1434		6.7141	---	---	---	20	---	---	---	1018.14	55.434	---	---	---	22.988	---	---	---	185.468	---	---	---	5.236	---	---	---	
08/02/2016	14:15:41	1435		6.7189	---	---	---	20	---	---	---	1018.14	55.424	---	---	---	22.979	---	---	---	185.387	---	---	---	5.225	---	---	---	
08/02/2016	14:15:42	1436		6.7225	---	---	---	20	---	---	---	1018.14	55.424	---	---	---	22.973	---	---	---	185.307	---	---	---	5.216	---	---	---	
08/02/2016	14:15:43	1437		6.7277	---	---	---	20	---	---	---	1018.11	55.424	---	---	---	22.964	---	---	---	185.208	---	---	---	5.195	---	---	---	
08/02/2016	14:15:44	1438		6.7334	---	---	---	20	---	---	---	1018.11	55.424	---	---	---	22.954	---	---	---	185.112	---	---	---	5.21	---	---	---	
08/02/2016	14:15:45	1439		6.7394	---	---	---	20	---	---	---	1018.1	55.424	---	---	---	22.944	---	---	---	185.009	---	---	---	5.201	---	---	---	
08/02/2016	14:15:46	1440		6.7449	---	---	---	20	---	---	---	1018.14	55.424	---	---	---	22.935	---	---	---	184.946	---	---	---	5.209	---	---	---	
08/02/2016	14:15:47	1441		6.7451	---	---	---	20	---	---	---	1018.15	55.424	---	---	---	22.934	---	---	---	184.917	---	---	---	5.2	---	---	---	
08/02/2016	14:15:48	1442		6.7476	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.93	---	---	---	184.904	---	---	---	5.212	---	---	---	
08/02/2016	14:15:49	1443		6.7478	---	---	---	20	---	---	---	1018.13	55.424	---	---	---	22.929	---	---	---	184.862	---	---	---	5.239	---	---	---	
08/02/2016	14:15:50	1444		6.7513	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.923	---	---	---	184.814	---	---	---	5.228	---	---	---	
08/02/2016	14:15:51	1445		6.7532	---	---	---	20	---	---	---	1018.17	55.424	---	---	---	22.92	---	---	---	184.737	---	---	---	5.206	---	---	---	
08/02/2016	14:15:52	1446		6.7595	---	---	---	20	---	---	---	1018.19	55.424	---	---	---	22.909	---	---	---	184.667	---	---	---	5.198	---	---	---	
08/02/2016	14:15:53	1447		6.7659	---	---	---	20	---	---	---	1018.18	55.424	---	---	---	22.898	---	---	---	184.606	---	---	---	5.199	---	---	---	
08/02/2016	14:15:54	1448		6.7723	---	---	---	20	---	---	---	1018.15	55.424	---	---	---	22.887	---	---	---	184.534	---	---	---	5.21	---	---	---	
08/02/2016	14:15:55	1449		6.78	---	---	---	20	---	---	---	1018.15	55.424	---	---	---	22.874	---	---	---	184.464	---	---	---	5.185	---	---	---	
08/02/2016	14:15:56	1450		6.7839	---	---	---	20	---	---	---	1018.12	55.424	---	---	---	22.867	---	---	---	184.383	---	---	---	5.195	---	---	---	
08/02/2016	14:15:57	1451		6.7848	---	---	---	20	---	---	---	1018.11	55.424	---	---	---	22.866	---	---	---	184.309	---	---	---	5.168	---	---	---	
08/02/2016	14:15:58	1452		6.7844	---	---	---	20	---	---	---	1018.11	55.424	---	---	---	22.866	---	---	---	184.262	---	---	---	5.17	---	---	---	
08/02/2016	14:15:59	1453		6.7846	---	---	---	20	---	---	---	1018.13	55.424	---	---	---	22.866	---	---	---	184.194	---	---	---	5.159	---	---	---	
08/02/2016	14:16:00	1454		6.7896	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.857	---	---	---	184.164	---	---	---	5.178	---	---	---	
08/02/2016	14:16:01	1455		6.7913	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.854	---	---	---	184.096	---	---	---	5.187	---	---	---	
08/02/2016	14:16:02	1456		6.7987	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.842	---	---	---	184.033	---	---	---	5.19	---	---	---	
08/02/2016	14:16:03	1457		6.8038	---	---	---	20	---	---	---	1018.15	55.424	---	---	---	22.833	---	---	---	183.943	---	---	---	5.192	---	---	---	
08/02/2016	14:16:04	1458		6.8074	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.827	---	---	---	183.851	---	---	---	5.19	---	---	---	
08/02/2016	14:16:05	1459		6.8111	---	---	---	20	---	---	---	1018.16	55.424	---	---	---	22.82	---	---	---	183.771	---	---	---	5.193	---	---	---	
08/02/2016	14:16:06	1460		6.8156	---	---	---	20	---	---	---	1018.18	55.424	---	---	---	22.813	---	---	---	183.669	---	---	---	5.207	---	---	---	
08/02/2016	14:16:07	1461		6.8194	---	---	---	20	---	---	---	1018.15	55.424	---	---	---	22.806	---	---	---	183.599	---	---	---	5.203	---	---	---	
08/02/2016	14:16:08	1462		6.8222	---	---	---	20	---	---	---	1018.12	55.424	---	---	---	22.801	---	---	---	183.539	---	---	---	5.195	---	---	---	
08/02/2016	14:16:09	1463		6.8271	---	---	---	20	---	---	---	1018.07	55.424	---	---	---	22.793	---	---	---	183.501	---	---	---	5.173	---	---	---	
08/02/2016	14:16:10	1464		6.8345	---	---	---	20	---	---	---	1018.05	55.424	---	---	---	22.78	---	---	---	183.444	---	---	---	5.177	---	---	---	
08/02/2016	14:16:11	1465		6.8395	---	---	---	20	---	---	---	1018.07	55.424	---	---	---	22.772	---	---	---	183.376	---	---	---	5.183	---	---	---	
08/02/2016	14:16:12	1466		6.8429	---	---	---	20	---	---	---	1018.09	55.424	---	---	---	22.766	---	---	---	183.316	---	---	---	5.208	---	---	---	
08/02/2016	14:16:13	1467		6.8476	---	---	---	20	---	---	---	1018.11	55.424	---	---	---	22.758	---	---	---	183.274	---	---	---	5.209	---	---	---	
08/02/2016	14:16:14	1468		6.8483	---	---	---	20	---	---	---	1018.1	55.424	---	---	---	22.757	---	---	---	183.202	---	---	---	5.217	---	---	---	
08/02/2016	14:16:15	1469		6.8491	---	---	---	20	---	---	---	1018.1	55.424	---	---	---	22.755	---	---	---	183.144	---	---	---	5.217	---	---	---	
08/02/2016	14:16:16	1470		6.8508	---	---	---	20	---	---	---	1018.13	55.414	---	---	---	22.752	---	---	---	183.066	---	---	---	5.23	---	---	---	
08/02/2016	14:16:17	1471		6.8559	---	---	---	20	---	---	---	1018.16	55.403	---	---	---	22.744	---	---	---	183.034	---	---	---	5.234	---	---	---	
08/02/2016	14:16:18	1472		6.8559	---	---	---	20	---	---	---	1018.17	55.393	---	---	---	22.744	---	---	---	183.004	---	---	---	5.231	---	---	---	
08/02/2016	14:16:19	1473		6.8563	---	---	---	20	---	---	---	1018.16	55.393	---	---	---	22.743	---	---	---	183.001	---	---	---	5.216	---	---	---	
08/02/2016	14:16:20	1474		6.8541	---	---	---	20	---	---	---	1018.13	55.393	---	---	---	22.747	---	---	---	182.973	---	---	---	5.204	---	---	---	
08/02/2016	14:16:21	1475		6.8586	---	---	---	20	---	---	---	1018.13	55.393	---	---	---	22.739	---	---	---	182.913	---	---	---	5.19	---	---	---	
08/02/2016	14:16:22	1476		6.861	---	---	---	20	---	---	---	1018.16	55.393	---	---	---	22.735	---	---	---	182.852	---	---	---	5.187	---	---	---	
08/02/2016	14:16:23	1477		6.8657	---	---	---	20	---	---	---	1018.18	55.393	---	---	---	22.727	---	---	---	182.796	---	---	---	5.174	---	---	---	
08/02/2016	14:16:24	1478		6.8698	---	---	---	20	---	---	---	1018.16	55.393	---	---	---	22.72	---	---	---	182.756	---	---	---	5.181	---	---	---	
08/02/2016	14:16:25	1479		6.873	---	---	---	20	---	---	---	1018.11	55.393	---	---	---	22.715	---	---	---	182.712	---	---	---	5.194	---	---	---	
08/02/2016	14:16:26	1480		6.8781	---	---	---	20	---	---	---	1018.11	55.393	---	---	---	22.706	---	---	---	182.679	---	---	---	5.237	---	---	---	
