Wreck ID;Strauss ID;Name;Parker Number;Sea area;Country;Region;Latitude;Longitude;Min depth;Max depth;Depth;Period;Dating;Earliest date;Latest date;Date range;Mid point of date range;Probability;Place of origin;Place of destination;Reference;Comments;Amphorae;Marble;Columns etc;Sarcophagi;Blocks;Marble type;Other cargo;Hull remains;Shipboard paraphernalia;Ship equipment;Estimated tonnage;Amphora type
7411;0;Torre Flavia C ?;;;Italy;Latium;41,94812;12,0568;12;12;12m;Roman Imperial;early C1st AD;1;15;0;0;0;;;http://www.gatc.it/ritagli/torreflavianave.htm;"Dated by Arretine ware to first years of 1st c AD - Augustan; assumed to be different from Torre Flavia B (Parker 1158). Some interesting shipboard items, well preserved in the mud.";SAND;FALSK;FALSK;FALSK;FALSK;;;Fairly well preserved, with an estimated size of 20m length and 5 m width.;Cooking pots and tableware including pans and pots of various types and sizes, jars, cups and plates all of decent quality. Some of them are certainly Arezzo production as indicated by the pottery with Arezzo stamps imprinted on them. Particularly valuable are some trappings of a back of a bed, decorated with carvings and moldings, culminating with the head of a duck, whose empty slots in the head and beak indicateng that originally it was embellished with colored stones . Even more unusual was the discovery of a wooden box covered with a tiny lock of bronze. Surprisingly it was found that it contained capsules of coriander and cumin. Both substances were widely used in medical treatment. In particular, the coriander and cumin were used to treat stomach ailments, ever present on board an ancient ship;A dozen wooden disks with holes in their centre  were found in the middle of the ship. They belonged to the internal workings of a manually operated hydraulic pump that sucked water from the bilge.;;
7427;0;Culip VIII;;Western Mediterranean;Spain;Catalunya;0;0;11;11;11m;;;1;50;0;0;0;;;C. Carreras et al, Culip VIII i les Amfores Haltern 70 (Monografies del Centre d'Arqueologia Subaquatica de Catalunya, 5), 2005;A Roman wreck discovered by divers and subsequently excavated by the CASC in 2002-03, one of the largest known to have carried Haltern 7 amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;Seven broken pots and fragments of amphorae, a fish hook and 6 fishing weights of different forms.;;;Haltern 70
7428;0;Bou Ferrer (Alicante);;Western Mediterranean;Spain;La Vila Joiosa, Alicante;0;0;25;25;25m, 1.6km off shore;Roman Imperial;mid C1st AD;40;50;0;0;0;Cadiz;Rome?;http://www.elpais.com/articulo/cultura/joya/mundo/antiguo/mar/valenciano/elpporcul/20061114elpepucul_4/Tes               http://news.nationalgeographic.com/news/2006/11/061120-rome-ship.html         F. Cibecchini et al, Archaeologia Maritima Mediterranea 2 (2006), 43-56;The ship is estimated to have been 30m long with capacity for around 400 tons of cargo, making it twice the size of most other Roman shipwrecks found in the Mediterranean (?) Newspaper reports say 1200-1500 amphorae, of Spanish fish products were on board, around 70 of which had been looted before excavation took place in the early 2000s. Forty intact amphorae were brought to the surface with many of their lids found inside. Because the ship sank onto its side, it is hoped that not only a significant part of the hull, but also much organic material may be well preserved. The site has been covered by 250 sq m of netting and steel bars.;SAND;FALSK;FALSK;FALSK;FALSK;;;Probably still fairly intact buried in the sand.;;;400;
7430;0;Sinope deep wreck C;;Black Sea;Turkey;Northern Turkey;0;0;90;100;c. 95 m;early Byzantine;C5th-7th AD;400;700;0;0;0;;;"http://archives.cnn.com/2000/NATURE/11/02/ancient.shipwreck/index.html
R. Ballard et al., AJA 105 (2001), 607-23; C. Ward and B. Ballard, IJNA 33 (2004), 2-13; C. Ward and R. Horlings, The remote exploration and archaeological survey of four Byzantine ships in the Black Sea, in R. Ballard, ed., Archaeological Oceanography (2008, Princeton University Press), pp. 148-173";A deep-water archaological survey conducted during 2000 about 15-30km west of Sinope revealed 4 of the best-preserved ships from antiquity. This wreck consists of three piles c. 5 m across, of  carrot-shaped Sinope amphorae. The site was examined in 2000 and 2003 with noticable differences in the visibility of the amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;Several timbers were seen. The ship's length is estimated at 8.5m.;;;;
7431;0;Sinope deep wreck B;;Black Sea;Turkey;Northern Turkey;0;0;80;90;c. 85 m;early Byzantine;C6th-7th AD;550;700;0;0;0;;;"http://archives.cnn.com/2000/NATURE/11/02/ancient.shipwreck/index.html
R. Ballard et al., AJA 105 (2001), 607-23, at 616-7; C. Ward and B. Ballard, IJNA 33 (2004), 2-13; C. Ward and R. Horlings, The remote exploration and archaeological survey of four Byzantine ships in the Black Sea, in R. Ballard, ed., Archaeological Oceanography (2008, Princeton University Press), pp. 148-173";A deep-water archaological survey conducted during 2000 about 15-30km west of Sinope revealed 4 of the best-preserved ships from antiquity. This wreck consists of a single cluster of amphorae, larger than wreck A. Length at least 25 m x 15 m wide. Mostly carrot-shaped Sinope amphorae, many more broken visible ones than at sites A and C,  but also one large oval amphora suggesting a 5th-7th c. AD date.;SAND;FALSK;FALSK;FALSK;FALSK;;;A substantial number of timber planks. The ship's estimated length is 14-16m.;;Possible bilge pipe.;;
7432;0;Sinope deep wreck D;;Black Sea;Turkey;;0;0;320;320;c. 320 m;early Byzantine;late C 5th- early 6th AD;470;520;0;0;0;;;"http://archives.cnn.com/2000/NATURE/11/02/ancient.shipwreck/index.html
R. Ballard et al., AJA 105 (2001), 607-23; C. Ward and B. Ballard, IJNA 33 (2004), 2-13; C. Ward and R. Horlings, The remote exploration and archaeological survey of four Byzantine ships in the Black Sea, in R. Ballard, ed., Archaeological Oceanography (2008, Princeton University Press), pp. 148-173";A deep-water archaological survey conducted during 2000 about 15-30km west of Sinope revealed 4 of the best-preserved ships from antiquity. This is a very deep wreck c 25km off shore with its 11m mast still standing. AMS date from timber rudder support. No cargo visible, except for 3 Sinope amphorae, but since the deck was intact any cargo is probably below deck. Comparisons have been made with the mosaic of a ship from Kelenderis, Turkey.;SAND;FALSK;FALSK;FALSK;FALSK;;;The ship without visible cargo was almost perfectly preserved, (although significant parts of the hull are missing), 14m long with an 11m mast. This is a unique example of an ancient ship’s deck. Eighteen top timbers, stern post, rudder support and stanchions also present and show mortise and tenon construction. Radiocarbon dating of a sample of fir wood gives a date of 410-520 AD.;;;;
7436;0;Atlit A;1;Eastern Mediterranean;Israel;;32,7;34,91666;;;Shallow;Phoenician;C 7th BC (?);-700;-600;0;0;0;;;"Radan 1981; Raban, 1985: 33-7";;FALSK;FALSK;FALSK;FALSK;FALSK;;Parker notes Assyrian bronze helmets, Babylonian weights (in the form of swans), furniture and candelabras.;Partly preserved.;;;;
7437;0;'Atlit B;2;Eastern Mediterranean;Israel;;0;0;;;;;second half C13th AD;1250;1300;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7438;0;'Atlit C;3;Eastern Mediterranean;Israel;;0;0;;;;;C15th AD;1400;1500;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7439;0;Acquaviva;5;;Italy;Elba, Tuscany;0;0;;;30m;Roman Imperial;;100;200;0;0;0;;;Zecchini, 1971, 182-3 and 1982, 175.;A buried Roman wreck with scattered amphorae, only briefly reported.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7440;0;Acque Chiare;6;;Italy;Brindisi, Puglia;0;0;5;6;5-6m, 300-400m offshore;Late Roman Imperial;;300;450;0;0;0;;;"Sciarra, 1973; Freschi 1989, 455.";A poorly preserved, looted wreck extending over 50 m.;SAND;FALSK;FALSK;FALSK;FALSK;;At least 4 terracotta 'vaulting tubes', but these may not have been part of the cargo.;;;;;
7441;0;Addaya;7;Western Mediterranean;Spain;Minorca;0;0;2;5;2-5m;Republican;mid C2nd- end 1st BC;-150;-1;0;0;0;;;Mascaro, 1961 and 1971, 74, fig.7;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7442;0;Agay A (Camp Long);8;Western Mediterranean;France;Var;0;0;40;50;50m;Saracen;mid C10th AD;925;975;0;0;0;;;"J.-P. Joncheray and M. Jezegou, Bilan Scientifique 1996, 104-105; J.-P. Joncheray, Bilan Scientifique 1998, 50-51; S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 103-04.";Originally excavatged in the 1970s, the wreck was re-examined in the 1990s. The flat-bottomed ship is estimated to have been 20-25m long and at least 7m wide and was carrying only 200-300 trade items. A ship's boat was also found, 8-10m long, with the skeleton of a man of Mediterranean type with slight negroid features, 1.7m tall and aged 25-35 years with a sword and cutlass-sheath.;SAND;FALSK;FALSK;FALSK;FALSK;;At least 7 basalt grinding stones atnd 250 bronze ingots of slender form, 38-40cm long. A brass ingot and some copper vessels were possibly also part of the cargo.;Short timbers attached by means of a large number of iron nails. There are no joints in the planking which is nailed to the frames. The construction was transitional between shell-first and frame-first;;;;
7443;0;Agde A;9;Western Mediterranean;France;Languedoc-Roussillon;0;0;2;3;3m;Roman Republic;first half C 2nd BC;-200;-150;0;0;0;;;;;SAND;FALSK;FALSK;FALSK;FALSK;;Campanian B pottery;Traces of ship's timbers;;Iron anchor possibly from this site;;
7444;0;Agde B;10;Western Mediterranean;France;Languedoc-Roussillon;43,26666;3,45;6;8;8m;Roman Republic;C 2nd BC (?);-200;-100;0;0;0;;;"Bouscaras, 1953, 1954, 1962: 11 and fig.5, 1974; Jannoray, 1954: 413; Gallet de Santerre, 1961; Carrazé, 1970d; cf. Clavel, 1970:409 ff.";A 'quantity' of amphorae  but reports disagree as to their form which suggests that several wrecks lie on top of each other cf. Marzamemi B, D, G and H although there is no direct evidence to confirm this.;SAND;FALSK;FALSK;FALSK;FALSK;;Campanian B pottery;Traces of timbers;;;;
7445;0;Agde D;11;Western Mediterranean;France;Languedoc-Roussillon;0;0;6;7;7m;Roman Republic;C1st BC;-100;-1;0;0;0;;;"Galllet de Santerre, 1961, 209-211; Liou 1973, 575-78 and 1975 576; Oleson 1983, 161-63.";This wreck is situated between Agde wrecks B and C but further offshore.;SAND;FALSK;FALSK;FALSK;FALSK;;;Oak frames and fir planking survive along with oak tenons and treenails. Lead sheathing.;A jug in white fabric and sherds of Campanian A  and black gloss ware. A piece of basalt mill stone.;A pulley block with a scrap of rope and a piece of a yard.;;
7446;0;Agde E;12;Western Mediterranean;France;Languedoc-Roussillon;0;0;;;Not known;Roman Imperial;late C1st-early C2nd AD;75;125;0;0;0;;;"Bouscaras 1961, 19; Laubenheimer-Leenhardt 1973, 57.";The amphorae were apparently asociated with a small, water-worn copper ingot.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7447;0;Agde F;13;Western Mediterranean;France;Languedoc-Roussillon;0;0;;;shallow;Greek;C5th BC;-500;-400;0;0;0;;;Bouscaras, 1962, 6-11 and 1964a, fig 3.;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7448;0;Agde G;14;Western Mediterranean;France;Languedoc-Roussillon;0;0;7;7;7m;;C5th-C2nd BC;-500;-100;0;0;0;;;"Gallet de Santerre, 1961, 205; Clavel, 1970, 445-6; Marechal, 1987.";A cargo of red lead clay.;FALSK;FALSK;FALSK;FALSK;FALSK;;Tablets of litharge (red lead) clay were stacked together in an area 20 x 14m, representing about 100 tons.;;;;100;
7449;0;Agde H;15;Western Mediterranean;France;Languedoc-Roussillon;0;0;;;Unknown;;Unknown;;;0;0;0;;;"Gallet de Santerre, 1964, 486; Clavel, 1970, 445-6.";A wreck of lead ore (galena) along with other unspecified material has only been briefly reported.;FALSK;FALSK;FALSK;FALSK;FALSK;;Lead ore.;;;;;
7450;0;Agde J;16;Western Mediterranean;France;Languedoc-Roussillon;0;0;;;Unknown;Roman Republic;Late C2nd -ealry C1st BC;-125;-75;0;0;0;;;"Gallet de Santerre, 1966, 464-5;  Laubenheimer-Leenhardt 1973, 134-45 and 178ff; Fonquerle, 1982, 128-30.";A group of lead ingots signify a wreck.;FALSK;FALSK;FALSK;FALSK;FALSK;;A group of lead ingots of Republican Spanish type. They bear the mould-marks L. PLANI.L.F.RUSSINI, SOC GARGILI T F ET M LAETILI ML and SOC.M.C. PONTILIENORUM.M.F..The ingot of L. Planius Russinius is exactly similar to 2 ingots found in the Mahdia wreck.;;;;;
7451;0;Agde K;17;Western Mediterranean;France;Languedoc-Roussillon;0;0;;;;Roman Republic;C 3rd BC;-300;-200;0;0;0;;;"Bouscaras, 1960, 29-31 and 1961, 17-19; Gallet de Santerre, 1962, 622;  Laubenheimer-Leenhardt 1973, 146-61 and 169-172";;FALSK;FALSK;FALSK;FALSK;FALSK;;"A group of lead ingots, cast in oval mounds resembling the ""Pinna nobilis"" shell and inscribed with TT. Compare the ingots from the Cabrera B wreck.";;;;;
7453;0;Ai-Yannis Tholou A;19;;Greece;Chios;0;0;10;20;20m;Greek;C4th BC;-400;-300;0;0;0;;;Catling 1984-5, 57.;According to Touchais, 1985, 831, there is only 1 wreck of Chian and Cnidian amphorae at this site not 2, Ai-Yannis Tholou A and Ai-Yannis Tholou B.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7455;0;Aigus Blava;21;Western Mediterranean;Spain;;0;0;6;7;7m;Roman Imperial;End C 1st BC- early C1st AD;-50;25;0;0;0;;;Unpublished;A possible wreck site of a concentrated deposit of broken amphorae, although there is clearly contamination in accordance with the dating of the 2 types of amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7456;0;Ain El Gazala;22;;Libya;near Tobruk;0;0;;;Unknown;Roman;C3rd-C4th AD;200;400;0;0;0;;;Panella, 1974, 597;A group of Kapitan 2 amphorae in CyrenenMuseum come from a wreck in this location.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7457;0;Ajaccio;23;Western Mediterranean;France;Corsica;0;0;;;Unknown;;C15th-16th AD;1400;1600;0;0;0;;;Demians d'Archimbaud, 1972, 13-4.;The remains of a ship laden with various goods were found in 1960.;FALSK;FALSK;FALSK;FALSK;FALSK;;Yellow or green glazed ware pottery 'a stecca' (ribbed), imitating products of Pisa, commonly found in Liguria and less frequently in Corsica.;;;;;
7459;0;Akandia B;25;;Greece;Rhodes;0;0;38;38;38m;;Unknown;;;0;0;0;;;N. Nikolitsis, Antike Welt 12 (1981), 49.;A second cargo of amphorae was found near Akandia A, described by the Swedish expedition as a 'new type of transport-amphora',;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7460;0;Akko A;26;Eastern Mediterranean;Israel;north of Akko;0;0;;;;Hellenistic;C4th-1st BC;-325;-25;0;0;0;;;Unpublished, information from M. Prausnitz;A Hellenistic wreck is known to lie north of Akko.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7461;0;Akko B;27;Eastern Mediterranean;Israel;north of Akko;0;0;;;;Hellenistic/Roman;C2nd-1st BC;-200;-1;0;0;0;;;Unpublished, information from M. Prausnitz;;FALSK;FALSK;FALSK;FALSK;FALSK;;Millstones.;;;;;
7462;0;Albenga;28;;Italy;Liguria;0;0;40;42;42m;Roman Republic;C 1st BC;-100;-80;0;0;0;;;"Taylor, 1965, 53-66; Lamboglia 1961a and 1964a and 1972b, 447 and 1973; Tchernia and Pomey 1978; D'Angelo, 1980, 53-4; Ferrandi, 1980; Gianfrotta, 1981b, 236; Morel, 1981, 64; Pallares, 1977a and 1985d.";This large wreck consisted of a tumulus up to 2m high, 30 x 10m, almost completely unconcreted, buried in silt. Over 1200 amphorae have been raised from a debated 9 or 6 layers, which may originally have totalled between 5,000 and 13,500 amphorae, i.e. 500-600 tonnes;SAND;FALSK;FALSK;FALSK;FALSK;;A variety of pottery: black-gloss ware, including Campanian A plates and 'imitation Campanian' bowls. Some is said to have been stacked between the amphorae.;Well preserved. The frames are of oak, the planking (lead-sheathed) of soft wood. The main mast survives, unusually, in position, square as far as the main beam and circular above.;A number of Lamboglia 2 amphorae. Black-gloss plates and jugs, grey ware, cooking ware and jugs with external slip, coated with a black lining internally. Seven bronze helmets of different types, possibly for use by the crew or as part of a passenger's belongings.;Roof tile fragments and a lead horn. Lead pipes.;;
7463;0;Alcudia;30;Western Mediterranean;Spain;Majorca;0;0;;;Unknown;;Unknown;;;0;0;0;;;Mascaro, 1962 and 1968 and 1971, 81-4.;;FALSK;FALSK;FALSK;FALSK;FALSK;;'A considerable number' of tin ingots is said to have been found. About 30cm tall, with a hole near the top, and weighing 10.5-11.5 kg. They were slightly alloyed with silver.;;;;;
7465;0;Alexandria B;32;;Egypt;Alexandria;0;0;;;Unknown;;Unknown;;;0;0;0;;;B. Vailiti and P. Curto, Mondo Sommerso 22 (1980), 53.;A cargo of millstones, presumably ancient is shown in a photo without further description.;FALSK;FALSK;FALSK;FALSK;FALSK;;A cargo of mill-stones.;;;;;
7466;0;Algajola;33;Western Mediterranean;France;Corsica;0;0;12;27;27m;Roman Republic;C 2nd BC;-150;-100;0;0;0;;;Liou, 1973, 606;A widely spread site, over an area of 200m.;FALSK;FALSK;FALSK;FALSK;FALSK;;44 uninscribed lead ingots.;;A few Dressel 1A amphorae.;6 anchor stocks.;;
7467;0;Alghero;34;;Italy;Western Sardinia;0;0;;;Unknown;;;-150;400;0;0;0;;;Zucca, 1980, 39, n. 33;Only a press report has been published about a Roman ship with a cargo of bricks.;FALSK;FALSK;FALSK;FALSK;FALSK;;Bricks/ tiles.;;;;;
7468;0;La Almadraba;35;;;;0;0;;;;;;100;200;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7469;0;Ametilla de Mar A;36;Western Mediterranean;Spain;;0;0;30;30;30m, 1km from the shore.;Roman Imperial;C 1st BC-AD;-25;75;0;0;0;;;"Vilaseca, 1954 and 1958, 237; Oliva and Domenech, 1971. Information from M. Wlfida Perez.";A cargo of Dressel 12 amphorae damaged by fishing trawlers.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7470;0;Ametilla de Mar B;37;Western Mediterranean;Spain;;0;0;6;7;7m;Roman Republic;C 3rd BC?;-300;-250;0;0;0;;;Vilaseca 1958.;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7471;0;Ametilla de Mar C;38;Western Mediterranean;Spain;;;0;;;Unknown;Roman Imperial;C 1st-3rd AD;1;300;0;0;0;;;Unpublished.;A wreck of very broken up Dressel 20 amphorae is known here but no details have been reported.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7472;0;Las Amoladeras;39;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7473;0;Ancona;41;;Italy;;0;0;;;Shallow;Roman Republic;C 2nd-1st BC?;-150;-25;0;0;0;;;Profumo 1986.;Groups of amphora fragments could be the remains of a wreck.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
7474;0;Antalya;42;;Turkey;;0;0;;;Unknown;;C 15th BC;-1500;-1400;0;0;0;;;"Bass, 1966, 87; Throckmorton, 1970a, 217-219.";Unconfirmed reports from sponge divers indicate there may be as many as 4 copper ingot wrecks in the area. One of these seems to be earlier than the Cape Gelidonya A wreck.;FALSK;FALSK;FALSK;FALSK;FALSK;;Copper ingots.;;;;;
7475;0;Antheor;43;Western Mediterranean;France;;0;0;;;Unknwon;;C15th-16th AD;1400;1600;0;0;0;;;Demians d'Archimbaud, 1972, 13.;A wreck with glazed ware discovered before 1960 in inknown circumstances.;FALSK;FALSK;FALSK;FALSK;FALSK;;Glazed ware similar to that of the wreck Ajaccio.;;;;;
7478;0;Anzio;46;;Italy;;0;0;;;Unknown;;Unknown;;;0;0;0;;;Gianfrotta and Pomey 1981, 222.;A cargo of tufa blocks has been summarily reported.;FALSK;FALSK;FALSK;FALSK;FALSK;;Tufa blocks, presumably ancient.;;;;;
7481;0;Aragnon;49;Western Mediterranean;France;;0;0;;;Very shallow;Roman Imperial;1st half C 1st AD;1;50;0;0;0;;;"Carraze, 1970e and 1976a, 71-2, fig.5; Pomey et al, 1989, 25-6.";;SAND;FALSK;FALSK;FALSK;FALSK;;;;A flat-bottomed amphora and a large jug were also found, presumably not part of the cargo.;;;
7483;0;Ardenza;51;;;;0;0;;;;;;25;75;0;0;0;;;Etienne & Mayet 2000, 238 no 6;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7484;0;Is Arenas;52;;;;0;0;;;;;;-400;-100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7485;0;Arenella;53;;;;0;0;;;;;;1000;1500;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7487;0;Argentario;55;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7488;0;Arles-Rhone;56;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7490;0;Arwad A;58;;;;0;0;;;;;;-600;-300;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7491;0;Arwad B;59;;;;0;0;;;;;;500;700;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7493;0;Ashkelon;61;;;;0;0;;;;;Unknown;;;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7495;0;Averno A;64;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7496;0;Averno B;65;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7497;0;Averno C;66;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7498;0;Averno D;67;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7501;0;Ayios Ioannis Theologos;70;;;;0;0;;;;;;1000;1100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7502;0;Ayios Stephanos;71;;Greece;;0;0;;;;;;525;675;0;0;0;;;;Mound of amphorae measuring 24 x 12m.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7503;0;Ayitasi Burnu;72;;;;0;0;;;;;;-400;-300;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7504;0;Bacoli A;73;;;;0;0;;;;;;-50;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7505;0;Bacoli B;74;;;;0;0;;;;;;100;200;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7506;0;Bacoli C;75;;;;0;0;;;;;;-500;-300;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7508;0;Bagaud B;77;Western Mediterranean;France;Var;43,01286;6,35868;18;18;18m;Roman Republic;late C2nd BC;-110;-100;0;0;0;;;;A cargo of small tin and iron ingots weighing 2-3kg each;FALSK;FALSK;FALSK;FALSK;FALSK;;Tin and iron ingots, some marked. According to one round inscription, the merchants were Celts, specifically Hypocelts who were assembled by a Greek named Heracleides for the coomercial exploration of tin.;;;;;
7509;0;Bagaud C;78;Western Mediterranean;France;Var;43,005;6,35936;17;20;20;Roman Imperial;mid C1st-2nd AD;50;200;0;0;0;;;"L. Long and G. Volpe, Bilan Scientifique 1997, 73-74;  Bilan Scientifique 1998, 45-46; Bilan Scientifique 1999, 63-64";A cargo of Gauloise 4 amphorae first discovered in the 1960s and recently re-examined. Although only several amphorae have been found, they probably numbered several hundred originally.;SAND;FALSK;FALSK;FALSK;FALSK;;;;A few fragments of ceramics including a cup, Hayes 196, and a pot Hayes 197. A terracotta pipe may be left over from a previous load, possibly belonging to a heating system.;;;
7510;0;Baia di Gadir;79;;;;0;0;;;;;;-150;50;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7511;0;Baie de l'Amitie;80;;;;0;0;;;;;;50;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7512;0;Bajo de Dentro;81;;;;0;0;;;;;;-100;-1;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7513;0;Bajo de la Barra;82;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7514;0;Bajo de la Campana A;83;;;;0;0;;;;;;-500;-400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7515;0;Bajo de la Campana B;84;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7516;0;Balise du Pretre A;85;;;;0;0;;;;;;-200;-140;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7517;0;Balise du Pretre B;86;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7518;0;Balise du Pretre C;87;;;;0;0;;;;;;290;340;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7519;0;Bandol;88;;;;0;0;;;;;;-200;-140;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7520;0;Baratti;89;;;;0;0;;;;;;-150;-25;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7522;0;Barbate;91;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7523;0;Bari;92;;;;0;0;;;;;Unknown;;;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7524;0;Basiluzzo;93;;;;0;0;;;;;;1000;1500;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7525;0;Baska;94;;;;0;0;;;;;;-100;-1;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7526;0;La Basse du Verhuge;95;;;;0;0;;;;;;-140;-130;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
7527;0;Les Basses du Can;96;Western Mediterranean;France;Var;43,24838;6,69445;80;87;87m;Roman Republic;second half C2nd BC;-150;-100;0;0;0;;;;An area 80 x 90m was assessed by a single-seat submarine in 1987.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
