,,,Raw Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.97_212.1136m/z,212.1135646,1.9696,0,0,0,2.949408111,1.222740329,4.204161744,3.179534396,5.11538467,1.755189054,4.970267433,4.864421413,2.046717789,4.364099456,7.421224595,8.313796514,2.7191873,5.847305956,4.043413194,4.42633782,3.08185691,4.648839448,106.0036236,120.9369417,97.49379808,110.5981004,106.3210277,103.4431409,110.1233431,95.10434477,112.1597886
2.84_164.0713m/z,164.0712841,2.837866667,0,0,0,84.59878606,92.73160987,98.12159189,97.61320734,95.00946443,88.51808427,87.50455753,80.85933886,93.01630085,88.58301313,93.83339756,90.53021543,85.9871595,77.89909346,83.04626472,76.01933538,77.76027642,78.42434916,92.44372069,97.2810058,91.96176887,102.2827836,106.083791,106.8968091,108.5619094,96.72478784,96.76540857
2.78_284.1974m/z,284.197386,2.780433333,0,0,0,78.17399347,74.22822368,88.00357826,80.44680902,89.8281852,86.22913739,67.03720885,77.25926258,89.50642932,102.6802928,104.138487,94.524317,101.5532154,106.2585779,91.65565057,80.13981716,95.35010498,84.55405297,3.562799368,0,3.237108008,2.651276894,3.033536203,0.610332754,1.919831051,1.488119793,4.103099351
3.10_576.2078m/z,576.207823,3.100933333,0,0,0,0,0,0,0,2.193450868,0,0,1.576751709,0,119.980299,110.9935366,97.01864171,98.21153962,91.02763786,101.3602806,81.94085717,81.25512734,78.56738293,0,0,0,0,0,0,0,0,0
0.72_828.8099m/z,828.8099351,0.724216667,0,0,0,99.95927129,87.29083755,84.09763893,93.36537049,81.76907875,80.42566256,101.6156868,102.4924165,82.42652656,79.61622096,96.77097945,98.72719806,82.53417595,94.99322524,90.34296366,87.06633483,98.0159666,96.7644982,49.3931588,52.70084273,52.58778338,56.152394,51.3047192,59.66078878,52.93232384,57.60065805,37.04397782
4.37_387.1081m/z,387.1081336,4.3739,0,0,0,64.15119497,64.9782687,62.11576011,48.6526676,35.91644801,47.90909882,66.2167582,61.89235526,62.34634744,101.790868,105.7947459,96.42310559,101.1508831,114.0532454,108.9165381,79.61770895,73.51510422,77.07432807,0,0,0,0,0,0,0,0,0
2.02_388.1974m/z,388.1973882,2.019583333,0,0,0,26.95507812,17.65936643,24.25704887,28.60082259,24.75141883,30.3257823,8.048950195,12.79533431,16.54233885,14.92934845,20.92150641,19.79365717,18.72532722,15.79007715,20.77498507,11.75469971,21.65991848,15.21487528,108.5438417,111.2489312,96.10360533,110.9018557,111.8283065,89.89608321,115.2240801,107.717328,97.52598512
0.80_352.1546m/z,352.1546358,0.795633333,0,0,0,75.23546491,69.61032093,76.02954385,37.18265023,35.21742402,38.30560575,51.96408346,50.06878816,63.14339949,103.0419169,101.0440744,82.05387021,94.13294533,90.27733692,97.27240694,96.97282811,89.15176875,98.42665052,0.704826305,0,0,0.833326374,0,0,0,0,0
3.46_526.1338m/z,526.1337686,3.463716667,0,0,0,89.60098243,81.80309831,81.62661086,100.6968576,87.23807348,95.60291357,89.09349146,86.24314667,92.28487911,12.53201294,10.92649724,18.70640446,21.08368401,28.6067128,17.7767342,17.78436089,12.18626507,9.704083465,0,0,0,0,0,0,0,0,0
1.95_201.1458m/z,201.1458192,1.948166667,0,0,0,0,0,0,0.886716735,0,0,0,1.461939404,0,3.276939392,0,1.216546351,1.483782613,4.232847565,0,2.047138934,0,0,102.9428024,94.9009157,112.9606849,98.40887198,97.31090166,109.8037725,119.5254976,101.7692217,102.8758385
2.74_493.1993m/z,493.1993163,2.744733333,0,0,0,33.36336252,35.7176717,34.42092896,27.99912459,20.82860958,28.72658371,31.57628652,30.17492664,34.49788999,51.40898847,45.13993884,47.29822516,40.28198891,58.34242368,52.83706811,54.54081484,30.50204484,44.25913371,99.1949434,99.6599998,99.24590174,103.4389219,114.7630371,116.5362857,95.13979536,112.036174,98.77324976
2.35_552.2668m/z,552.2667863,2.353816667,0,0,0,0,0.558972573,0,0,0,0,0,0,0,2.011125033,1.718353271,0,0,0,2.014709473,2.185424805,1.990905762,0,114.4557423,107.931791,94.55524354,110.0360259,110.1731789,101.325919,88.44102341,105.0287103,108.0398247
0.61_188.6307m/z,188.6307216,0.610666667,0,0,0,1.109354404,0,0.898462659,5.769495693,0.317487345,1.545028687,0,1.743103027,2.188082871,0.322411699,0.595978612,0,1.101595235,0,0.499503402,0,0,0.756534288,101.9790043,90.99682896,101.6080416,117.3375946,120.6678259,107.5441154,109.3481436,93.37497964,94.58018238
0.77_645.0735m/z,645.0735251,0.7742,0,0,0,57.04969947,66.88079467,65.40658589,44.42323829,45.55260248,45.47091185,66.63290756,60.59899902,63.83673072,99.50219798,88.4027444,79.234219,102.4030752,108.6077098,89.96856772,92.10599615,85.29343606,95.6115126,7.206512451,9.644775152,7.536308124,8.478486845,12.44986339,12.55238132,11.35810207,8.702727706,7.321092579
0.77_652.2307m/z,652.2306669,0.767066667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.238014673,0,0,0,0,0,0,0,113.0786439,102.6117786,102.0521228,115.3210876,96.9699288,105.4175495,107.157205,94.13361574,99.10627051
0.75_256.8217m/z,256.821728,0.752783333,0,0,0,42.93229675,45.40798974,42.24299947,27.37614441,28.97392321,26.83528179,62.00514221,54.78428401,52.11378698,96.48135376,97.76603031,96.73576115,99.85564964,93.15934111,90.93463254,86.87875856,84.641194,91.48609064,0,0,0,2.148971558,0,0,0,0,0
3.63_487.1444m/z,487.1444411,3.62725,0,0,0,0,0,0,0,0,0,0,0,0,100.8498622,100.2878388,95.21210241,91.68106871,109.8167114,107.8673677,84.24874962,60.92738102,86.13554438,0,0,0,0,0,0,0,0,0
2.99_840.3681m/z,840.3681193,2.994266667,0,0,0,81.43078744,105.0042853,124.6292263,120.2578946,133.7116746,137.3007909,18.66664069,40.98782349,36.40618015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67_309.1674m/z,309.1673986,0.667783333,0,0,0,27.46897888,27.33296216,23.69705499,41.32546997,45.79726627,40.42620909,33.68060933,27.62686181,34.41083841,5.850014493,6.983963013,5.875289917,7.573944092,8.085021237,6.12416372,8.038742065,4.026656985,6.972155212,92.08607571,101.7104335,96.67345474,117.2555357,108.1725902,117.7295127,91.20457995,102.8541651,98.64636015
0.77_883.0940m/z,883.0939941,0.767066667,0,0,0,78.74206105,66.05694532,100.4975277,132.1802255,124.8973666,106.115165,68.26606907,60.39839431,53.04687923,0,0,0,0,0,0,0,0,0,3.251237228,9.295687782,9.118086156,5.13115038,4.694329715,4.717197537,4.000662818,7.906883405,4.08819182
1.17_515.1449m/z,515.1449202,1.1657,0,0,0,37.39468546,29.92076908,30.8217153,30.19208069,42.00967855,31.77630713,18.82832267,29.51239178,30.16836533,42.59926073,30.41645131,27.31257699,26.69265607,26.14836676,24.37780315,40.63134705,28.70764118,41.4865959,107.5760789,95.83021702,112.3594911,108.2726444,101.5722449,110.3454023,100.0643761,96.84390586,93.17769353
2.40_257.1519m/z,257.151875,2.396083333,0,0,0,34.27060897,43.56449999,31.96004109,46.79998823,32.50683322,44.37974729,34.36822889,33.04033707,34.50096321,87.4031564,81.84044283,82.23071146,56.20575369,72.49681941,70.74610184,74.36196878,61.87293116,81.55303911,106.8937263,109.890488,95.66926078,105.3567367,112.108056,94.14951812,102.063949,95.95222154,102.9158601
2.55_271.1766m/z,271.1766398,2.552633333,0,0,0,78.01611672,89.3494328,92.52075237,84.63859238,79.55470363,80.71410313,76.18678248,78.74621558,75.64602637,58.87864077,68.66394712,62.75486334,55.52581425,68.99161547,53.932994,52.97924127,61.98674011,59.89775949,96.98492579,94.17382026,79.24267317,99.93540989,106.8684531,112.649106,114.6184774,112.138412,98.587097
0.62_216.1416m/z,216.1415993,0.6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.56138194,103.5068207,97.39439244,99.61908686,100.6016008,107.2227448,102.3767899,102.4555544,109.1605035
4.12_115.0544m/z,115.0544046,4.118116667,0,0,0,29.2020217,34.42954152,33.00648352,15.5195619,16.80771908,15.17339433,14.83806184,13.32012698,22.6318216,106.5607105,95.97170939,100.0667526,82.21524003,82.22544669,77.11222441,95.18216884,88.21274327,99.22608114,0,0,0,0,0,0,0,0,0
0.81_1046.3687m/z,1046.368694,0.809916667,0,0,0,89.62389666,97.47825226,79.83147544,74.95735289,77.53199891,77.94183383,103.6648109,101.4516602,79.59593614,77.32664723,92.2815617,83.11062363,86.04524344,85.20648851,85.74704668,86.33821756,75.61679129,91.43314184,41.50032176,33.73915422,40.68493811,31.10437094,29.44433594,40.33477243,32.27593472,32.88451864,40.6232774
3.04_166.0762m/z,166.0761608,3.0364,0,0,0,82.4866228,88.98556516,94.10586745,80.8689653,89.64065456,90.01520358,88.46234234,80.19163354,85.1940798,82.51213634,84.26730024,85.89708309,78.33277097,76.9745591,93.03050046,82.18457562,81.58381651,84.71275818,93.46150023,93.39852195,93.17844309,92.64809059,99.50446403,89.54467141,100.2395802,95.63184186,95.82852504
0.71_922.8026m/z,922.802574,0.709933333,0,0,0,95.46772388,85.79785132,98.31468705,85.28666022,82.28122013,83.22347652,94.90102382,84.36785786,69.28848267,83.48158834,76.99688549,77.53667324,94.21275918,89.81180449,91.94004763,83.03610325,93.00017427,91.35843112,77.23348948,65.4611137,72.15723714,78.46868925,69.48215801,76.03303537,63.00210257,73.91207682,70.46891658
4.18_507.1055m/z,507.1055135,4.182383333,0,0,0,36.84506238,48.9490907,39.99524683,29.72117541,30.74891103,38.26696007,46.18804908,46.11319646,31.95570084,111.34343,94.73317191,96.2136109,94.13655132,91.94653456,73.66964164,87.42939078,76.19869704,95.2717061,0,0,0,0,0,0,0,0,0
2.07_200.0926m/z,200.0925975,2.068866667,0,0,0,73.68384303,79.11804527,80.69730774,83.16135418,90.25063317,101.53453,88.52346478,88.04090221,87.57722942,0,0.029927593,0,0,0,0,0.372715647,0,0,1.521863878,2.463424965,0.002097267,0.082873099,0.863946033,0,0.003096415,1.324156736,0
0.94_169.5334m/z,169.5334045,0.93775,0,0,0,55.29569076,59.73920429,62.64361303,135.2800364,130.3564847,132.2128926,70.92425483,58.89025903,63.93566895,0,0,0,0,0,0,2.139328063,0,0,12.74004352,7.531677246,10.2706604,13.77551258,13.67721125,11.04981995,10.27274323,18.30527484,9.984222472
0.90_745.3029m/z,745.302859,0.902033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.84228905,103.1172737,91.12860143,106.2931312,108.8821276,103.4576294,109.8873227,98.76836766,96.3235313
1.94_205.1207m/z,205.1206765,1.941033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.91409177,101.5711439,98.35616744,96.78520522,94.97482889,110.2681987,105.6800244,96.73481451,103.5023065
1.94_366.1786m/z,366.1786157,1.941033333,0,0,0,43.09668421,40.69001013,49.31735077,27.21345784,26.36384583,32.83418005,26.66747907,31.30058188,37.05475215,67.07772935,71.13224079,74.80181368,91.76138341,93.63278834,81.40647888,58.17797101,65.09668509,67.6242272,96.88977201,102.1710024,93.41763705,100.2618833,110.3164912,100.3798033,99.53191307,103.0700001,95.0398471
1.96_305.5188m/z,305.5188465,1.955316667,0,0,0,0,0,0,1.178816566,0,0,0,0,0,2.180467752,3.806100009,0,5.365472974,0,2.201154985,2.68636624,2.935536768,2.458541289,94.56840716,102.7942586,101.6557231,99.29358922,98.28383168,104.4087864,106.1877543,97.32914809,94.90970291
2.00_401.7108m/z,401.710847,1.998166667,0,0,0,0,0,0,0,0,0,0,0,0,45.11027551,47.31322103,46.20959496,37.22773743,27.52149975,34.53268445,48.79583501,39.7371366,33.95529163,111.7288594,93.35349485,95.76221244,96.71857081,90.87488274,95.94294853,115.2187375,92.81647192,103.0818466
4.15_1087.2813m/z,1087.281291,4.146683333,0,0,0,0,0,0,0,0,0,0,0,0,120.160155,92.43802669,75.88179962,92.74585088,88.16592291,93.00713661,81.73826786,91.25297768,67.92673861,0,0,0,0,0,0,0,0,0
1.36_191.0928m/z,191.0927893,1.36455,0,0,0,96.0775156,114.8695966,107.2389447,68.29193305,70.69695151,65.87193238,79.04651017,77.03227517,84.53990088,70.17048647,61.05540349,63.37057416,74.75740092,78.0656226,75.23893572,51.387797,54.55728123,56.45806323,0,0,0,0,0,0,0,0,0
1.21_231.1367m/z,231.1366552,1.20815,0,0,0,78.07333935,71.63049604,73.68453993,76.55511031,74.09715283,77.53786556,86.61678371,78.93057243,86.46216178,90.38597298,98.73614097,88.47844458,97.89788597,92.04974063,97.25634266,82.23115494,71.08604209,84.34005738,51.65814227,57.33379376,43.10980991,61.17880994,57.30063617,62.13449126,65.60411882,56.6781994,55.63577288
3.72_227.1760m/z,227.1759566,3.719383333,0,0,0,64.65634883,63.2788474,72.10412996,68.6149234,73.05289041,71.96980678,70.0475553,64.34682778,62.27506026,67.88063461,64.26826594,63.09152441,52.57247811,65.81499626,44.79921187,62.12664527,62.14751787,58.74639466,104.036884,89.13750601,89.49123778,92.47064571,105.5145321,103.4531721,103.857719,103.6092186,95.89181282
2.21_587.2923m/z,587.2922509,2.211,0,0,0,0,0,0,0,0,0,0,0,0,31.45879161,45.80651844,32.98809814,21.11665475,24.48058141,13.11358491,27.23491148,27.21101441,35.91235369,93.94207782,93.91155982,84.23010726,105.5414547,109.4344503,91.86758797,104.7171924,84.55727662,115.792945
1.81_124.5917m/z,124.5916704,1.8132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.43499538,92.06255546,95.28946524,101.4251519,102.1593621,103.1177129,100.8864578,93.63685958,109.5470285
0.73_218.9209m/z,218.9208823,0.73135,0,0,0,87.56590992,75.60058517,81.46322742,79.32652956,79.71585846,81.17578896,76.89310821,86.278562,79.50685824,89.87282695,92.8161993,96.44103241,84.7301178,81.84495354,88.56444359,82.93305969,89.23288059,83.93148804,43.32691956,42.44754076,43.18049622,44.13140649,44.88221693,45.73509965,44.50553894,43.90252389,44.47397518
0.62_207.1142m/z,207.1142302,0.62495,0,0,0,0,0,0,2.559425354,0,0.010902249,0.007485672,0.680084229,0.002461081,0,0,0,0,0,0,0,0,0,90.26653175,84.65780689,89.21433269,106.9242589,110.4833228,104.8971476,98.30154571,89.57303323,98.65954719
0.83_288.2030m/z,288.2030231,0.831333333,0,0,0,0.072029201,0.003718453,0.079594399,0,0.061913893,0.672490202,0.122507274,0.007049531,0.016500888,0.767422256,1.32622251,0.103692187,0.376569624,2.330056692,0,0.047756009,0.475999276,0.088162083,95.40141294,96.96425843,93.5295597,96.8588643,94.69611505,97.14843994,106.0814605,94.87024759,98.62232492
0.71_1076.7963m/z,1076.796267,0.709933333,0,0,0,91.74770085,72.57220459,87.16239449,72.14334447,80.02584163,71.94201601,90.34051502,92.63877479,86.97275644,68.21058393,73.594817,71.32489014,62.10058586,60.98815918,74.22594007,60.75514341,62.87639477,68.83791045,20.40702147,12.46150652,9.346862674,11.31622338,10.96531018,17.63517542,10.50762951,12.43365479,11.20874023
2.05_337.5263m/z,337.5262573,2.04745,0,0,0,0,0,0,0,0.951200305,0,0,0,0,1.993469298,0,2.159027159,1.826921659,2.459506689,1.296218872,0.964915662,3.516470475,2.223236203,96.50488504,107.9387523,103.6466159,97.10989541,106.5098411,86.7472526,105.9942305,76.0584261,97.45441593
1.21_227.1005m/z,227.1005125,1.20815,0,0,0,18.74174558,27.49930627,24.29535714,19.57796736,35.65310251,32.03928566,36.00650795,35.4962802,13.24745864,24.39910747,21.46903859,29.37897928,23.30364511,30.8515362,19.78140774,20.07175659,27.85145824,26.09885394,91.85164005,85.25248413,82.41991898,88.91954644,113.9234864,113.2549478,101.5329108,102.916013,91.07796627
1.50_225.0851m/z,225.0851092,1.500233333,0,0,0,38.88849019,45.65576608,48.2098527,53.49208607,51.66983953,50.33416488,54.30260846,61.74684506,58.26697437,101.0569607,95.12471948,91.82586946,76.67470129,86.03830202,83.34902029,85.57425553,77.89683891,88.61614238,0,0,0,0,0,0,0,0,0
0.75_1337.4173m/z,1337.417319,0.752783333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.3287327,75.6171998,108.4973008,101.0922264,92.76979236,106.098708,102.9641602,83.59797355,94.09981209
1.93_207.6399m/z,207.6398761,1.9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137208599,0,0,0,0,84.46862345,96.86368478,92.47775864,92.77755805,94.41322615,94.42035082,108.1791026,106.4566004,97.04208988
2.51_302.2070m/z,302.2070181,2.510483333,0,0,0,53.04849721,60.95081327,58.47670754,41.87799546,47.71525364,53.82965316,56.2294892,60.33063276,47.57680954,81.70720608,83.1484661,101.9334232,82.17292126,101.1050263,78.13104532,83.92641332,89.98622795,81.37108377,70.70913204,73.55536794,72.47456977,74.91965084,72.38416446,64.48956708,62.39787244,65.74712847,74.94654166
0.87_837.2958m/z,837.2957781,0.873483333,0,0,0,69.0103827,83.58159443,88.64600667,75.28966881,75.18487161,77.98601023,97.31623956,88.38370866,85.55099458,92.30465164,86.17116069,86.74217628,76.32531356,80.01189791,76.32482013,82.80728088,60.23261891,80.39196447,22.6923774,22.93842995,31.21326328,31.30329632,27.68114638,17.96847546,23.8358708,23.42752762,28.70717147
2.50_771.2984m/z,771.2984458,2.4962,0,0,0,97.16935771,92.63479513,96.22868425,47.08017634,51.02813721,58.23214734,86.7709984,106.8332725,104.7165896,75.33381997,73.78688347,73.09028336,100.8239214,110.2008456,91.57992506,84.10996501,67.92394107,60.88544185,0,0,0,0,0,0,0,0,0
0.70_395.0406m/z,395.0405774,0.69565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0424504,95.25476921,90.62365723,99.74656725,94.31246591,95.40337115,102.1660819,94.82209148,93.33015448
2.33_605.3030m/z,605.3030129,2.3324,0,0,0,0,0,0,0,0,0,0,0,0,2.227081536,0,0,0,0,0,0,0,0,87.43836861,119.0781998,96.85664804,86.42635922,83.88501,95.83262488,89.47589625,81.01022075,124.5394365
0.71_982.8021m/z,982.8021226,0.709933333,0,0,0,94.43595989,78.45245774,82.32580973,74.1214081,66.90815451,92.14957842,71.73202506,87.56912246,89.65807265,69.14396505,92.96883766,69.08363734,72.94717367,60.05376992,75.37518311,85.65481089,64.99949985,79.56138842,21.92028165,25.99961304,24.58635228,28.36681112,13.60138456,19.6218699,18.16160453,18.82973166,25.09935671
2.28_575.2938m/z,575.2937517,2.275266667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76129101,0,1.26164833,0.667769855,0,0,2.367441101,0,109.3894635,94.86197835,98.63384779,77.70511621,115.4034496,84.98165549,84.69245364,93.61555465,105.920283
0.94_293.5748m/z,293.5747812,0.93775,0,0,0,82.06613147,91.09400453,79.18928137,85.50598381,67.99228029,82.62353391,84.31119642,79.10353673,81.03076506,70.13799903,65.26743803,71.85418934,71.59930542,62.37938182,65.48216806,63.45378893,58.26264434,72.53714069,42.97185571,41.9822746,43.78872105,44.98080867,44.46425441,44.07430314,42.4858252,40.62452716,38.89060225
2.44_509.8809m/z,509.8808984,2.439083333,0,0,0,58.72894425,91.04040887,87.1026818,18.94549537,26.79979836,27.42978422,108.8496773,114.3328204,131.5142134,77.06702979,72.32612975,66.10716248,106.1260991,110.8216792,113.2436218,68.62630242,76.0963811,82.48162772,0,0,0,0,0,0,0,0,0
0.71_540.8879m/z,540.8879091,0.709933333,0,0,0,70.7359042,87.88043722,81.27031215,72.87991333,91.85059466,79.45004203,89.43867197,90.39324927,68.59951782,72.92406582,67.75181493,84.04447572,74.3861318,85.49802894,66.60929538,77.39692262,80.72256422,67.69842978,48.75133033,54.71990529,58.79318038,58.03289243,56.33736187,52.57648003,53.06023155,54.67165245,46.77158802
2.68_329.1532m/z,329.1532319,2.681166667,0,0,0,0,0,0,0,0,0,0,0,0,1.492446899,0,0,1.904374819,1.601379395,1.016014908,1.857561024,0,1.476145733,84.32413677,94.36280048,81.98487547,98.06141729,97.37139086,102.7612785,106.0082726,96.39548349,94.61834221
0.83_467.2129m/z,467.2129443,0.831333333,0,0,0,8.677474856,13.24095624,14.89338929,11.95901066,9.200022561,19.29254743,15.06408691,4.886032045,8.207839966,18.30228495,13.16514587,13.15621948,5.489425659,11.07515982,8.670931331,6.258178711,9.257995605,10.59279443,100.4690948,96.45694909,88.07060627,99.08996506,85.85556526,99.40585279,96.85253568,92.72051505,99.60617646
2.19_460.9207m/z,460.9206548,2.190283333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.31113067,100.8882157,79.9323361,105.5071365,92.46192432,95.89648339,97.03343877,98.7895308,98.02356221
2.10_180.1370m/z,180.1369974,2.097433333,0,0,0,1.17283954,0.907168942,1.044337454,0.939863465,0.890921277,0.522870436,0.717107945,0.872169578,0.48314712,0.85677959,0.695319856,0.77975619,0.762849498,1.048992415,1.025063434,0.631750336,0.75185563,0.747577314,91.32777555,88.87465538,100.7703881,90.44179034,99.97881539,97.43879726,93.90421659,93.9899601,99.25082682
0.83_500.2236n,501.2308572,0.831333333,0,0,0,26.5631811,24.55169604,26.69643116,27.31768369,27.65510541,29.31056655,32.67236898,25.02601587,27.29589838,38.45834458,26.33752725,42.13879543,31.7763809,33.76783416,30.48434223,38.91732493,27.47624854,42.34579173,101.3984871,94.52525111,86.03733466,113.3935489,88.03512155,91.70425598,97.60429427,80.7084848,102.4093567
