DOID	DOTerm	p	p.adjust	geneRatio	bgRatio	cg
DOID:3369	Ewing sarcoma	0.22429417318290024	1	8/91	204/15106	596,9510,4852,2932,3480,3479,6648,7422
DOID:11383	cryptorchidism	0.2244038199235756	1	1/91	42/15106	2099
DOID:11724	limb-girdle muscular dystrophy	0.22441692563800753	1	1/91	43/15106	596
DOID:9849	Meniere's disease	0.2290891128329593	1	1/91	43/15106	4524
DOID:9460	uterine corpus cancer	0.2315887531725096	1	2/91	51/15106	2099,3480
DOID:2600	laryngeal carcinoma	0.23201079782835998	1	16/91	411/15106	596,4524,7167,3482,3481,3480,3479,6648,5328,3162,7422,2099,581,348,7124,836
DOID:2531	hematologic cancer	0.23271318664401314	1	48/91	3353/15106	7124,596,7422,945,4524,4137,4353,4846,3952,3077,3162,5649,3480,3553,836,627,3479,6648,581,43,2932,1565,8301,5819,3635,2,5336,267,1636,5468,7018,2099,351,1808,274,1965,3643,51741,5328,102,348,1471,3482,2023,341,2147,1191,6653
DOID:13564	aspergillosis	0.23377354554929408	1	1/91	46/15106	3553
DOID:0050904	salivary gland carcinoma	0.23378711489023252	1	1/91	47/15106	5468
DOID:8466	retinal degeneration	0.23466919499162686	1	20/91	560/15106	7422,10452,4524,6648,4846,348,351,1471,2,7124,10858,3553,7018,3480,1636,3162,3077,5468,51741,1200
DOID:5772	central nervous system hematologic cancer	0.23616868775624966	1	2/91	51/15106	596,4524
DOID:8866	actinic keratosis	0.23837588152114608	1	1/91	45/15106	596
DOID:12721	multiple epiphyseal dysplasia	0.2452741818382964	1	2/91	53/15106	5663,2099
DOID:12028	Conn's syndrome	0.24755199197559785	1	1/91	47/15106	3630
DOID:854	collagen disease	0.24980093766740397	1	2/91	55/15106	7124,4846
DOID:9835	refractive error	0.2518550595957676	1	3/91	185/15106	3480,3479,627
DOID:5940	malignant peripheral nerve sheath tumor	0.25211340736779986	1	1/91	49/15106	3480
DOID:1520	colon carcinoma	0.26666677107061787	1	9/91	374/15106	7124,7422,5819,3635,3553,836,2932,3162,581
DOID:421	hair disease	0.26808755436995546	1	7/91	112/15106	3480,3479,3952,4524,3553,836,5468
DOID:62	aortic valve disease	0.26843874429150627	1	7/91	135/15106	2147,1636,7124,3952,4524,7422,348
DOID:3910	lung adenocarcinoma	0.2769699266876653	1	19/91	1491/15106	10857,3481,3480,3479,5468,7422,1965,51741,3553,1191,6648,5328,3162,2099,348,596,7124,2932,7167
DOID:9637	stomatitis	0.2774386387732739	1	5/91	98/15106	7124,3479,3553,1636,4524
DOID:0050591	tooth agenesis	0.2788156361254459	1	1/91	54/15106	7124
DOID:585	nephrolithiasis	0.2788313166977042	1	1/91	55/15106	3553
DOID:526	human immunodeficiency virus infectious disease	0.28077582784022936	1	11/91	350/15106	3479,7124,3162,3952,2932,348,351,596,3553,6648,2099
DOID:0060056	hypersensitivity reaction disease	0.2825516754665246	1	15/91	259/15106	1636,7422,7124,581,54209,3127,1378,3553,5468,7018,3162,3479,4524,4846,1471
DOID:0001816	angiosarcoma	0.28750970480951665	1	1/91	56/15106	7422
DOID:870	neuropathy	0.28816791858419333	1	22/91	691/15106	7124,2099,4524,351,2147,1636,945,3553,54209,3952,267,4137,7422,348,4846,3479,627,4852,43,836,5621,3077
DOID:0060031	autoimmune disease of gastrointestinal tract	0.29990992550173334	1	22/91	776/15106	596,4846,498,1636,7124,3952,5468,2099,1565,3553,4524,3481,3479,4353,6648,3162,7422,102,348,1965,3077,627
DOID:3702	cervical adenocarcinoma	0.30458805092960206	1	1/91	60/15106	2099
DOID:5773	oral submucous fibrosis	0.30458805092960206	1	1/91	60/15106	7422
DOID:2340	craniosynostosis	0.30881097005224833	1	1/91	62/15106	3480
DOID:3382	liposarcoma	0.3184083278634786	1	2/91	67/15106	5468,7422
DOID:2256	osteochondrodysplasia	0.3202992535498175	1	3/91	215/15106	5663,2099,3479
DOID:169	neuroendocrine tumor	0.32127892407748293	1	1/91	65/15106	7422
DOID:2529	splenic disease	0.33071599257343354	1	2/91	78/15106	2147,3479
DOID:0060099	musculoskeletal system benign neoplasm	0.33327484050913925	1	8/91	181/15106	7124,2099,3479,945,7422,3481,1565,3553
DOID:1287	cardiovascular system disease	0.33366475024183706	1	59/91	3682/15106	1191,7422,3553,348,627,4846,3481,1565,3480,581,3162,2147,596,7124,4524,2023,1636,3952,3479,3630,801,1471,4852,7019,4353,5468,2099,102,5663,5664,6648,3077,2932,274,2,4137,5328,351,267,5621,6653,836,7018,23621,1392,3635,54209,7447,1139,9510,3643,4129,5649,341,590,6517,51741,43,1378
DOID:2566	corneal dystrophy	0.3387086972471568	1	2/91	80/15106	7018,1191
DOID:28	endocrine system disease	0.341241000279519	1	59/91	4561/15106	3481,1471,3630,3952,836,5621,3480,3479,7422,7019,1139,3553,2023,2041,6648,5328,351,7124,2932,596,4524,2147,2099,1200,2,3643,627,5468,1965,1191,341,55676,348,1636,5649,3482,4353,3077,7018,51741,3162,581,102,6517,5697,54209,4846,4137,5819,9510,43,3416,10857,5663,1392,1808,4852,1565,1718
DOID:18	urinary system disease	0.34675143639860184	1	56/91	3527/15106	7422,4353,1636,6648,596,4846,7124,3553,4524,836,2023,3162,3952,5468,581,1191,102,5328,3480,3479,1378,23607,1392,348,341,2099,5621,5336,1471,2932,3481,498,7019,7018,2041,351,3643,10857,627,5649,54209,3077,23237,1965,51741,1565,8633,9510,3482,4852,3630,2147,6517,5663,1718,590
DOID:0060116	sensory system cancer	0.3580499288308564	1	14/91	503/15106	7422,596,1471,1808,3480,102,1191,3553,4524,836,2023,627,3479,5468
DOID:8692	myeloid leukemia	0.37541571619306324	1	26/91	1520/15106	5468,7124,5819,3635,4524,3480,3479,4353,7422,8301,3952,4846,945,3553,3162,2099,581,351,596,1808,2932,1636,836,6648,274,1965
DOID:4961	bone marrow disease	0.38486325301481117	1	30/91	1222/15106	1471,4524,836,627,5649,3482,3480,3479,5468,7422,1965,51741,1565,945,3553,2023,6648,5328,3162,2099,341,102,596,7124,2932,4353,2147,1636,3077,3952
DOID:2473	opportunistic mycosis	0.39578071578367047	1	2/91	98/15106	7124,3553
DOID:0080577	polygenic disease	0.4067723690027918	1	2/91	110/15106	3952,1636
DOID:0080355	hepatobiliary system cancer	0.40734291815554935	1	54/91	3978/15106	3481,4353,3162,7422,2932,3630,3643,5468,54209,267,274,1965,1139,1191,8633,341,348,43,1200,10857,5649,5663,3077,3952,581,596,23385,5819,4524,627,1565,2023,2041,2099,9510,1636,836,3482,3480,3479,2147,7019,7018,1718,51741,4846,3553,6648,5328,102,7124,7167,4852,1378
DOID:1924	hypogonadism	0.4205500010043647	1	1/91	97/15106	4846
DOID:0080578	digenic disease	0.4445542062369263	1	2/91	110/15106	3952,1636
DOID:2914	immune system disease	0.4514157828570404	1	62/91	4065/15106	7124,3553,4524,627,3162,7422,3480,596,6648,5328,7018,102,2099,5819,3635,2,5336,581,267,4353,1191,274,5649,836,2932,945,6653,3952,2023,1965,3479,5468,51741,4846,1471,43,3481,348,351,2147,1636,54209,5621,4852,10858,3127,4137,23621,3077,590,7167,1565,1378,1139,1392,3643,8633,55676,498,3630,6517,341
DOID:1934	dysostosis	0.5225461645282014	1	2/91	149/15106	627,3480
DOID:607	paraplegia	0.5714814130826857	1	2/91	157/15106	3481,267
DOID:0111962	combined immunodeficiency	0.608754450978173	1	2/91	178/15106	7124,7422
DOID:3093	nervous system cancer	0.6345316535488563	1	49/91	2672/15106	7422,596,1471,1808,3480,102,1191,3553,4524,836,2023,627,3479,5468,4137,54209,2099,341,348,351,9510,2932,801,10857,10858,5621,5649,5663,3481,2147,7447,498,3952,51741,6648,5328,3162,581,7124,5819,5664,3482,3077,274,1718,4846,4852,23621,43
DOID:0040001	shrimp allergy	1	1	0/91	3/15106	
DOID:0040083	Chlamydia pneumonia	1	1	1/91	2/15106	5468
DOID:0040085	bacterial sepsis	1	1	0/91	6/15106	
DOID:0040086	Polyomavirus-associated nephropathy	1	1	0/91	1/15106	
DOID:0040090	autoimmune gastritis	1	1	2/91	10/15106	7124,3553
DOID:0040091	autoimmune pancreatitis	1	1	0/91	33/15106	
DOID:0040097	autoimmune vasculitis	1	1	0/91	2/15106	
DOID:0040099	livedoid vasculitis	1	1	2/91	4/15106	2147,4524
DOID:0050012	chikungunya	1	1	3/91	43/15106	23607,7124,3553
DOID:0050025	human granulocytic anaplasmosis	1	1	0/91	1/15106	
DOID:0050032	mineral metabolism disease	1	1	4/91	82/15106	4353,7422,5468,4846
DOID:0050052	Rocky Mountain spotted fever	1	1	0/91	1/15106	
DOID:0050073	invasive aspergillosis	1	1	0/91	18/15106	
DOID:0050083	Keshan disease	1	1	0/91	6/15106	
DOID:0050125	dengue shock syndrome	1	1	3/91	58/15106	7124,3480,3553
DOID:0050127	sinusitis	1	1	1/91	33/15106	54209
DOID:0050129	secretory diarrhea	1	1	0/91	3/15106	
DOID:0050130	osmotic diarrhea	1	1	0/91	1/15106	
DOID:0050132	inflammatory diarrhea	1	1	0/91	1/15106	
DOID:0050134	cutaneous mycosis	1	1	1/91	4/15106	348
DOID:0050136	systemic mycosis	1	1	4/91	119/15106	7124,3553,2099,7018
DOID:0050138	podoconiosis	1	1	0/91	1/15106	
DOID:0050140	acute diarrhea	1	1	0/91	6/15106	
DOID:0050144	Kartagener syndrome	1	1	0/91	6/15106	
DOID:0050152	aspiration pneumonia	1	1	0/91	2/15106	
DOID:0050157	cryptogenic organizing pneumonia	1	1	0/91	3/15106	
DOID:0050158	desquamative interstitial pneumonia	1	1	1/91	2/15106	627
DOID:0050161	lower respiratory tract disease	1	1	62/91	5059/15106	7124,4524,7422,4846,267,3553,627,1191,2,836,3480,2147,4353,4129,5468,3952,4852,1139,6648,5328,3162,7782,2099,581,348,596,1636,274,54209,2932,3630,3077,1471,43,1378,3479,3481,3127,1965,10857,51741,7167,3635,3643,4137,2023,9510,5649,3482,7447,57091,7019,945,102,1565,5621,5664,7018,5336,1808,6517,1392
DOID:0050167	autoimmune polyendocrine syndrome type 1	1	1	0/91	5/15106	
DOID:0050169	cutaneous lupus erythematosus	1	1	0/91	26/15106	
DOID:0050175	tick-borne encephalitis	1	1	0/91	30/15106	
DOID:0050185	erythema multiforme	1	1	1/91	6/15106	3553
DOID:0050201	nephropathia epidemica	1	1	0/91	1/15106	
DOID:0050214	Lambert-Eaton myasthenic syndrome	1	1	1/91	9/15106	7124
DOID:0050256	angiostrongyliasis	1	1	1/91	2/15106	5328
DOID:0050328	congenital hypothyroidism	1	1	1/91	30/15106	7124
DOID:0050332	enlarged vestibular aqueduct	1	1	0/91	6/15106	
DOID:0050335	bradyopsia	1	1	0/91	2/15106	
DOID:0050338	primary bacterial infectious disease	1	1	27/91	843/15106	7124,836,581,3553,801,3162,6648,1378,7019,348,4353,3479,1636,7422,3952,1471,3482,5468,54209,596,7018,3480,4846,5697,4524,2099,1565
DOID:0050419	complement factor I deficiency	1	1	0/91	1/15106	
DOID:0050424	familial adenomatous polyposis	1	1	2/91	29/15106	2099,3481
DOID:0050426	Stevens-Johnson syndrome	1	1	1/91	23/15106	7124
DOID:0050427	xeroderma pigmentosum	1	1	0/91	54/15106	
DOID:0050428	nonepidermolytic palmoplantar keratoderma	1	1	0/91	5/15106	
DOID:0050429	Hailey-Hailey disease	1	1	0/91	9/15106	
DOID:0050430	multiple endocrine neoplasia type 2A	1	1	0/91	8/15106	
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	1	1	1/91	32/15106	1636
DOID:0050432	Asperger syndrome	1	1	1/91	12/15106	4129
DOID:0050433	fatal familial insomnia	1	1	1/91	1/15106	5621
DOID:0050434	Andersen-Tawil syndrome	1	1	0/91	4/15106	
DOID:0050436	mulibrey nanism	1	1	0/91	4/15106	
DOID:0050437	Danon disease	1	1	0/91	4/15106	
DOID:0050438	Frasier syndrome	1	1	0/91	1/15106	
DOID:0050439	Usher syndrome	1	1	0/91	48/15106	
DOID:0050440	familial partial lipodystrophy	1	1	1/91	15/15106	5468
DOID:0050444	infantile Refsum disease	1	1	0/91	1/15106	
DOID:0050445	X-linked dominant hypophosphatemic rickets	1	1	0/91	6/15106	
DOID:0050448	white sponge nevus	1	1	0/91	2/15106	
DOID:0050449	pachyonychia congenita	1	1	0/91	8/15106	
DOID:0050450	Gitelman syndrome	1	1	0/91	1/15106	
DOID:0050451	Brugada syndrome	1	1	0/91	49/15106	
DOID:0050454	periventricular nodular heterotopia	1	1	0/91	6/15106	
DOID:0050457	Sertoli cell-only syndrome	1	1	1/91	26/15106	836
DOID:0050458	juvenile myelomonocytic leukemia	1	1	0/91	31/15106	
DOID:0050460	Wolf-Hirschhorn syndrome	1	1	0/91	4/15106	
DOID:0050461	aspartylglucosaminuria	1	1	0/91	1/15106	
DOID:0050463	campomelic dysplasia	1	1	0/91	3/15106	
DOID:0050464	Farber lipogranulomatosis	1	1	0/91	1/15106	
DOID:0050465	Muir-Torre syndrome	1	1	0/91	3/15106	
DOID:0050466	Loeys-Dietz syndrome	1	1	0/91	10/15106	
DOID:0050467	erythrokeratodermia variabilis	1	1	0/91	6/15106	
DOID:0050469	Costello syndrome	1	1	0/91	7/15106	
DOID:0050470	Donohue syndrome	1	1	1/91	3/15106	3643
DOID:0050471	Carney complex	1	1	0/91	3/15106	
DOID:0050472	monilethrix	1	1	0/91	4/15106	
DOID:0050473	Alstrom syndrome	1	1	0/91	3/15106	
DOID:0050474	Netherton syndrome	1	1	0/91	8/15106	
DOID:0050475	Weill-Marchesani syndrome	1	1	1/91	4/15106	7124
DOID:0050476	Barth syndrome	1	1	0/91	6/15106	
DOID:0050477	Liddle syndrome	1	1	0/91	4/15106	
DOID:0050489	multinodular goiter	1	1	0/91	13/15106	
DOID:0050495	exanthema subitum	1	1	0/91	1/15106	
DOID:0050515	paralytic poliomyelitis	1	1	0/91	1/15106	
DOID:0050523	adult T-cell leukemia/lymphoma	1	1	1/91	100/15106	596
DOID:0050524	maturity-onset diabetes of the young	1	1	9/91	101/15106	1471,1191,4852,7422,4353,1636,348,627,3630
DOID:0050534	congenital stationary night blindness	1	1	0/91	13/15106	
DOID:0050535	exudative vitreoretinopathy	1	1	0/91	21/15106	
DOID:0050537	posterior polar cataract	1	1	0/91	5/15106	
DOID:0050538	Charcot-Marie-Tooth disease type 1	1	1	0/91	12/15106	
DOID:0050539	Charcot-Marie-Tooth disease type 2	1	1	0/91	27/15106	
DOID:0050540	Charcot-Marie-Tooth disease type 3	1	1	0/91	3/15106	
DOID:0050541	Charcot-Marie-Tooth disease type 4	1	1	0/91	19/15106	
DOID:0050542	Charcot-Marie-Tooth disease type X	1	1	0/91	3/15106	
DOID:0050543	Charcot-Marie-Tooth disease intermediate type	1	1	0/91	2/15106	
DOID:0050544	hypermethioninemia	1	1	0/91	3/15106	
DOID:0050545	visceral heterotaxy	1	1	0/91	9/15106	
DOID:0050546	congenital adrenal insufficiency	1	1	0/91	2/15106	
DOID:0050547	familial medullary thyroid carcinoma	1	1	0/91	2/15106	
DOID:0050548	hereditary sensory neuropathy	1	1	1/91	22/15106	2099
DOID:0050553	proteasome-associated autoinflammatory syndrome 1	1	1	0/91	1/15106	
DOID:0050554	X-linked sideroblastic anemia with ataxia	1	1	0/91	1/15106	
DOID:0050557	congenital muscular dystrophy	1	1	0/91	36/15106	
DOID:0050558	Ullrich congenital muscular dystrophy	1	1	0/91	6/15106	
DOID:0050559	Fukuyama congenital muscular dystrophy	1	1	0/91	2/15106	
DOID:0050560	Walker-Warburg syndrome	1	1	0/91	9/15106	
DOID:0050561	Lennox-Gastaut syndrome	1	1	0/91	7/15106	
DOID:0050562	West syndrome	1	1	0/91	23/15106	
DOID:0050563	nonsyndromic deafness	1	1	1/91	104/15106	836
DOID:0050564	autosomal dominant nonsyndromic deafness	1	1	1/91	35/15106	836
DOID:0050565	autosomal recessive nonsyndromic deafness	1	1	0/91	40/15106	
DOID:0050566	X-linked nonsyndromic deafness	1	1	0/91	5/15106	
DOID:0050567	orofacial cleft	1	1	4/91	188/15106	596,5819,4524,7422
DOID:0050568	spondylocostal dysostosis	1	1	0/91	9/15106	
DOID:0050569	Seckel syndrome	1	1	0/91	17/15106	
DOID:0050570	congenital disorder of glycosylation type I	1	1	0/91	3/15106	
DOID:0050571	congenital disorder of glycosylation type II	1	1	0/91	6/15106	
DOID:0050572	cone-rod dystrophy	1	1	0/91	51/15106	
DOID:0050573	2-hydroxyglutaric aciduria	1	1	0/91	4/15106	
DOID:0050574	L-2-hydroxyglutaric aciduria	1	1	0/91	1/15106	
DOID:0050575	D-2-hydroxyglutaric aciduria	1	1	0/91	3/15106	
DOID:0050576	Senior-Loken syndrome	1	1	0/91	5/15106	
DOID:0050577	cranioectodermal dysplasia	1	1	0/91	5/15106	
DOID:0050578	occult macular dystrophy	1	1	0/91	1/15106	
DOID:0050580	hereditary lymphedema	1	1	0/91	4/15106	
DOID:0050581	brachydactyly	1	1	1/91	25/15106	627
DOID:0050585	congenital generalized lipodystrophy	1	1	1/91	8/15106	5468
DOID:0050587	trichotillomania	1	1	1/91	2/15106	627
DOID:0050590	severe congenital neutropenia	1	1	1/91	24/15106	596
DOID:0050592	asphyxiating thoracic dystrophy	1	1	0/91	13/15106	
DOID:0050593	primary congenital glaucoma	1	1	0/91	14/15106	
DOID:0050594	glycogen storage disease IX	1	1	0/91	1/15106	
DOID:0050596	taeniasis	1	1	0/91	10/15106	
DOID:0050597	intestinal schistosomiasis	1	1	1/91	12/15106	7124
DOID:0050598	extrapulmonary tuberculosis	1	1	4/91	38/15106	7124,1636,7422,3553
DOID:0050599	abdominal tuberculosis	1	1	0/91	7/15106	
DOID:0050600	ABCD syndrome	1	1	0/91	1/15106	
DOID:0050601	ADULT syndrome	1	1	0/91	2/15106	
DOID:0050602	triple-A syndrome	1	1	0/91	7/15106	
DOID:0050603	acheiropody	1	1	0/91	5/15106	
DOID:0050604	acrocapitofemoral dysplasia	1	1	0/91	1/15106	
DOID:0050605	acrodermatitis enteropathica	1	1	1/91	3/15106	7782
DOID:0050606	acrokeratosis verruciformis	1	1	0/91	1/15106	
DOID:0050608	Askin's tumor	1	1	0/91	1/15106	
DOID:0050619	paranasal sinus cancer	1	1	0/91	12/15106	
DOID:0050621	respiratory system benign neoplasm	1	1	0/91	27/15106	
DOID:0050625	biliary tract benign neoplasm	1	1	0/91	2/15106	
DOID:0050628	advanced sleep phase syndrome	1	1	0/91	1/15106	
DOID:0050629	Aicardi-Goutieres syndrome	1	1	0/91	9/15106	
DOID:0050630	Aland Island eye disease	1	1	0/91	1/15106	
DOID:0050631	Allan-Herndon-Dudley syndrome	1	1	0/91	1/15106	
DOID:0050632	oculocutaneous albinism	1	1	0/91	20/15106	
DOID:0050633	ocular albinism 1	1	1	0/91	9/15106	
DOID:0050634	alopecia universalis	1	1	0/91	3/15106	
DOID:0050635	alternating hemiplegia of childhood	1	1	0/91	13/15106	
DOID:0050637	Finnish type amyloidosis	1	1	0/91	2/15106	
DOID:0050638	transthyretin amyloidosis	1	1	3/91	10/15106	348,1191,351
DOID:0050642	hypochromic microcytic anemia	1	1	1/91	2/15106	7018
DOID:0050644	arterial calcification of infancy	1	1	0/91	2/15106	
DOID:0050645	arterial tortuosity syndrome	1	1	0/91	1/15106	
DOID:0050646	distal arthrogryposis	1	1	0/91	31/15106	
DOID:0050648	atelosteogenesis	1	1	0/91	1/15106	
DOID:0050649	atransferrinemia	1	1	1/91	1/15106	7018
DOID:0050650	familial atrial fibrillation	1	1	0/91	17/15106	
DOID:0050651	atrioventricular septal defect	1	1	1/91	7/15106	7422
DOID:0050654	Baller-Gerold syndrome	1	1	0/91	1/15106	
DOID:0050657	Bannayan-Riley-Ruvalcaba syndrome	1	1	0/91	1/15106	
DOID:0050659	biotin-responsive basal ganglia disease	1	1	0/91	1/15106	
DOID:0050661	vitelliform macular dystrophy	1	1	0/91	4/15106	
DOID:0050662	bestrophinopathy	1	1	0/91	1/15106	
DOID:0050663	Bethlem myopathy	1	1	0/91	3/15106	
DOID:0050664	Bietti crystalline corneoretinal dystrophy	1	1	0/91	1/15106	
DOID:0050665	fetal alcohol syndrome	1	1	0/91	2/15106	
DOID:0050667	alcohol-related neurodevelopmental disorder	1	1	0/91	1/15106	
DOID:0050669	spastic cerebral palsy	1	1	0/91	8/15106	
DOID:0050670	ataxic cerebral palsy	1	1	0/91	2/15106	
DOID:0050671	female breast cancer	1	1	0/91	16/15106	
DOID:0050672	dyskinetic cerebral palsy	1	1	0/91	2/15106	
DOID:0050676	Birt-Hogg-Dube syndrome	1	1	0/91	9/15106	
DOID:0050677	Bjornstad syndrome	1	1	1/91	22/15106	7124
DOID:0050678	Blau syndrome	1	1	2/91	5/15106	7422,3553
DOID:0050679	blue cone monochromacy	1	1	0/91	2/15106	
DOID:0050680	Boomerang dysplasia	1	1	0/91	1/15106	
DOID:0050681	Borjeson-Forssman-Lehmann syndrome	1	1	0/91	1/15106	
DOID:0050684	Bowen-Conradi syndrome	1	1	0/91	1/15106	
DOID:0050685	small cell carcinoma	1	1	0/91	44/15106	
DOID:0050686	organ system cancer	1	1	83/91	10433/15106	351,6648,5328,836,7422,2932,102,4524,5621,627,5663,3480,1191,581,596,43,7124,51741,2023,3479,1565,348,3481,2041,5468,2099,9510,4852,274,3482,3162,3077,3553,7019,3952,10857,23385,267,945,54209,1636,590,3630,3635,2,3643,4137,1965,8633,341,5649,5664,4353,1471,10347,801,2147,6517,7018,1718,4846,5336,1808,7167,10858,7447,498,5819,23621,1139,57091,1378,3416,1392,4129,7782,1200,55676,23237,6653,8301,23607,3127
DOID:0050687	cell type cancer	1	1	72/91	7634/15106	7124,7422,2099,3162,3553,596,3480,6648,5328,7018,102,2,801,4524,836,627,4353,51741,4846,2041,1191,581,351,2932,1636,6517,5468,7167,3952,3481,4137,7019,498,2023,341,1471,3643,10857,5649,3479,54209,3077,23237,1965,1565,8633,348,9510,5621,5663,43,1718,274,3482,267,4852,590,1200,5819,3635,1139,7447,57091,945,1378,2147,3630,23385,1808,26330,1392,10858
