Well: A1 - 80,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:09:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
2.15,7310.11,-72.49
2.78,5888.38,-72.31
3.59,4777.16,-71.98
4.64,3924.84,-71.94
5.99,3186.02,-71.57
7.74,2589.60,-71.10
10.00,2098.49,-70.57
12.92,1702.63,-69.91
16.68,1383.77,-69.07
21.54,1126.11,-68.00
27.83,917.80,-66.75
35.94,749.52,-65.23
46.42,614.86,-63.41
59.95,506.71,-61.17
77.43,420.75,-58.59
100.00,352.37,-55.52
129.15,298.60,-52.08
166.81,256.02,-48.37
215.44,222.52,-44.49
278.26,197.53,-40.65
359.38,177.09,-36.69
464.16,160.06,-33.04
599.48,147.33,-29.61
774.26,137.00,-26.57
1000.00,128.43,-23.87
1291.55,121.23,-21.35
1668.10,114.92,-19.17
2154.43,109.39,-17.16
2782.56,104.70,-15.19
3593.81,100.81,-13.31
4641.59,97.51,-11.50
5994.84,94.97,-9.87
7742.64,92.97,-8.42
10000.00,91.47,-7.12
12915.50,90.26,-6.04
16681.01,89.40,-5.04
21544.35,88.52,-4.23
27825.59,87.96,-3.59
35938.14,87.18,-3.13
46415.89,86.84,-2.81
59948.43,86.05,-2.34
77426.37,85.09,-1.90
100000.00,84.10,-1.27


Well: A4 - 20,000 HCMVEC
Spectrum: Run.33 measured at 24/07/2020 3:19:38 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13726.92,-73.07
1.29,11118.14,-73.01
1.67,9016.19,-72.39
2.15,7294.03,-72.48
2.78,5916.51,-72.11
3.59,4794.13,-71.95
4.64,3940.57,-71.91
5.99,3206.92,-71.51
7.74,2595.91,-71.28
10.00,2101.58,-70.72
12.92,1706.00,-69.96
16.68,1385.61,-69.12
21.54,1127.42,-68.10
27.83,917.68,-66.85
35.94,749.76,-65.37
46.42,614.58,-63.49
59.95,506.48,-61.24
77.43,420.32,-58.63
100.00,351.91,-55.60
129.15,298.00,-52.18
166.81,255.81,-48.43
215.44,222.25,-44.44
278.26,197.38,-40.60
359.38,176.69,-36.75
464.16,159.76,-33.07
599.48,147.00,-29.59
774.26,136.74,-26.51
1000.00,128.18,-23.89
1291.55,120.86,-21.39
1668.10,114.56,-19.20
2154.43,109.16,-17.12
2782.56,104.47,-15.19
3593.81,100.50,-13.31
4641.59,97.23,-11.50
5994.84,94.68,-9.87
7742.64,92.75,-8.37
10000.00,91.21,-7.12
12915.50,90.02,-6.03
16681.01,89.16,-5.05
21544.35,88.39,-4.25
27825.59,87.71,-3.63
35938.14,86.99,-3.18
46415.89,86.62,-2.83
59948.43,85.80,-2.36
77426.37,84.89,-1.91
100000.00,83.94,-1.22


Well: A4 - 20,000 HCMVEC
Spectrum: Run.37 measured at 24/07/2020 4:35:48 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13803.34,-73.25
1.29,11188.73,-73.04
1.67,9011.83,-72.58
2.15,7330.63,-72.59
2.78,5918.50,-72.23
3.59,4792.64,-72.03
4.64,3950.01,-71.98
5.99,3212.00,-71.49
7.74,2604.27,-71.27
10.00,2107.24,-70.63
12.92,1708.36,-69.97
16.68,1386.09,-69.25
21.54,1127.60,-68.19
27.83,918.50,-66.93
35.94,749.88,-65.38
46.42,614.86,-63.54
59.95,506.31,-61.26
77.43,420.17,-58.69
100.00,351.76,-55.63
129.15,297.77,-52.20
166.81,255.75,-48.44
215.44,222.15,-44.50
278.26,196.84,-40.64
359.38,176.48,-36.77
464.16,159.66,-33.09
599.48,146.96,-29.62
774.26,136.67,-26.51
1000.00,128.07,-23.85
1291.55,120.83,-21.40
1668.10,114.57,-19.21
2154.43,109.19,-17.11
2782.56,104.43,-15.15
3593.81,100.50,-13.28
4641.59,97.26,-11.52
5994.84,94.76,-9.90
7742.64,92.77,-8.38
10000.00,91.24,-7.11
12915.50,90.10,-6.06
16681.01,89.12,-5.08
21544.35,88.41,-4.27
27825.59,87.75,-3.65
35938.14,87.01,-3.23
46415.89,86.59,-2.89
59948.43,85.75,-2.47
77426.37,84.70,-1.95
100000.00,83.85,-1.29


Well: A4 - 20,000 HCMVEC
Spectrum: Run.41 measured at 24/07/2020 5:51:56 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13871.35,-73.19
1.29,11271.06,-72.85
1.67,9049.99,-72.86
2.15,7368.33,-72.65
2.78,5933.90,-72.52
3.59,4806.51,-72.11
4.64,3958.65,-72.09
5.99,3208.44,-71.92
7.74,2596.16,-71.36
10.00,2106.32,-70.80
12.92,1709.94,-70.07
16.68,1388.03,-69.23
21.54,1127.83,-68.26
27.83,918.93,-66.97
35.94,750.26,-65.48
46.42,614.96,-63.61
59.95,506.68,-61.38
77.43,420.15,-58.73
100.00,351.42,-55.71
129.15,297.65,-52.28
166.81,255.43,-48.45
215.44,222.22,-44.48
278.26,196.85,-40.68
359.38,176.49,-36.79
464.16,159.65,-33.02
599.48,146.92,-29.58
774.26,136.58,-26.54
1000.00,127.97,-23.87
1291.55,120.90,-21.33
1668.10,114.52,-19.24
2154.43,109.15,-17.11
2782.56,104.49,-15.18
3593.81,100.58,-13.26
4641.59,97.24,-11.51
5994.84,94.81,-9.88
7742.64,92.77,-8.43
10000.00,91.25,-7.15
12915.50,90.09,-6.07
16681.01,89.16,-5.11
21544.35,88.49,-4.36
27825.59,87.59,-3.81
35938.14,86.94,-3.26
46415.89,86.50,-2.92
59948.43,85.66,-2.54
77426.37,84.69,-2.08
100000.00,83.63,-1.57


Well: A4 - 20,000 HCMVEC
Spectrum: Run.45 measured at 24/07/2020 7:08:06 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13858.97,-73.06
1.29,11202.27,-72.51
1.67,9108.02,-72.72
2.15,7359.18,-72.43
2.78,5971.06,-72.45
3.59,4820.97,-72.10
4.64,3966.13,-72.10
5.99,3223.92,-71.95
7.74,2599.49,-71.40
10.00,2110.08,-70.85
12.92,1712.79,-70.02
16.68,1389.63,-69.29
21.54,1128.94,-68.33
27.83,919.50,-66.99
35.94,750.55,-65.52
46.42,615.04,-63.62
59.95,506.51,-61.41
77.43,419.94,-58.78
100.00,351.54,-55.74
129.15,297.48,-52.28
166.81,255.24,-48.49
215.44,221.82,-44.55
278.26,196.81,-40.73
359.38,176.33,-36.78
464.16,159.53,-33.08
599.48,146.92,-29.56
774.26,136.57,-26.48
1000.00,127.98,-23.74
1291.55,120.76,-21.31
1668.10,114.52,-19.15
2154.43,109.13,-17.11
2782.56,104.39,-15.15
3593.81,100.53,-13.24
4641.59,97.25,-11.50
5994.84,94.77,-9.88
7742.64,92.84,-8.40
10000.00,91.34,-7.16
12915.50,90.10,-6.08
16681.01,89.14,-5.12
21544.35,88.44,-4.36
27825.59,87.55,-3.81
35938.14,86.94,-3.30
46415.89,86.38,-2.97
59948.43,85.61,-2.57
77426.37,84.61,-2.04
100000.00,83.53,-1.43


Well: A4 - 20,000 HCMVEC
Spectrum: Run.49 measured at 24/07/2020 8:24:16 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13871.08,-73.30
1.29,11218.03,-73.09
1.67,9088.04,-72.57
2.15,7351.96,-72.67
2.78,5961.32,-72.25
3.59,4820.64,-72.09
4.64,3968.92,-72.15
5.99,3227.20,-71.73
7.74,2614.70,-71.43
10.00,2116.58,-70.73
12.92,1714.77,-70.09
16.68,1391.05,-69.34
21.54,1130.35,-68.35
27.83,920.13,-67.01
35.94,751.18,-65.56
46.42,615.67,-63.67
59.95,506.79,-61.43
77.43,420.23,-58.80
100.00,351.66,-55.68
129.15,297.67,-52.22
166.81,255.42,-48.40
215.44,221.93,-44.43
278.26,197.11,-40.64
359.38,176.75,-36.63
464.16,159.78,-32.97
599.48,147.07,-29.51
774.26,137.01,-26.38
1000.00,128.52,-23.69
1291.55,121.32,-21.26
1668.10,114.99,-19.05
2154.43,109.56,-17.04
2782.56,104.89,-15.08
3593.81,100.95,-13.23
4641.59,97.78,-11.51
5994.84,95.19,-9.84
7742.64,93.26,-8.40
10000.00,91.70,-7.21
12915.50,90.54,-6.12
16681.01,89.59,-5.15
21544.35,88.84,-4.40
27825.59,87.99,-3.89
35938.14,87.29,-3.42
46415.89,86.67,-3.00
59948.43,85.91,-2.70
77426.37,84.83,-2.21
100000.00,83.73,-1.63


Well: A4 - 20,000 HCMVEC
Spectrum: Run.53 measured at 24/07/2020 9:40:26 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13936.75,-73.05
1.29,11267.58,-72.61
1.67,9136.34,-72.93
2.15,7395.48,-72.51
2.78,5986.78,-72.59
3.59,4832.35,-72.24
4.64,3974.40,-72.22
5.99,3231.72,-72.03
7.74,2608.69,-71.36
10.00,2116.83,-70.85
12.92,1713.48,-70.25
16.68,1391.76,-69.38
21.54,1131.58,-68.28
27.83,920.58,-67.07
35.94,751.41,-65.51
46.42,615.63,-63.69
59.95,506.74,-61.46
77.43,420.09,-58.78
100.00,351.57,-55.70
129.15,297.49,-52.25
166.81,255.36,-48.42
215.44,222.00,-44.41
278.26,197.45,-40.53
359.38,176.67,-36.64
464.16,159.83,-32.90
599.48,147.07,-29.46
774.26,136.93,-26.41
1000.00,128.44,-23.65
1291.55,121.21,-21.26
1668.10,115.01,-19.06
2154.43,109.60,-17.02
2782.56,104.93,-15.10
3593.81,100.98,-13.24
4641.59,97.80,-11.47
5994.84,95.27,-9.82
7742.64,93.28,-8.40
10000.00,91.74,-7.26
12915.50,90.58,-6.16
16681.01,89.63,-5.23
21544.35,88.84,-4.47
27825.59,88.05,-3.99
35938.14,87.20,-3.46
46415.89,86.63,-3.14
59948.43,85.76,-2.76
77426.37,84.71,-2.27
100000.00,83.54,-1.78


Well: A4 - 20,000 HCMVEC
Spectrum: Run.57 measured at 24/07/2020 10:56:34 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13948.70,-73.16
1.29,11258.39,-72.68
1.67,9151.76,-72.81
2.15,7391.36,-72.56
2.78,6000.30,-72.48
3.59,4850.50,-72.22
4.64,3987.89,-72.18
5.99,3242.21,-71.95
7.74,2617.32,-71.49
10.00,2117.89,-70.96
12.92,1716.66,-70.27
16.68,1393.31,-69.36
21.54,1131.94,-68.41
27.83,921.07,-67.08
35.94,751.74,-65.56
46.42,615.91,-63.76
59.95,506.97,-61.49
77.43,420.34,-58.83
100.00,351.52,-55.76
129.15,297.54,-52.30
166.81,255.32,-48.43
215.44,222.12,-44.44
278.26,196.71,-40.66
359.38,176.51,-36.70
464.16,159.84,-32.94
599.48,147.12,-29.51
774.26,137.05,-26.39
1000.00,128.55,-23.70
1291.55,121.18,-21.30
1668.10,114.99,-19.04
2154.43,109.56,-17.04
2782.56,104.96,-15.09
3593.81,100.98,-13.23
4641.59,97.80,-11.48
5994.84,95.31,-9.89
7742.64,93.33,-8.48
10000.00,91.78,-7.26
12915.50,90.59,-6.21
16681.01,89.63,-5.32
21544.35,88.85,-4.57
27825.59,87.98,-4.02
35938.14,87.14,-3.57
46415.89,86.59,-3.29
59948.43,85.63,-2.83
77426.37,84.53,-2.44
100000.00,83.37,-1.88


Well: A4 - 20,000 HCMVEC
Spectrum: Run.61 measured at 24/07/2020 12:12:44 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13993.81,-73.44
1.29,11364.08,-73.22
1.67,9110.96,-72.85
2.15,7416.96,-72.84
2.78,5973.32,-72.60
3.59,4845.89,-72.42
4.64,3979.38,-72.32
5.99,3225.47,-71.99
7.74,2614.12,-71.54
10.00,2119.79,-70.97
12.92,1719.24,-70.31
16.68,1394.94,-69.43
21.54,1132.90,-68.41
27.83,921.87,-67.18
35.94,752.14,-65.69
46.42,616.18,-63.76
59.95,507.09,-61.52
77.43,420.34,-58.91
100.00,351.68,-55.77
129.15,297.58,-52.32
166.81,255.31,-48.43
215.44,221.91,-44.46
278.26,196.84,-40.63
359.38,176.53,-36.65
464.16,159.70,-32.94
599.48,147.13,-29.46
774.26,136.97,-26.36
1000.00,128.47,-23.67
1291.55,121.27,-21.28
1668.10,115.08,-19.10
2154.43,109.59,-17.00
2782.56,105.00,-15.07
3593.81,101.03,-13.21
4641.59,97.89,-11.50
5994.84,95.29,-9.86
7742.64,93.35,-8.51
10000.00,91.82,-7.31
12915.50,90.57,-6.23
16681.01,89.63,-5.32
21544.35,88.79,-4.62
27825.59,87.97,-4.09
35938.14,87.08,-3.68
46415.89,86.41,-3.27
59948.43,85.51,-2.96
77426.37,84.29,-2.43
100000.00,83.29,-1.83


Well: A4 - 20,000 HCMVEC
Spectrum: Run.65 measured at 24/07/2020 1:28:54 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13966.43,-73.34
1.29,11288.81,-73.21
1.67,9165.29,-72.71
2.15,7402.28,-72.80
2.78,6000.89,-72.39
3.59,4850.01,-72.24
4.64,4010.21,-72.14
5.99,3239.85,-72.01
7.74,2625.04,-71.61
10.00,2120.91,-71.01
12.92,1721.55,-70.24
16.68,1396.35,-69.51
21.54,1133.63,-68.49
27.83,922.57,-67.14
35.94,752.53,-65.67
46.42,616.27,-63.77
59.95,506.94,-61.50
77.43,420.45,-58.93
100.00,351.68,-55.79
129.15,297.55,-52.31
166.81,255.36,-48.48
215.44,221.85,-44.44
278.26,196.85,-40.63
359.38,176.66,-36.58
464.16,159.97,-32.87
599.48,147.14,-29.48
774.26,137.02,-26.41
1000.00,128.56,-23.69
1291.55,121.37,-21.17
1668.10,115.13,-19.05
2154.43,109.63,-17.02
2782.56,105.02,-15.11
3593.81,101.05,-13.20
4641.59,97.87,-11.51
5994.84,95.36,-9.84
7742.64,93.34,-8.50
10000.00,91.85,-7.35
12915.50,90.63,-6.23
16681.01,89.65,-5.37
21544.35,88.77,-4.62
27825.59,87.82,-4.17
35938.14,87.07,-3.75
46415.89,86.38,-3.38
59948.43,85.39,-2.96
77426.37,84.34,-2.53
100000.00,83.09,-1.95


Well: A4 - 20,000 HCMVEC
Spectrum: Run.69 measured at 24/07/2020 2:45:02 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14047.93,-73.49
1.29,11392.68,-73.24
1.67,9144.31,-72.98
2.15,7448.40,-72.86
2.78,5995.98,-72.66
3.59,4851.41,-72.41
4.64,3992.39,-72.39
5.99,3234.21,-72.11
7.74,2620.84,-71.56
10.00,2124.94,-71.04
12.92,1721.85,-70.34
16.68,1397.71,-69.43
21.54,1134.41,-68.51
27.83,922.99,-67.21
35.94,753.07,-65.73
46.42,616.58,-63.87
59.95,507.42,-61.57
77.43,420.57,-58.91
100.00,351.79,-55.82
129.15,297.58,-52.30
166.81,255.31,-48.47
215.44,221.92,-44.44
278.26,196.78,-40.60
359.38,176.61,-36.62
464.16,160.00,-32.84
599.48,147.23,-29.43
774.26,137.11,-26.40
1000.00,128.63,-23.66
1291.55,121.40,-21.19
1668.10,115.07,-19.09
2154.43,109.70,-17.02
2782.56,105.07,-15.05
3593.81,101.11,-13.25
4641.59,97.99,-11.49
5994.84,95.39,-9.83
7742.64,93.41,-8.48
10000.00,91.88,-7.31
12915.50,90.59,-6.27
16681.01,89.65,-5.42
21544.35,88.77,-4.72
27825.59,87.92,-4.22
35938.14,87.01,-3.80
46415.89,86.40,-3.46
59948.43,85.36,-3.10
77426.37,84.18,-2.60
100000.00,82.92,-2.05


Well: A4 - 20,000 HCMVEC
Spectrum: Run.73 measured at 24/07/2020 4:01:11 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14045.02,-73.53
1.29,11408.35,-73.37
1.67,9148.96,-72.84
2.15,7440.01,-72.91
2.78,5998.59,-72.56
3.59,4864.89,-72.41
4.64,4006.42,-72.27
5.99,3244.33,-71.89
7.74,2631.28,-71.58
10.00,2128.37,-70.96
12.92,1720.67,-70.47
16.68,1398.59,-69.47
21.54,1135.50,-68.51
27.83,923.41,-67.27
35.94,753.01,-65.72
46.42,616.70,-63.86
59.95,507.31,-61.67
77.43,420.68,-58.95
100.00,351.63,-55.82
129.15,297.50,-52.30
166.81,255.09,-48.49
215.44,221.77,-44.46
278.26,196.80,-40.65
359.38,176.69,-36.57
464.16,159.90,-32.89
599.48,147.17,-29.45
774.26,137.02,-26.41
1000.00,128.52,-23.72
1291.55,121.33,-21.27
1668.10,115.02,-19.09
2154.43,109.60,-17.03
2782.56,104.99,-15.09
3593.81,101.02,-13.26
4641.59,97.89,-11.50
5994.84,95.35,-9.88
7742.64,93.36,-8.56
10000.00,91.86,-7.40
12915.50,90.60,-6.33
16681.01,89.59,-5.45
21544.35,88.66,-4.75
27825.59,87.75,-4.32
35938.14,86.92,-3.84
46415.89,86.22,-3.54
59948.43,85.22,-3.21
77426.37,83.97,-2.68
100000.00,82.77,-2.18


Well: A4 - 20,000 HCMVEC
Spectrum: Run.77 measured at 24/07/2020 5:17:20 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14113.15,-73.45
1.29,11443.36,-73.04
1.67,9184.54,-73.16
2.15,7468.12,-72.86
2.78,6011.07,-72.76
3.59,4868.45,-72.44
4.64,4012.14,-72.38
5.99,3250.41,-72.09
7.74,2627.04,-71.56
10.00,2129.04,-71.08
12.92,1724.11,-70.43
16.68,1398.94,-69.57
21.54,1136.54,-68.45
27.83,924.55,-67.26
35.94,753.82,-65.77
46.42,617.08,-63.91
59.95,507.72,-61.61
77.43,420.63,-58.98
100.00,351.64,-55.80
129.15,297.76,-52.32
166.81,255.32,-48.49
215.44,221.91,-44.47
278.26,197.00,-40.60
359.38,176.67,-36.62
464.16,160.15,-32.84
599.48,147.26,-29.45
774.26,137.11,-26.39
1000.00,128.72,-23.63
1291.55,121.43,-21.25
1668.10,115.26,-19.04
2154.43,109.75,-17.07
2782.56,105.06,-15.14
3593.81,101.17,-13.25
4641.59,98.03,-11.52
5994.84,95.51,-9.95
7742.64,93.55,-8.59
10000.00,91.99,-7.40
12915.50,90.72,-6.41
16681.01,89.65,-5.54
21544.35,88.78,-4.86
27825.59,87.84,-4.41
35938.14,86.96,-3.99
46415.89,86.26,-3.77
59948.43,85.22,-3.33
77426.37,83.91,-2.84
100000.00,82.70,-2.27


Well: A4 - 20,000 HCMVEC
Spectrum: Run.81 measured at 24/07/2020 6:33:29 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14088.06,-73.23
1.29,11379.91,-72.84
1.67,9242.86,-73.00
2.15,7460.60,-72.67
2.78,6049.53,-72.73
3.59,4881.52,-72.36
4.64,4013.78,-72.40
5.99,3243.30,-72.35
7.74,2627.40,-71.59
10.00,2130.78,-71.09
12.92,1727.30,-70.38
16.68,1401.67,-69.45
21.54,1136.99,-68.55
27.83,924.40,-67.27
35.94,754.02,-65.75
46.42,617.21,-63.91
59.95,507.61,-61.62
77.43,420.72,-58.94
100.00,351.92,-55.85
129.15,297.47,-52.35
166.81,255.50,-48.45
215.44,221.87,-44.45
278.26,196.92,-40.54
359.38,176.87,-36.57
464.16,160.21,-32.88
599.48,147.33,-29.41
774.26,137.21,-26.34
1000.00,128.70,-23.71
1291.55,121.47,-21.28
1668.10,115.22,-19.07
2154.43,109.89,-17.00
2782.56,105.15,-15.06
3593.81,101.26,-13.27
4641.59,98.13,-11.51
5994.84,95.52,-9.96
7742.64,93.55,-8.60
10000.00,92.02,-7.43
12915.50,90.74,-6.45
16681.01,89.71,-5.58
21544.35,88.76,-4.90
27825.59,87.78,-4.49
35938.14,86.89,-4.09
46415.89,86.08,-3.73
59948.43,85.04,-3.39
77426.37,83.79,-2.88
100000.00,82.51,-2.35


Well: A4 - 20,000 HCMVEC
Spectrum: Run.85 measured at 24/07/2020 7:49:39 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14061.65,-73.44
1.29,11345.81,-73.14
1.67,9227.39,-72.82
2.15,7451.41,-72.81
2.78,6046.22,-72.47
3.59,4882.29,-72.38
4.64,4020.90,-72.35
5.99,3262.54,-72.14
7.74,2626.18,-71.83
10.00,2128.24,-71.22
12.92,1727.59,-70.41
16.68,1400.68,-69.63
21.54,1137.55,-68.53
27.83,925.00,-67.30
35.94,754.27,-65.79
46.42,617.52,-63.91
59.95,508.10,-61.61
77.43,420.75,-58.97
100.00,351.76,-55.88
129.15,297.73,-52.29
166.81,255.50,-48.45
215.44,222.15,-44.44
278.26,197.37,-40.58
359.38,176.71,-36.61
464.16,160.25,-32.84
599.48,147.45,-29.45
774.26,137.25,-26.41
1000.00,128.84,-23.67
1291.55,121.56,-21.30
1668.10,115.24,-19.08
2154.43,109.77,-17.05
2782.56,105.10,-15.14
3593.81,101.21,-13.28
4641.59,98.07,-11.58
5994.84,95.55,-9.99
7742.64,93.56,-8.63
10000.00,92.02,-7.47
12915.50,90.75,-6.52
16681.01,89.77,-5.62
21544.35,88.85,-4.94
27825.59,87.80,-4.59
35938.14,86.84,-4.15
46415.89,85.98,-3.79
59948.43,84.88,-3.43
77426.37,83.75,-2.98
100000.00,82.33,-2.51


Well: A4 - 20,000 HCMVEC
Spectrum: Run.89 measured at 24/07/2020 9:05:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14077.08,-73.45
1.29,11387.86,-73.38
1.67,9221.67,-72.76
2.15,7460.95,-72.85
2.78,6042.31,-72.52
3.59,4888.69,-72.47
4.64,4008.30,-72.44
5.99,3264.57,-72.03
7.74,2635.87,-71.76
10.00,2132.63,-71.22
12.92,1726.57,-70.50
16.68,1401.00,-69.68
21.54,1137.69,-68.65
27.83,925.24,-67.34
35.94,754.65,-65.81
46.42,617.67,-63.95
59.95,508.30,-61.66
77.43,421.01,-59.03
100.00,352.08,-55.88
129.15,297.87,-52.34
166.81,255.51,-48.52
215.44,222.39,-44.49
278.26,197.29,-40.62
359.38,176.69,-36.64
464.16,160.19,-32.88
599.48,147.38,-29.48
774.26,137.12,-26.43
1000.00,128.74,-23.77
1291.55,121.39,-21.36
1668.10,115.19,-19.10
2154.43,109.70,-17.07
2782.56,105.09,-15.16
3593.81,101.12,-13.33
4641.59,98.03,-11.59
5994.84,95.46,-9.97
7742.64,93.51,-8.66
10000.00,91.92,-7.49
12915.50,90.67,-6.50
16681.01,89.57,-5.67
21544.35,88.66,-5.03
27825.59,87.67,-4.58
35938.14,86.62,-4.12
46415.89,85.90,-3.89
59948.43,84.77,-3.55
77426.37,83.41,-2.99
100000.00,82.14,-2.56


Well: A4 - 20,000 HCMVEC
Spectrum: Run.93 measured at 24/07/2020 10:21:53 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14153.53,-73.35
1.29,11450.72,-72.83
1.67,9255.62,-73.12
2.15,7498.17,-72.80
2.78,6051.68,-72.85
3.59,4894.75,-72.53
4.64,4022.04,-72.50
5.99,3257.56,-72.30
7.74,2633.63,-71.70
10.00,2135.57,-71.13
12.92,1729.93,-70.47
16.68,1403.01,-69.60
21.54,1138.55,-68.60
27.83,925.81,-67.39
35.94,755.03,-65.85
46.42,617.86,-63.94
59.95,508.41,-61.66
77.43,421.03,-59.02
100.00,351.98,-55.88
129.15,297.90,-52.36
166.81,255.52,-48.52
215.44,222.16,-44.54
278.26,197.17,-40.60
359.38,176.79,-36.66
464.16,160.26,-32.97
599.48,147.34,-29.53
774.26,137.20,-26.43
1000.00,128.68,-23.78
1291.55,121.38,-21.37
1668.10,115.10,-19.23
2154.43,109.65,-17.11
2782.56,104.93,-15.22
3593.81,100.98,-13.30
4641.59,97.87,-11.57
5994.84,95.35,-10.03
7742.64,93.39,-8.68
10000.00,91.81,-7.57
12915.50,90.56,-6.55
16681.01,89.51,-5.73
21544.35,88.55,-5.09
27825.59,87.55,-4.64
35938.14,86.55,-4.27
46415.89,85.72,-3.98
59948.43,84.62,-3.59
77426.37,83.26,-3.02
100000.00,81.98,-2.65


Well: A4 - 20,000 HCMVEC
Spectrum: Run.97 measured at 24/07/2020 11:37:54 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14160.92,-73.62
1.29,11464.51,-73.37
1.67,9219.39,-73.00
2.15,7496.63,-73.03
2.78,6037.56,-72.66
3.59,4890.63,-72.48
4.64,4025.06,-72.48
5.99,3250.43,-72.18
7.74,2650.91,-71.56
10.00,2139.25,-71.05
12.92,1732.64,-70.44
16.68,1405.29,-69.60
21.54,1140.51,-68.56
27.83,927.19,-67.35
35.94,756.14,-65.76
46.42,619.01,-63.96
59.95,509.08,-61.62
77.43,421.88,-59.01
100.00,352.69,-55.91
129.15,298.30,-52.40
166.81,255.87,-48.53
215.44,222.56,-44.54
278.26,197.35,-40.69
359.38,176.93,-36.66
464.16,160.47,-32.91
599.48,147.72,-29.55
774.26,137.27,-26.48
1000.00,128.82,-23.82
1291.55,121.49,-21.35
1668.10,115.23,-19.19
2154.43,109.71,-17.05
2782.56,105.07,-15.15
3593.81,101.15,-13.35
4641.59,98.06,-11.59
5994.84,95.52,-9.99
7742.64,93.49,-8.70
10000.00,91.95,-7.53
12915.50,90.63,-6.56
16681.01,89.55,-5.77
21544.35,88.62,-5.12
27825.59,87.63,-4.66
35938.14,86.55,-4.35
46415.89,85.69,-3.99
59948.43,84.50,-3.72
77426.37,83.15,-3.14
100000.00,81.80,-2.68


Well: A4 - 20,000 HCMVEC
Spectrum: Run.101 measured at 25/07/2020 12:53:56 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14214.56,-73.44
1.29,11530.36,-72.99
1.67,9257.44,-73.20
2.15,7519.83,-72.86
2.78,6063.56,-72.88
3.59,4908.00,-72.53
4.64,4033.57,-72.52
5.99,3262.21,-72.25
7.74,2648.28,-71.58
10.00,2139.87,-71.14
12.92,1733.73,-70.48
16.68,1407.05,-69.58
21.54,1142.27,-68.64
27.83,928.95,-67.40
35.94,757.59,-65.76
46.42,619.94,-63.97
59.95,510.07,-61.71
77.43,422.87,-59.06
100.00,353.38,-55.89
129.15,298.92,-52.37
166.81,256.25,-48.55
215.44,222.69,-44.61
278.26,197.90,-40.56
359.38,177.30,-36.67
464.16,160.76,-32.98
599.48,147.96,-29.54
774.26,137.55,-26.51
1000.00,128.96,-23.77
1291.55,121.67,-21.41
1668.10,115.40,-19.13
2154.43,109.90,-17.12
2782.56,105.22,-15.19
3593.81,101.34,-13.35
4641.59,98.21,-11.61
5994.84,95.63,-10.07
7742.64,93.64,-8.73
10000.00,92.02,-7.66
12915.50,90.85,-6.66
16681.01,89.75,-5.84
21544.35,88.74,-5.24
27825.59,87.69,-4.80
35938.14,86.54,-4.45
46415.89,85.66,-4.14
59948.43,84.46,-3.76
77426.37,83.08,-3.28
100000.00,81.68,-2.85


Well: A4 - 20,000 HCMVEC
Spectrum: Run.105 measured at 25/07/2020 2:09:57 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14157.74,-73.45
1.29,11440.30,-73.37
1.67,9280.21,-72.84
2.15,7492.14,-72.88
2.78,6081.81,-72.54
3.59,4909.46,-72.39
4.64,4047.46,-72.28
5.99,3285.04,-72.02
7.74,2651.95,-71.75
10.00,2144.47,-71.15
12.92,1736.51,-70.46
16.68,1409.43,-69.60
21.54,1144.19,-68.58
27.83,930.82,-67.34
35.94,758.79,-65.76
46.42,621.21,-63.92
59.95,511.07,-61.61
77.43,423.57,-59.03
100.00,354.05,-55.87
129.15,299.72,-52.39
166.81,256.77,-48.51
215.44,223.27,-44.51
278.26,198.05,-40.71
359.38,177.79,-36.70
464.16,161.11,-32.94
599.48,148.18,-29.54
774.26,137.85,-26.47
1000.00,129.36,-23.78
1291.55,121.97,-21.37
1668.10,115.70,-19.12
2154.43,110.20,-17.07
2782.56,105.51,-15.12
3593.81,101.61,-13.36
