"id","species","geographic.origin","sex","status","birth","death","dam","dam.type","sire","sire.type","from.center","departure"
"49EEM","JAPANESE MACAQUE","Japan","f","Dead",1995-05-10,2000-12-11,"H3T6B","Genetic",,"Genetic","Yes",
"208ZA","JAPANESE MACAQUE","Japan","f","Dead",1995-07-19,2009-10-21,"5W3KN","Genetic",,"Genetic","Yes",
"SILN7","JAPANESE MACAQUE","Japan","u","Dead",1995-10-21,1995-10-22,,,,,"Yes",
"X3RI9","JAPANESE MACAQUE","Japan","u","Dead",1995-03-31,1995-05-22,,,,,"Yes",
"0GSQ7","JAPANESE MACAQUE","Japan","f","Dead",1996-04-30,1997-09-08,"7SL88","Observed",,,"Yes",
"M5FXT","JAPANESE MACAQUE","Japan","m","Dead",1996-04-27,1996-04-17,"XZ3JH","Observed",,,"Yes",
"MSXIN","JAPANESE MACAQUE","Japan","f","Dead",1996-05-10,1997-11-29,"YR5HD","Observed",,,"Yes",
"KVVWD","JAPANESE MACAQUE","Japan","m","Dead",1996-04-26,1996-05-24,"6PTFG","Observed",,,"Yes",
"DFA7Z","JAPANESE MACAQUE","Japan","m","Dead",1996-04-14,2010-08-10,"XJSRS","Observed",,,"Yes",
"3KRDF","JAPANESE MACAQUE","Japan","m","Dead",1996-06-08,1996-06-20,,,,,"Yes",
"K2GLY","JAPANESE MACAQUE","Japan","f","Dead",1996-06-08,1996-05-30,"1JZU5","Observed",,,"Yes",
"5QMKY","JAPANESE MACAQUE","Japan","u","Dead",1996-06-08,1996-05-14,,,,,"Yes",
"I7HI2","JAPANESE MACAQUE","Japan","m","Dead",1996-06-08,2002-11-01,"FZHEH","Observed",,,"Yes",
"GWK7Y","JAPANESE MACAQUE","Japan","f","Dead",1996-07-25,1996-07-19,"8A2XM","Observed",,,"Yes",
"7MQ9M","JAPANESE MACAQUE","Japan","f","Dead",1996-07-19,1996-08-04,"VXV14","Observed",,,"Yes",
"QZJQW","JAPANESE MACAQUE","Japan","m","Dead",1996-06-04,2013-12-08,"N5JJZ","Observed",,"Genetic","Yes",
"FGRNZ","JAPANESE MACAQUE","Japan","f","Dead",1996-05-06,1996-11-28,"AZYPL","Observed",,,"Yes",
"35Z1B","JAPANESE MACAQUE","Japan","f","Shipped",1996-05-15,,"6PN1M","Genetic",,"Genetic","Yes",1999-09-20
"2W7N7","JAPANESE MACAQUE","Japan","m","Dead",1996-07-15,1997-03-11,"RUSGQ","Observed",,,"Yes",
"XQTTM","JAPANESE MACAQUE","Japan","m","Shipped",1996-05-06,,"TM1VD","Genetic",,"Genetic","Yes",1999-11-11
"5BJ56","JAPANESE MACAQUE","Japan","f","Dead",1996-05-20,1996-08-31,"MIP2K","Observed",,,"Yes",
"NT2XP","JAPANESE MACAQUE","Japan","f","Dead",1996-05-23,2000-12-01,"QYRPK","Genetic",,,"Yes",
"Z5M96","JAPANESE MACAQUE","Japan","f","Shipped",1996-06-05,,"LSK5F","Provisional Genetic",,"Genetic","Yes",1999-10-01
"YFSUD","JAPANESE MACAQUE","Japan","m","Shipped",1996-07-24,,"J6V01","Observed",,,"Yes",1997-04-22
"YNSA3","JAPANESE MACAQUE","Japan","m","Dead",1996-08-24,2010-11-23,"V8F2J","Genetic",,"Genetic","Yes",
"9DBSI","JAPANESE MACAQUE","Japan","f","Dead",1996-08-10,2008-05-12,"VLIGE","Genetic",,"Genetic","Yes",
"E998E","JAPANESE MACAQUE","Japan","m","Shipped",1996-07-21,,"3XWKH","Observed",,,"Yes",1997-05-30
"41EPS","JAPANESE MACAQUE","Japan","m","Dead",1996-06-03,2004-12-30,"0IDTA","Genetic",,"Genetic","Yes",
"C9U9L","JAPANESE MACAQUE","Japan","m","Dead",1996-06-19,2001-03-17,"0W9BR","Genetic",,"Genetic","Yes",
"Y2PTY","JAPANESE MACAQUE","Japan","m","Shipped",1996-05-13,,,,,,"Yes",1999-09-20
"M3AF6","JAPANESE MACAQUE","Japan","m","Shipped",1996-03-21,,"PVK6K","Genetic",,"Genetic","Yes",1999-10-28
"MJX7Y","JAPANESE MACAQUE","Japan","m","Shipped",1996-06-28,,,,,,"Yes",1999-10-21
"4H1LV","JAPANESE MACAQUE","Japan","f","Dead",1996-05-18,1997-03-16,"TVC26","Observed",,,"Yes",
"E10KV","JAPANESE MACAQUE","Japan","m","Dead",1996-07-31,1997-01-07,"C8FMU","Observed",,,"Yes",
"7MWI0","JAPANESE MACAQUE","Japan","m","Dead",1996-05-24,2002-01-29,"20Q8K","Genetic",,,"Yes",
"6AF5H","JAPANESE MACAQUE","Japan","f","Dead",1996-06-30,2015-12-02,"R9XBE","Genetic",,,"Yes",
"BB9UJ","JAPANESE MACAQUE","Japan","m","Shipped",1996-06-29,,"NY64P","Genetic",,,"Yes",1999-10-27
"CWZA4","JAPANESE MACAQUE","Japan","f","Dead",1996-07-29,2000-03-06,"S0SLE","Genetic",,,"Yes",
"871RS","JAPANESE MACAQUE","Japan","m","Dead",1996-05-27,2000-08-10,"5XL1M","Observed",,,"Yes",
"ZLSKM","JAPANESE MACAQUE","Japan","f","Shipped",1996-08-17,,"1M66M","Genetic",,"Genetic","Yes",1999-11-02
"R57FE","JAPANESE MACAQUE","Japan","f","Alive",1996-07-27,,"5W3KN","Genetic",,"Genetic","Yes",
"2ZPV4","JAPANESE MACAQUE","Japan","f","Dead",1996-05-29,2000-01-17,"S8X4E","Genetic",,,"Yes",
"5APLS","JAPANESE MACAQUE","Japan","f","Shipped",1996-06-01,,"6GVCL","Genetic",,,"Yes",1999-10-22
"PZM49","JAPANESE MACAQUE","Japan","m","Shipped",1996-05-30,,"B8NPV","Observed",,,"Yes",1997-05-31
"DXPAC","JAPANESE MACAQUE","Japan","m","Shipped",1996-07-09,,"H3T6B","Observed",,,"Yes",1997-06-08
"E6P2B","JAPANESE MACAQUE","Japan","f","Dead",1996-08-04,2000-11-08,"H7FPX","Genetic",,"Genetic","Yes",
"0RBVH","JAPANESE MACAQUE","Japan","f","Shipped",1996-07-09,,"2JH5G","Genetic",,,"Yes",1999-11-08
"KVSPX","JAPANESE MACAQUE","Japan","f","Dead",1996-07-30,2000-12-27,"0V510","Genetic",,,"Yes",
"DIRF4","JAPANESE MACAQUE","Japan","m","Dead",1997-03-10,1997-03-05,"GHTM5","Observed",,,"Yes",
"ICIBY","JAPANESE MACAQUE","Japan","m","Dead",1997-04-03,2011-07-28,"BZ23F","Genetic",,"Genetic","Yes",
"RWXLK","JAPANESE MACAQUE","Japan","m","Alive",1997-04-12,,"JB2EC","Provisional Genetic",,"Genetic","Yes",
"0NFQD","JAPANESE MACAQUE","Japan","f","Alive",1997-05-24,,"XZ3JH","Genetic",,,"Yes",
"0QW7U","JAPANESE MACAQUE","Japan","f","Dead",1997-05-03,1998-01-10,"EWZKA","Observed",,,"Yes",
"AGLDT","JAPANESE MACAQUE","Japan","f","Dead",1997-04-28,2015-07-03,"7XL7F","Genetic",,"Provisional Genetic","Yes",
"YWJRH","JAPANESE MACAQUE","Japan","m","Dead",1997-06-07,1997-04-26,,"Genetic",,,"Yes",
"5DC1R","JAPANESE MACAQUE","Japan","u","Dead",1997-04-22,1997-05-24,,,,,"Yes",
"5W71V","JAPANESE MACAQUE","Japan","m","Dead",1997-06-15,1997-07-05,"LSK5F","Observed",,,"Yes",
"ZJDYG","JAPANESE MACAQUE","Japan","m","Dead",1997-06-30,1998-06-26,,,,,"Yes",
"NIWTJ","JAPANESE MACAQUE","Japan","m","Dead",1997-06-22,2010-01-26,"GAQE7","Observed",,,"Yes",
"BISYG","JAPANESE MACAQUE","Japan","m","Dead",1997-05-07,1997-10-12,,,,,"Yes",
"ADR07","JAPANESE MACAQUE","Japan","f","Dead",1997-08-19,1997-08-19,,,,,"Yes",
"GLXJY","JAPANESE MACAQUE","Japan","f","Dead",1997-05-26,1997-09-16,,,,,"Yes",
"8Y3F5","JAPANESE MACAQUE","Japan","f","Dead",1997-05-15,1997-10-16,"7SL88","Observed",,,"Yes",
"W34MM","JAPANESE MACAQUE","Japan","f","Dead",1997-04-29,2001-06-16,"YKHBQ","Genetic",,,"Yes",
"N5DP6","JAPANESE MACAQUE","Japan","m","Shipped",1997-06-12,,"S9X71","Genetic",,"Genetic","Yes",2000-01-03
"8B3JN","JAPANESE MACAQUE","Japan","m","Dead",1997-06-21,2017-01-30,"VXV14","Genetic",,"Genetic","Yes",
"HPJ1M","JAPANESE MACAQUE","Japan","m","Dead",1997-06-30,2006-03-09,"NY64P","Genetic",,"Genetic","Yes",
"8YQPM","JAPANESE MACAQUE","Japan","m","Shipped",1997-06-12,,"3SH4I","Observed",,,"Yes",1998-10-23
"7L39Q","JAPANESE MACAQUE","Japan","m","Dead",1997-06-06,2020-06-14,"YR5HD","Genetic",,"Genetic","Yes",
"X5B0R","JAPANESE MACAQUE","Japan","f","Dead",1997-06-18,2016-05-02,"6PN1M","Genetic",,"Genetic","Yes",
"C43ZD","JAPANESE MACAQUE","Japan","f","Dead",1997-04-18,2000-03-17,"PVK6K","Genetic",,"Genetic","Yes",
"VV1LY","JAPANESE MACAQUE","Japan","m","Shipped",1997-05-04,,"0IL7Q","Genetic",,"Genetic","Yes",1999-12-31
"AJ900","JAPANESE MACAQUE","Japan","m","Dead",1997-07-04,1999-01-30,"6GVCL","Observed",,,"Yes",
"BIC27","JAPANESE MACAQUE","Japan","m","Dead",1997-05-28,2014-06-08,"QSBRQ","Genetic",,,"Yes",
"5Y4ZY","JAPANESE MACAQUE","Japan","m","Dead",1997-07-13,2000-03-18,"8UY0R","Genetic",,,"Yes",
"980UU","JAPANESE MACAQUE","Japan","m","Shipped",1997-06-18,,"AW6AA","Observed",,,"Yes",1998-10-31
"SJEZN","JAPANESE MACAQUE","Japan","m","Shipped",1997-06-06,,"QB01E","Observed",,,"Yes",1998-10-06
"BSC8Y","JAPANESE MACAQUE","Japan","f","Dead",1997-06-19,2015-06-16,"1CZ0U","Genetic",,"Genetic","Yes",
"KW9XK","JAPANESE MACAQUE","Japan","m","Shipped",1997-05-29,,"6PTFG","Observed",,,"Yes",2000-01-03
"HRTHX","JAPANESE MACAQUE","Japan","m","Shipped",1997-05-04,,"GPCHV","Genetic",,"Genetic","Yes",1999-12-01
"PJ0QR","JAPANESE MACAQUE","Japan","f","Dead",1997-04-17,2000-01-07,"4XKHI","Genetic",,"Genetic","Yes",
"LCMKF","JAPANESE MACAQUE","Japan","m","Dead",1997-07-20,2000-04-19,"C8FMU","Genetic",,"Genetic","Yes",
"JB1WE","JAPANESE MACAQUE","Japan","f","Dead",1997-05-27,2012-01-27,"YM7K6","Genetic",,"Genetic","Yes",
"1227U","JAPANESE MACAQUE","Japan","f","Alive",1997-06-26,,"TVKEI","Genetic",,"Provisional Genetic","Yes",
"MWBVH","JAPANESE MACAQUE","Japan","f","Dead",1997-08-08,2000-04-24,"NF2NU","Genetic",,"Genetic","Yes",
"N6L6G","JAPANESE MACAQUE","Japan","m","Dead",1997-07-01,1999-01-19,"FZHEH","Observed",,,"Yes",
"JM4XJ","JAPANESE MACAQUE","Japan","m","Dead",1997-07-27,2006-03-28,"TVC26","Observed",,,"Yes",
"HSXMF","JAPANESE MACAQUE","Japan","f","Dead",1997-06-06,2002-09-21,"AZYPL","Genetic",,,"Yes",
"32Y0J","JAPANESE MACAQUE","Japan","f","Dead",1998-03-18,1998-03-28,,,,,"Yes",
"DB9N7","JAPANESE MACAQUE","Japan","m","Dead",1998-05-31,1998-07-15,,,,,"Yes",
"A4T6X","JAPANESE MACAQUE","Japan","m","Dead",1998-06-13,1998-06-11,,,,,"Yes",
"XIWL4","JAPANESE MACAQUE","Japan","m","Dead",1998-04-30,1998-07-21,,,,,"Yes",
"IMMZ6","JAPANESE MACAQUE","Japan","u","Dead",1998-06-09,1998-10-01,,,,,"Yes",
"PS5IZ","JAPANESE MACAQUE","Japan","m","Dead",1998-04-24,2018-03-03,"0IDTA","Genetic",,"Genetic","Yes",
"NBZ14","JAPANESE MACAQUE","Japan","f","Dead",1998-04-21,2015-05-17,,,,,"Yes",
"9PFS6","JAPANESE MACAQUE","Japan","f","Dead",1998-06-14,2000-02-07,"MIP2K","Genetic",,"Genetic","Yes",
"JLK8L","JAPANESE MACAQUE","Japan","m","Dead",1998-05-25,2000-02-16,"S8X4E","Genetic",,"Genetic","Yes",
"MX19T","JAPANESE MACAQUE","Japan","f","Dead",1998-05-05,2012-04-11,"B8NPV","Genetic",,"Genetic","Yes",
"F00R7","JAPANESE MACAQUE","Japan","m","Dead",1998-05-07,2000-02-05,"BZ23F","Genetic",,"Genetic","Yes",
"8Z8RT","JAPANESE MACAQUE","Japan","f","Dead",1998-06-26,2017-11-11,"YM7K6","Provisional Genetic",,"Genetic","Yes",
"Z04YM","JAPANESE MACAQUE","Japan","m","Dead",1998-05-07,2005-11-01,"DYZMS","Genetic",,,"Yes",
"B7BLE","JAPANESE MACAQUE","Japan","f","Dead",1998-06-26,2018-04-29,"ZVF95","Genetic",,"Genetic","Yes",
"J799R","JAPANESE MACAQUE","Japan","m","Dead",1998-06-02,2000-07-10,"C8FMU","Genetic",,"Genetic","Yes",
"AM56W","JAPANESE MACAQUE","Japan","f","Alive",1998-05-08,,"ZGP3A","Genetic",,,"Yes",
"F4R0D","JAPANESE MACAQUE","Japan","f","Dead",1998-05-17,1999-03-10,"3XWKH","Observed",,,"Yes",
"SK5S3","JAPANESE MACAQUE","Japan","f","Dead",1998-05-10,2013-05-12,"VLIGE","Genetic",,"Provisional Genetic","Yes",
"AYU9Q","JAPANESE MACAQUE","Japan","f","Dead",1998-05-31,2019-02-26,"TM1VD","Genetic",,"Genetic","Yes",
"I98M6","JAPANESE MACAQUE","Japan","m","Dead",1998-05-22,2020-05-19,"S2NP1","Genetic",,"Genetic","Yes",
"FW1ZR","JAPANESE MACAQUE","Japan","f","Dead",1998-06-22,2013-10-04,"NY64P","Genetic",,"Provisional Genetic","Yes",
"LCJ21","JAPANESE MACAQUE","Japan","f","Dead",1998-05-18,2011-03-05,"0V510","Genetic",,"Provisional Genetic","Yes",
"PE07K","JAPANESE MACAQUE","Japan","f","Dead",1998-05-06,2019-09-08,"HHDC7","Genetic",,"Genetic","Yes",
"ESEG6","JAPANESE MACAQUE","Japan","f","Dead",1998-05-27,2010-01-30,"Q24C5","Genetic",,"Genetic","Yes",
"D0XCL","JAPANESE MACAQUE","Japan","f","Alive",1998-05-26,,"4XKHI","Observed",,,"Yes",
"KP87H","JAPANESE MACAQUE","Japan","f","Dead",1998-06-16,2013-12-03,"CHMMS","Genetic",,"Genetic","Yes",
"2TG8B","JAPANESE MACAQUE","Japan","m","Dead",1998-05-23,2010-03-19,"LSK5F","Genetic",,"Genetic","Yes",
"QQFJ2","JAPANESE MACAQUE","Japan","f","Dead",1998-07-30,2009-09-22,"15VWP","Genetic",,"Genetic","Yes",
"9FBJK","JAPANESE MACAQUE","Japan","m","Dead",1998-05-14,2001-06-26,"JB2EC","Provisional Genetic",,"Genetic","Yes",
"8S5R8","JAPANESE MACAQUE","Japan","m","Dead",1998-06-09,2017-04-22,"20Q8K","Genetic",,,"Yes",
"84YBR","JAPANESE MACAQUE","Japan","f","Dead",1998-06-20,2009-11-01,"XJSRS","Observed",,,"Yes",
"9IVLF","JAPANESE MACAQUE","Japan","m","Dead",1998-09-25,2015-01-31,"7SL88","Genetic",,,"Yes",
"EGY4M","JAPANESE MACAQUE","Japan","f","Dead",1998-05-28,1998-11-05,,,,,"Yes",
"SXVDV","JAPANESE MACAQUE","Japan","m","Dead",1998-06-20,2002-10-18,"QB01E","Genetic",,"Genetic","Yes",
"Q0FEM","JAPANESE MACAQUE","Japan","f","Dead",1998-04-18,2014-08-04,,,,,"Yes",
"8ZHXJ","JAPANESE MACAQUE","Japan","f","Alive",1998-06-10,,,,,,"Yes",
"H99W8","JAPANESE MACAQUE","Japan","f","Dead",1998-05-30,2000-01-18,"0W9BR","Genetic",,"Provisional Genetic","Yes",
"Z2E22","JAPANESE MACAQUE","Japan","f","Dead",1998-05-27,2009-10-15,"7XL7F","Genetic",,,"Yes",
"NADE1","JAPANESE MACAQUE","Japan","f","Dead",1998-06-26,1999-09-19,"3SH4I","Observed",,"Genetic","Yes",
"2ECZW","JAPANESE MACAQUE","Japan","f","Dead",1998-05-07,2010-01-14,"X8LHZ","Genetic",,,"Yes",
"7EBGW","JAPANESE MACAQUE","Japan","f","Dead",1998-04-13,2013-10-05,"XZ3JH","Genetic",,"Genetic","Yes",
"9HVEB","JAPANESE MACAQUE","Japan","f","Dead",1998-06-30,2009-09-04,"S0SLE","Genetic",,"Genetic","Yes",
"FXX4V","JAPANESE MACAQUE","Japan","u","Dead",1998-05-23,1998-10-28,,,,,"Yes",
"BNJNG","JAPANESE MACAQUE","Japan","m","Dead",1999-03-19,1999-04-08,,,,,"Yes",
"7EX3A","JAPANESE MACAQUE","Japan","f","Dead",1999-04-27,1999-05-19,,,,,"Yes",
"5W3B8","JAPANESE MACAQUE","Japan","f","Dead",1999-05-01,1999-06-09,"WMEXU","Observed",,,"Yes",
"N1W2G","JAPANESE MACAQUE","Japan","m","Dead",1999-06-26,1999-06-29,,,,,"Yes",
"L260K","JAPANESE MACAQUE","Japan","u","Dead",1999-07-29,1999-06-27,,,,,"Yes",
"DXYU3","JAPANESE MACAQUE","Japan","f","Dead",1999-05-18,1999-07-03,,,,,"Yes",
"7SN42","JAPANESE MACAQUE","Japan","m","Dead",1999-04-09,1999-08-05,,,,,"Yes",
"F7N0Q","JAPANESE MACAQUE","Japan","m","Dead",1999-06-17,1999-09-14,,,,,"Yes",
"8NYRJ","JAPANESE MACAQUE","Japan","m","Dead",1999-06-21,1999-11-11,"LSK5F","Genetic",,"Genetic","Yes",
"1F1BS","JAPANESE MACAQUE","Japan","m","Dead",1999-06-01,2014-11-05,"QSBRQ","Provisional Genetic",,"Genetic","Yes",
"GA6Q8","JAPANESE MACAQUE","Japan","f","Dead",1999-05-19,2001-03-08,"GPCHV","Genetic",,"Genetic","Yes",
"R2Q3A","JAPANESE MACAQUE","Japan","f","Dead",1999-05-07,2015-11-02,"20Q8K","Genetic",,"Genetic","Yes",
"V1WHW","JAPANESE MACAQUE","Japan","f","Dead",1999-05-08,2015-06-15,"0IL7Q","Genetic",,"Genetic","Yes",
"CXPB3","JAPANESE MACAQUE","Japan","m","Dead",1999-05-30,2001-06-16,"PVK6K","Genetic",,"Genetic","Yes",
"2Z5JX","JAPANESE MACAQUE","Japan","m","Dead",1999-06-19,2005-02-24,"4XKHI","Provisional Genetic",,"Genetic","Yes",
"V0A7W","JAPANESE MACAQUE","Japan","f","Dead",1999-06-26,2001-05-23,,,,,"Yes",
"GCV9S","JAPANESE MACAQUE","Japan","f","Dead",1999-06-30,2015-02-05,"5W3KN","Genetic",,"Genetic","Yes",
"QP725","JAPANESE MACAQUE","Japan","f","Dead",1999-05-26,2014-05-14,"RL1BY","Genetic",,"Genetic","Yes",
"5F34L","JAPANESE MACAQUE","Japan","m","Dead",1999-05-30,2001-06-03,,,,,"Yes",
"WV7XW","JAPANESE MACAQUE","Japan","m","Dead",1999-05-17,2010-11-07,"JB2EC","Genetic",,"Genetic","Yes",
"QFTLH","JAPANESE MACAQUE","Japan","m","Dead",1999-06-09,2007-09-10,"YR5HD","Genetic",,"Genetic","Yes",
"XV1ZW","JAPANESE MACAQUE","Japan","m","Alive",1999-05-18,,"NY64P","Genetic",,"Genetic","Yes",
"3JX46","JAPANESE MACAQUE","Japan","f","Dead",1999-06-06,2013-11-05,"L1M67","Genetic",,"Genetic","Yes",
"ZKQYP","JAPANESE MACAQUE","Japan","f","Dead",1999-06-15,2000-03-17,"K262I","Genetic",,"Genetic","Yes",
"TC6G1","JAPANESE MACAQUE","Japan","m","Dead",1999-06-02,2000-03-12,"YKHBQ","Genetic",,"Genetic","Yes",
"WL2JP","JAPANESE MACAQUE","Japan","m","Dead",1999-06-20,2002-11-16,"DYZMS","Genetic",,"Genetic","Yes",
"W867P","JAPANESE MACAQUE","Japan","m","Dead",1999-05-31,2015-01-21,"AW6AA","Genetic",,"Genetic","Yes",
"JIIPE","JAPANESE MACAQUE","Japan","f","Dead",1999-06-15,2013-10-16,"Q24C5","Genetic",,,"Yes",
"XN4ZL","JAPANESE MACAQUE","Japan","f","Dead",1999-05-24,2014-11-13,"3XWKH","Genetic",,,"Yes",
"G7GMF","JAPANESE MACAQUE","Japan","m","Dead",1999-06-20,2009-11-13,"MIP2K","Genetic",,"Genetic","Yes",
"FBSJS","JAPANESE MACAQUE","Japan","f","Dead",1999-04-09,2013-11-25,"K8AYQ","Genetic",,"Genetic","Yes",
"HEB0Z","JAPANESE MACAQUE","Japan","f","Dead",1999-05-16,2001-04-12,"36CV0","Genetic",,,"Yes",
"HNXSR","JAPANESE MACAQUE","Japan","m","Dead",1999-06-28,2000-03-23,,,,,"Yes",
"HNI0G","JAPANESE MACAQUE","Japan","m","Dead",1999-06-13,2013-12-09,"S8X4E","Genetic",,,"Yes",
"T0QXA","JAPANESE MACAQUE","Japan","m","Dead",1998-09-07,2014-07-03,"J6V01","Genetic",,"Genetic","Yes",
"ENNMX","JAPANESE MACAQUE","Japan","m","Dead",1999-06-05,2001-05-31,,,,,"Yes",
"YH0PG","JAPANESE MACAQUE","Japan","m","Dead",1999-06-08,2001-06-08,"XZ3JH","Genetic",,"Genetic","Yes",
"EYN8K","JAPANESE MACAQUE","Japan","m","Dead",1999-06-28,2013-12-08,"QYRPK","Genetic",,"Provisional Genetic","Yes",
"RJQ9X","JAPANESE MACAQUE","Japan","m","Dead",1999-05-10,2017-01-14,"1CZ0U","Genetic",,"Genetic","Yes",
"X5K2J","JAPANESE MACAQUE","Japan","m","Dead",1999-05-11,2007-08-07,"D6681","Genetic",,"Genetic","Yes",
"H6CGN","JAPANESE MACAQUE","Japan","f","Dead",1999-05-02,2003-11-27,"7SL88","Genetic",,"Genetic","Yes",
"A5TGW","JAPANESE MACAQUE","Japan","f","Dead",1999-07-29,2000-03-22,"AG9QA","Genetic",,,"Yes",
"C1SL6","JAPANESE MACAQUE","Japan","f","Dead",1999-06-15,2014-12-22,"C8FMU","Genetic",,"Genetic","Yes",
"1925Q","JAPANESE MACAQUE","Japan","m","Dead",1999-06-26,2016-09-14,"QB01E","Genetic",,,"Yes",
"Z5M30","JAPANESE MACAQUE","Japan","f","Dead",1999-06-04,2016-05-12,"8UY0R","Genetic",,"Provisional Genetic","Yes",
"XJCDT","JAPANESE MACAQUE","Japan","m","Dead",1999-05-27,2008-02-16,"7XL7F","Genetic",,"Genetic","Yes",
"CCPFZ","JAPANESE MACAQUE","Japan","f","Dead",1999-06-29,2010-02-03,"VLIGE","Genetic",,"Genetic","Yes",
"KPEXN","JAPANESE MACAQUE","Japan","f","Dead",1999-05-13,2006-06-06,"NF2NU","Genetic",,"Provisional Genetic","Yes",
"JCEJW","JAPANESE MACAQUE","Japan","f","Dead",1999-07-24,1999-12-12,,,,,"Yes",
"YY1HJ","JAPANESE MACAQUE","Japan","f","Dead",1999-05-03,2013-11-05,"0V510","Genetic",,"Provisional Genetic","Yes",
"QLZWC","JAPANESE MACAQUE","Japan","m","Dead",1999-06-21,2000-03-16,,,,,"Yes",
"PLBN8","JAPANESE MACAQUE","Japan","m","Dead",1999-07-07,2001-06-30,,,,,"Yes",
"4478D","JAPANESE MACAQUE","Japan","u","Dead",2000-03-14,2000-02-15,"CWZA4","Observed",,,"Yes",
"CVVUR","JAPANESE MACAQUE","Japan","m","Dead",2000-05-17,2000-03-30,"6PN1M","Observed",,,"Yes",
"1QUTL","JAPANESE MACAQUE","Japan","f","Dead",2000-04-19,2000-04-21,,,,,"Yes",
"SUN7V","JAPANESE MACAQUE","Japan","m","Dead",2000-04-28,2008-09-04,"S0SLE","Genetic",,"Genetic","Yes",
"VXLWU","JAPANESE MACAQUE","Japan","f","Dead",2000-04-29,2009-04-15,"V8F2J","Genetic",,"Genetic","Yes",
"RGWPE","JAPANESE MACAQUE","Japan","f","Dead",2000-05-18,2000-06-12,"TM1VD","Observed",,,"Yes",
"70CIW","JAPANESE MACAQUE","Japan","f","Dead",2000-04-22,2010-06-22,"S2NP1","Genetic",,"Provisional Genetic","Yes",
"0BR8J","JAPANESE MACAQUE","Japan","f","Dead",2000-06-09,2002-08-16,"YEL1W","Provisional Genetic",,"Genetic","Yes",
"WYPVE","JAPANESE MACAQUE","Japan","m","Dead",2000-06-04,2000-05-19,,,,,"Yes",
"DU2VK","JAPANESE MACAQUE","Japan","f","Dead",2000-06-12,2010-06-22,"7SL88","Genetic",,"Genetic","Yes",
"RZKTM","JAPANESE MACAQUE","Japan","f","Dead",2000-07-03,2000-07-18,"KVSPX","Observed",,,"Yes",
"WD8BJ","JAPANESE MACAQUE","Japan","m","Dead",2000-07-11,2000-06-23,,,,,"Yes",
"7EGJD","JAPANESE MACAQUE","Japan","m","Shipped",1966-03-22,,"3965N","Observed",,,"Yes",1982-04-02
"R8WXN","JAPANESE MACAQUE","Japan","m","Dead",2000-05-28,2011-02-08,"GPCHV","Genetic",,"Genetic","Yes",
"DA411","JAPANESE MACAQUE","Japan","f","Dead",2000-06-15,2010-07-31,"ZVF95","Genetic",,"Genetic","Yes",
"F1NFY","JAPANESE MACAQUE","Japan","f","Dead",2000-06-10,2010-01-30,"0IDTA","Genetic",,"Genetic","Yes",
"JV0LQ","JAPANESE MACAQUE","Japan","f","Dead",2000-06-29,2009-10-31,"NY64P","Genetic",,"Genetic","Yes",
"PY8U2","JAPANESE MACAQUE","Japan","f","Dead",2000-05-25,2000-10-19,"NF2NU","Genetic",,"Genetic","Yes",
"S0ZWC","JAPANESE MACAQUE","Japan","f","Dead",2000-06-07,2002-03-19,"5W3KN","Genetic",,"Genetic","Yes",
"7K5X9","JAPANESE MACAQUE","Japan","m","Dead",2000-05-30,2001-07-12,"CHMMS","Provisional Genetic",,"Genetic","Yes",
"WY8H1","JAPANESE MACAQUE","Japan","f","Alive",2000-05-23,,"208ZA","Genetic",,"Provisional Genetic","Yes",
"RWAHA","JAPANESE MACAQUE","Japan","f","Dead",2000-06-17,2019-01-25,"3XWKH","Genetic",,"Genetic","Yes",
"JI7VW","JAPANESE MACAQUE","Japan","m","Dead",2000-05-13,2013-02-16,"0IL7Q","Genetic",,"Genetic","Yes",
"TA569","JAPANESE MACAQUE","Japan","f","Dead",2000-07-11,2016-05-27,"QB01E","Provisional Genetic",,"Genetic","Yes",
"47PN1","JAPANESE MACAQUE","Japan","f","Dead",2000-05-01,2020-09-14,"X8LHZ","Genetic",,"Genetic","Yes",
"2NWVV","JAPANESE MACAQUE","Japan","f","Alive",2000-05-05,,"1CZ0U","Genetic",,"Genetic","Yes",
"2ZXXV","JAPANESE MACAQUE","Japan","m","Dead",2000-06-09,2014-11-24,"C8FMU","Genetic",,"Genetic","Yes",
"AIF6I","JAPANESE MACAQUE","Japan","f","Dead",2000-06-08,2010-02-04,"JB2EC","Provisional Genetic",,"Genetic","Yes",
"50T6R","JAPANESE MACAQUE","Japan","f","Alive",2000-06-26,,"G6H2I","Genetic",,"Genetic","Yes",
"1J3TX","JAPANESE MACAQUE","Japan","m","Dead",2000-06-10,2001-08-01,"VLIGE","Genetic",,"Genetic","Yes",
"8RP21","JAPANESE MACAQUE","Japan","m","Dead",2000-06-07,2005-12-30,"0W9BR","Provisional Genetic",,"Genetic","Yes",
"9Y83B","JAPANESE MACAQUE","Japan","f","Dead",2000-05-25,2002-07-02,"H7FPX","Provisional Genetic",,"Genetic","Yes",
"9RVTF","JAPANESE MACAQUE","Japan","m","Dead",2000-05-28,2000-10-03,"HHDC7","Genetic",,"Genetic","Yes",
"VEMYG","JAPANESE MACAQUE","Japan","f","Dead",2000-05-31,2001-05-17,"YKHBQ","Genetic",,"Provisional Genetic","Yes",
