"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"faSelfAlcIntentionRAA_planning";"faSelfAlcIntentionRAA_willGo";"faSelfAlcIntentionRAA_want";"faSelfAlcAttGeneral_good";"faSelfAlcAttGeneral_pleasant";"faSelfAlcAttGeneral_smart";"faSelfAlcAttGeneral_healthy";"faSelfAlcAttGeneral_exciting";"faSelfAlcNormGeneral_in1";"faSelfAlcNormGeneral_in2";"faSelfAlcNormGeneral_dn1";"faSelfAlcNormGeneral_dn2";"faSelfAlcPBCgeneral_ifwanted";"faSelfAlcPBCgeneral_easy";"faSelfAlcPBCgeneral_control";"faSelfAlcPBCgeneral_externalFactors";"faSelfAlcPBCgeneral_notOnlyMe";"faSelfAlcOpenWhyNot";"faSelfAlcOpenWhy";"faSelfAlcAttExpect1_anonimity";"faSelfAlcAttExpect1_parents";"faSelfAlcAttExpect1_ruinsEvening";"faSelfAlcAttExpect2_security";"faSelfAlcAttExpect2_police";"faSelfAlcAttExpect2_solvesItself";"faSelfAlcAttExpect2_accessToParty";"faSelfAlcAttExpect2_approachSecurity";"faSelfAlcNormInjunct_partner";"faSelfAlcNormInjunct_bestFriends";"faSelfAlcNormInjunct_otherFriends";"faSelfAlcNormInjunct_partyPeople";"faSelfAlcNormInjunct_parents";"faSelfAlcNormInjunct_siblings";"faSelfAlcNormMTC_partner";"faSelfAlcNormMTC_bestFriends";"faSelfAlcNormMTC_otherFriends";"faSelfAlcNormMTC_partyPeople";"faSelfAlcNormMTC_parents";"faSelfAlcNormMTC_siblings";"faSelfAlcNormDescr_partner";"faSelfAlcNormDescr_bestFriends";"faSelfAlcNormDescr_otherFriends";"faSelfAlcNormDescr_partyPeople";"faSelfAlcNormDescr_parents";"faSelfAlcNormDescr_siblings";"faSelfAlcContrBeliefs_knowsLocation";"faSelfAlcContrBeliefs_faCanHelp";"faSelfAlcnormProduct_bestFriends";"faSelfAlcnormProduct_otherFriends";"faSelfAlcnormProduct_parents";"faSelfAlcnormProduct_partner";"faSelfAlcnormProduct_partyPeople";"faSelfAlcnormProduct_siblings";"faSelfAlc_intention";"faSelfAlc_attitude";"faSelfAlc_perceivedNorm";"faSelfAlc_pbc"
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";2;2;1;5;2;5;5;1;1;2;2;1;6;5;4;4;6;"Van alcohol word ik nooit zo ziek dat ik naar de EHBO moet. En als je ziek bent, moet je gewoon thuis je roes uitslapen.";"Ik zou het werkelijk niet weten.";1;1;7;1;1;7;4;3;3;1;1;2;6;3;-1;-1;-2;-2;-2;-2;1;1;1;1;1;1;3;4;-1;-2;-12;-3;-4;-6;1.66666666666667;3.6;1.5;5
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";6;6;6;7;6;7;7;6;6;6;6;5;6;6;5;3;5;"Zelfde als het antwoord op de \"lichte klacht\". Veel mensen, waaronder ikzelf, kunnen alcohol gerelateerde klachten onderschatten";NA;2;4;4;1;1;4;4;4;6;6;5;4;6;6;1;1;0;-3;1;1;5;5;5;2;5;5;4;3;6;0;6;6;-12;6;6;6.6;5.75;5
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";38;"Nee, ik volg op dit moment geen studie";"HAVO";3;4;2;6;3;6;6;4;5;6;4;4;6;5;6;5;3;NA;NA;6;2;4;2;2;2;5;2;NA;6;5;3;6;6;NA;-2;-2;-2;-2;-2;NA;5;5;3;6;6;5;6;-12;-10;-12;NA;-6;-12;3;5;4.75;5
"Female";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe HBO (hogeschool)";NA;1;3;1;5;6;7;7;7;5;5;5;3;3;2;3;5;3;NA;NA;6;5;5;2;1;7;6;6;NA;5;5;3;6;5;NA;3;2;-1;3;-1;NA;5;3;3;5;3;5;5;15;10;18;NA;-3;-5;1.66666666666667;6.4;4.5;3.2
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"VMBO (vroeger MAVO)";2;2;2;6;5;5;5;4;5;5;5;5;6;6;5;5;6;NA;NA;6;6;6;4;3;4;3;4;NA;4;4;4;6;NA;NA;-1;-1;-1;2;NA;NA;2;2;2;6;NA;6;6;-4;-4;12;NA;-4;NA;2;5;5;5.6
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;4;4;6;5;7;7;4;4;4;4;4;7;4;7;6;3;"Gaat toch wel over.";"Sneller bezorgd. ";7;3;6;2;2;6;5;2;5;5;4;3;6;4;2;2;-1;-2;2;0;4;4;4;2;5;4;7;6;10;-4;12;10;-6;0;4.33333333333333;5.8;4;5.4
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe HBO (hogeschool)";NA;6;6;6;7;4;7;7;4;7;7;4;4;6;4;5;4;4;NA;NA;4;4;7;4;4;4;4;4;7;7;7;4;4;4;1;1;1;0;1;1;7;5;5;4;6;6;5;5;7;7;4;7;0;4;6;5.8;5.5;4.6
"Male";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";16;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe MBO (ROC)";NA;1;1;1;3;1;2;4;2;1;1;1;1;3;4;5;4;4;"Ik vind dat je niet naar de EHBO kan gaan als je te veel gedronken hebt, dan ga je maar naar huis of terug naar de camping. Alleen bij erg extreme gevallen kan je door alcohol naar de EHBO gaan/ gebracht worden (coma bijvoorbeeld).";"Wanneer ze erg eigenwijs zijn omdat ze te veel gedronken hebben.";1;4;7;3;1;7;1;2;NA;2;2;2;6;6;NA;0;0;0;0;0;NA;2;2;2;1;1;4;1;0;0;0;NA;0;0;1;2.4;1;4
"Male";22;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HBO (hogeschool)";NA;3;5;2;5;6;6;7;2;6;5;4;5;5;4;5;4;5;NA;NA;1;1;4;5;3;4;5;3;NA;5;3;4;5;4;NA;2;0;-2;2;3;NA;6;4;2;7;7;2;3;10;0;10;NA;-8;12;3.33333333333333;5.2;5;4.6
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";40;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;5;5;5;5;7;6;6;6;6;5;6;6;4;5;5;5;"Gezichtsverlies, zoals ik eerder al aangaf, ook bij drugs,  bang om 'gesnapt/gepakt' te worden.";"Om je te laten helpen en jezelf weer beter te voelen.";2;1;4;3;1;5;5;5;NA;7;7;6;7;6;NA;-1;-2;-3;1;0;NA;6;6;5;1;6;5;6;-7;-14;7;NA;-18;0;5;5.8;5.75;5
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";25;"Ja, ik doe HBO (hogeschool)";NA;4;4;6;7;5;7;7;5;7;7;7;7;4;7;4;4;4;"Buiten bewustzijn.";NA;4;4;4;1;4;4;3;4;NA;6;4;4;6;6;NA;-1;-1;-3;1;1;NA;4;4;4;5;3;5;6;-6;-4;6;NA;-12;6;4.66666666666667;6.2;7;4.6
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Ja, ik doe WO (universiteit)";NA;3;4;2;6;4;6;6;2;5;5;4;4;5;3;2;5;3;"Dronken mensen zijn niet echt meer in staat om veel te doen, en willen misschien ook anderen niet opzadelen met hun dronkenschap. Tegen de tijd dat het echt erg is, zijn het meestal anderen die er eerder naar handelen voor je dan jij zelf. ";"Als mensen weinig ervaring hebben met erg dronken zijn kan het misschien eng zijn.";4;1;6;1;1;6;2;6;NA;5;5;4;5;5;NA;1;1;-1;0;0;NA;5;5;4;5;5;4;7;5;5;0;NA;-4;0;3;4.8;4.5;3.6
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;7;7;7;7;7;7;7;4;6;6;6;6;7;7;7;4;7;NA;NA;1;1;1;1;1;4;4;4;7;7;7;7;7;7;3;3;3;3;3;3;6;6;6;5;6;6;5;5;21;21;21;21;21;21;7;6.4;6;6.4
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Ja, ik doe HBO (hogeschool)";NA;4;3;3;6;3;5;5;3;6;5;3;5;7;7;7;1;7;NA;NA;5;3;3;2;2;5;6;6;6;6;6;6;5;5;-3;-3;-3;-3;-3;-3;6;5;3;5;3;3;6;6;-18;-18;-15;-18;-18;-15;3.33333333333333;4.4;4.75;5.8
"Female";14;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VWO";NA;5;3;4;7;3;7;4;2;7;7;5;4;3;3;4;4;4;"Ze schamen zich ervoor of zijn bang dat ze problemen krijgen omdat ze nog niet mogen drinken. ";"Omdat sommige mensen voelen dat het fout kan gaan en dan liever willen dat het fout gaat bij de EHBO zodat er meteen hulp is dan midden op een feestterein.";4;7;7;5;4;3;3;3;NA;1;2;3;1;2;NA;1;0;-1;2;0;NA;5;4;4;4;4;3;5;1;0;2;NA;-3;0;4;4.6;5.75;3.6
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";0;"Ja, ik doe MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";21;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe MBO (ROC)";NA;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;1;7;"Ze denken dat het wel meevalt";"Omdat ze geholpen willen worden";7;1;1;1;1;4;7;7;7;7;7;7;7;4;-3;-3;-3;-3;-3;0;7;7;7;7;7;4;7;7;-21;-21;-21;-21;-21;0;7;6.4;7;5.8
"Female";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe HAVO";NA;3;3;3;5;5;7;5;7;4;4;4;6;5;3;3;5;5;"Voor mij zou het spannend zijn om met een alcohol gerelateerde klacht bij de EHBO te komen en zou ik me tot een last voelen want je hebt er zelf voor gekozen om alcohol te drinken";"Als er iets in je drinken gedaan is dan kan ik me voorstellen dat je graag de EHBO wilt bezoeken";6;6;2;4;4;5;2;4;NA;4;4;4;6;4;NA;0;0;0;3;3;NA;4;4;4;1;2;3;5;0;0;18;NA;0;12;3;5.8;4.5;4.2
"Female";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";5;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";35;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";7;7;7;7;6;7;7;5;7;7;7;7;7;5;7;1;7;NA;NA;7;1;1;1;1;3;6;6;7;7;7;7;7;7;3;2;1;-3;1;1;7;5;5;4;6;6;6;7;14;7;7;21;-21;7;7;6.4;7;5.4
"Male";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe MBO (ROC)";NA;7;4;6;6;4;6;5;3;6;6;6;6;3;5;4;3;3;"omdat het niet goed lukt, onder invloed vergeten dat ze bezig waren met naar de ehbo gaan etc";NA;6;4;5;5;2;2;3;5;NA;7;6;7;7;NA;NA;0;-2;-2;0;NA;NA;6;5;5;6;NA;6;4;0;-12;0;NA;-14;NA;5.66666666666667;4.8;6;3.6
"Male";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;"Ik drink geen alcohol. waarom krijg ik deze vragen?";NA;4;4;4;4;4;4;4;4;NA;4;NA;4;NA;NA;NA;0;NA;0;NA;NA;NA;4;NA;4;NA;NA;4;4;0;NA;NA;NA;0;NA;4;4;4;4
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";7;7;7;7;7;7;7;4;7;7;7;5;6;7;6;5;6;"Geen controle meer hebben over situatie of deze niet goed kunnen inschatten
En schaamte";"Situatie nog kunnen inschatten. Weten dat het niet goed is wat met hen gebeurd en hulp willen zoeken";2;6;6;2;2;2;6;6;7;7;7;6;7;NA;1;1;0;-2;2;NA;6;7;6;4;7;NA;6;7;7;0;14;7;-12;NA;7;6.4;6.5;6
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";1;2;1;2;2;4;6;4;3;5;2;3;6;2;5;4;4;"Denken dat ze eruit gestuurd worden.
Denken dat EHBO ze toch niet beter kan laten voelen.";"Bang voor hun gezondheid.
Willen adviezen.";6;2;3;6;2;6;4;6;NA;4;4;4;6;4;NA;-2;-2;-2;-2;-2;NA;1;2;4;6;2;6;6;-8;-8;-12;NA;-8;-8;1.33333333333333;3.6;3.25;4.2
"Male";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";7;7;7;7;7;7;7;7;7;7;7;3;5;6;4;4;7;NA;NA;7;1;1;1;1;6;1;6;7;7;7;7;7;7;3;3;3;-3;3;3;7;7;7;1;7;7;6;7;21;21;21;21;-21;21;7;7;6;5.2
"Male";32;"Ik wil deze vraag niet beantwoorden";NA;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;2;2;2;3;3;3;5;3;2;3;3;2;6;5;7;1;7;"Alcohol gaat vaak vanzelf over als je water drinkt of even iets eet en anders met de tijd. De ehbo kan hier ook niet veel tegen doen";"Ik zou wel gaan wanneer ik het idee heb dat ik out ga of dat een van mijn vrienden out gaat (ik heb zelf een BHV-diploma dus zal eerst zelf proberen om hulp te verlenen)";6;2;6;5;1;6;3;5;NA;3;3;3;5;5;NA;-3;-3;-3;-3;-3;NA;2;2;2;3;2;5;5;-9;-9;-15;NA;-9;-15;2;3.4;2.5;5.2
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";38;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Other (e.g. genderqueer, nonbinary)";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";4;"Ja, ik doe WO (universiteit)";NA;4;4;4;6;7;7;7;7;6;7;2;2;4;2;3;5;5;"schaamte
denken dat het vanzelf wel over gaat
bang dat ze eruit gegooid worden
denken dat de EHBO toch niet kan helpen
";"EHBO kan net even de rust bieden die iemand op zo'n moment nodig heeft
Het is gevaarlijk als iemand bijna out gaat/onderkoeld raakt, professionals kunnen peilen wanneer echt ingegrepen moet worden";7;2;3;2;1;5;4;5;NA;6;6;6;7;5;NA;3;3;2;1;1;NA;5;5;4;6;4;5;6;18;18;7;NA;12;5;4;6.8;4.25;3.8
"Female";17;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe HBO (hogeschool)";NA;7;6;5;7;7;7;5;1;7;7;6;7;5;3;5;4;4;NA;NA;7;5;5;1;1;3;4;7;NA;7;7;7;7;7;NA;3;3;-3;3;3;NA;7;7;4;7;7;5;7;21;21;21;NA;-21;21;6;5.4;6.75;4.2
"Male";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";5;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";40;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;"Denken dat het overgaat";"Even rustige omgeving";4;1;1;1;1;4;7;7;7;7;7;7;7;7;3;-3;-3;-3;-3;-3;7;7;7;7;7;7;7;5;-21;-21;-21;21;-21;-21;7;7;7;5.8
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";22;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;4;6;5;6;5;7;6;6;6;6;4;5;5;5;3;4;5;"Omdat ze te dronken zijn om er over na te denken.. Of bang vanwege reputatieschade.";"Met name angst; als er iets mis is, zou ikzelf wel eens bang kunnen worden en dan zou ik juist hulp willen hebben.";4;3;3;3;3;4;3;6;6;6;6;4;7;6;2;2;2;-3;3;2;6;6;5;4;7;6;4;6;12;12;21;12;-12;12;5;6;5.25;4.4
"Female";36;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";6;6;6;7;7;7;7;7;7;7;7;4;7;4;6;4;5;"Dronken zijn is relatief geaccepteerd ";"Omdat ze het niet zo zwaar inschatten ";2;1;4;3;3;4;4;5;7;7;7;7;NA;NA;-3;-3;-3;-3;NA;NA;7;7;5;4;NA;NA;6;6;-21;-21;NA;-21;-21;NA;6;7;6.25;5.2
"Male";42;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";6;5;4;2;2;2;2;2;6;6;6;7;6;6;6;2;5;"schaamte, onderschatting van gevaar";"onbekend met ziekteverloop, kennen hun grens niet";7;1;7;4;1;6;5;7;2;2;2;3;1;1;0;0;0;0;0;0;2;3;3;4;4;4;7;5;0;0;0;0;0;0;5;2;6.25;5
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe WO (universiteit)";NA;3;3;2;5;5;6;6;3;3;3;3;2;6;6;6;5;6;"Niet nodig, onderschatting effect";"Angst, aanstellerij, ";5;3;3;3;2;6;5;5;5;5;5;3;6;NA;1;1;0;-2;1;NA;5;5;5;2;5;NA;6;5;5;0;6;5;-6;NA;2.66666666666667;5;2.75;5.8
"Female";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe HBO (hogeschool)";NA;7;7;7;7;1;7;7;7;7;7;7;7;7;4;7;3;5;NA;NA;5;2;7;5;3;1;1;4;7;7;7;4;7;7;3;1;0;-2;3;1;6;6;6;6;6;6;7;5;7;0;21;21;-8;7;7;5.8;7;5.2
"Female";16;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe VWO";NA;4;6;4;6;3;6;4;2;7;7;6;6;5;1;4;4;4;"Schaamte, en ik wil die mensen niet tot last zijn";NA;4;4;7;2;6;4;4;5;NA;4;4;2;4;4;NA;2;1;0;3;2;NA;6;5;4;7;7;5;6;8;4;12;NA;0;8;4.66666666666667;4.2;6.5;3.6
"Female";17;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";39;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";27;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";6;6;5;7;5;7;6;7;7;7;7;5;3;3;4;6;3;"Schaamte voor teveel gebruik. Bang dat ouders ingelicht worden. Feest voor anderen niet willen verpesten. Niet toe willen geven hoe erg het is. Of gewoon al teveel gebruikt en niet voor rede vatbaar";"Belangrijk om na te laten kijken als je klachten hebt. EHBO is er om je te helpen, het is niet te vijand.";1;4;6;1;1;6;6;7;2;6;5;5;5;6;-1;3;2;-1;1;3;1;7;7;4;3;2;7;7;18;10;5;-2;-5;18;5.66666666666667;6.4;6.5;3.8
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Ja, ik doe MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";2;"Ja, ik doe WO (universiteit)";NA;7;5;3;7;1;7;7;7;7;7;6;6;7;3;5;3;4;"schaamte
angst
bang dat mensen (ouders) het te weten komen";"gezondheid
bang voor de gevolgen";5;3;6;5;2;5;1;5;NA;6;5;4;6;6;NA;3;2;-3;2;2;NA;6;5;4;6;7;5;6;18;10;12;NA;-12;12;5;5.8;6.5;4.4
"Male";23;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";7;"Ja, ik doe WO (universiteit)";NA;7;4;7;7;3;7;7;6;7;7;6;6;4;1;2;4;2;"Omdat ze te dronken zijn om te beseffen dat naar de EHBO gaan een goed plan is. Maar ik ben nog nooit dronken of zelfs aangeschoten geweest dus ik kan moeilijk inschatten hoe je je dan voelt en hoe helder je bent.";"Omdat vrienden de dronken persoon meesleuren naar de EHBO.";5;1;6;6;1;2;1;3;NA;7;4;4;7;7;NA;2;1;-1;1;1;NA;6;3;3;7;7;4;5;14;4;7;NA;-4;7;6;6;6.5;2.6
