"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"epGeneralBeliefs_loudnessPreference";"epGeneralBeliefs_loudnessGenre";"epGeneralBeliefs_loudnessTooMuch";"epGeneralBeliefs_priceFoam";"epGeneralBeliefs_priceSilicon";"epGeneralBeliefs_priceCustom";"epw_Intention_plan";"epw_Intention_will";"epw_Intention_want";"epw_AttDirect_good";"epw_AttDirect_pleas";"epw_AttDirect_smart";"epw_AttDirect_healt";"epw_AttDirect_excit";"epw_NrmDirect_in1";"epw_NrmDirect_in2";"epw_NrmDirect_dn1";"epw_NrmDirect_dn2";"epw_PBCDirect_ifwanted";"epw_PBCDirect_easy";"epw_PBCDirect_control";"epw_PBCDirect_externalFactors";"epw_PBCDirect_notOnlyMe";"epw_AttExpect_hearingDamage";"epw_AttExpect_highTone";"epw_AttExpect_musicVolume";"epw_AttExpect_musicFidelity";"epw_AttExpect_loudConversation";"epw_AttExpect_musicFocus";"epw_AttExpect_musicEnjoy";"epw_AttValue_losing";"epw_AttValue_hearingDamage";"epw_AttValue_highTone";"epw_AttValue_musicVolume";"epw_AttValue_musicFidelity";"epw_AttValue_loudConversation";"epw_AttValue_musicFocus";"epw_AttValue_highTmusicEnjoyone";"epw_AttValue_comfortableFit";"epw_AttValue_priceQuality";"epw_attProduct_hearingDamage";"epw_attProduct_highTone";"epw_attProduct_loudConversation";"epw_attProduct_musicFidelity";"epw_attProduct_musicFocus";"epw_attProduct_musicVolume";"epw_NrmInjunct_partner";"epw_NrmInjunct_bestFriends";"epw_NrmInjunct_otherFriends";"epw_NrmInjunct_partyPeople";"epw_NrmInjunct_parents";"epw_NrmInjunct_siblings";"epw_NrmMTC_partner";"epw_NrmMTC_bestFriends";"epw_NrmMTC_otherFriends";"epw_NrmMTC_partyPeople";"epw_NrmMTC_parents";"epw_NrmMTC_siblings";"epw_nrmProduct_bestFriends";"epw_nrmProduct_otherFriends";"epw_nrmProduct_parents";"epw_nrmProduct_partner";"epw_nrmProduct_partyPeople";"epw_nrmProduct_siblings";"epw_PBCBeliefs_recognize";"epw_PBCBeliefs_remember";"epw_PBCBeliefs_fit";"epw_PBCBeliefs_fallOut";"epw_PBCBeliefs_intoxicated";"epw_Habit_automatic";"epw_Habit_withoutThinking";"epw_Habit_beforeRealising";"epw_Habit_withoutRemembering";"epw_Behavior_houseparty";"epw_Behavior_cafe";"epw_Behavior_disco";"epw_Behavior_band";"epw_Behavior_smallPartyInside";"epw_Behavior_bigPartyInside";"epw_Behavior_smallPartyOutside";"epw_Behavior_bigPartyOutside";"epPossession";"epw_behavior";"epw_intention";"epw_attitude";"epw_perceivedNorm";"epw_pbc";"epw_habit"
"Female";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;1;7;1;1;4;7;7;7;7;7;7;7;4;7;7;4;7;7;7;7;1;7;3;4;4;4;4;4;4;1;1;1;5;1;1;6;6;7;7;3;4;4;4;24;20;7;7;7;5;7;7;1;1;1;1;1;1;7;7;7;7;5;7;7;7;4;1;4;1;4;4;4;1;3;NA;7;NA;NA;NA;NA;1;3.66666666666667;7;6.4;6.25;5.8;3.25
"Male";37;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";6;5;4;3;5;5;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;4;6;2;2;4;4;5;5;5;1;1;1;3;2;4;5;5;6;6;2;2;20;8;25;12;7;7;7;6;7;7;7;7;7;7;7;7;49;49;49;49;42;49;6;6;6;6;6;6;6;6;6;7;NA;NA;NA;7;7;7;7;1;7;7;6.4;7;6.2;6
"Female";41;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;5;5;3;3;7;7;7;7;7;4;7;7;2;4;4;4;1;7;7;7;1;7;3;3;4;5;4;4;2;1;1;1;2;2;1;7;7;7;7;3;3;4;10;28;8;NA;7;6;5;7;7;NA;1;1;1;1;6;7;6;7;NA;5;42;2;2;1;7;3;6;5;4;4;1;1;6;6;6;6;6;6;1;4.75;7;5.4;3.25;5.8;4.75
"Female";15;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";2;"Ja, ik doe VMBO (vroeger MAVO)";NA;5;7;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;4;5;1;6;1;4;1;1;1;1;1;7;7;7;7;2;4;1;5;42;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HAVO";6;6;3;2;4;6;7;7;6;7;5;7;7;5;6;6;5;5;7;6;7;5;6;2;2;5;3;3;6;6;1;1;1;3;3;1;6;6;7;7;2;2;3;9;36;15;7;7;7;5;7;5;6;6;5;1;6;4;42;35;42;42;5;20;5;3;2;2;4;6;5;4;2;1;1;1;7;NA;NA;NA;7;1;3.4;6.66666666666667;6.2;5.5;6.2;4.25
"Female";16;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";16;"Ja, ik doe MBO (ROC)";NA;5;7;4;3;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;3;1;6;5;1;1;1;2;1;3;7;7;7;5;2;1;3;3;42;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";16;"Ja, ik doe HBO (hogeschool)";NA;4;4;7;4;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;1;1;5;4;1;1;1;4;1;1;7;7;7;7;3;3;1;1;35;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;7;NA;7;7;7;7;1;6.71428571428571;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe HBO (hogeschool)";NA;5;7;6;4;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;2;2;4;3;3;1;1;3;1;2;4;7;7;7;2;2;4;2;16;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";38;"Nee, ik volg op dit moment geen studie";"HAVO";5;6;5;3;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;5;5;5;3;3;1;2;3;3;2;2;6;6;7;7;4;9;10;10;18;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;3;5;5;6;NA;1;3.57142857142857;NA;NA;NA;NA;NA
"Male";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";14;"Ja, ik doe MBO (ROC)";NA;3;5;7;6;6;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;6;4;2;2;2;1;1;1;1;1;6;6;6;6;3;2;4;6;12;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;1;4;4;4;1;2.28571428571429;NA;NA;NA;NA;NA
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";6;2;2;1;1;5;7;7;7;7;4;7;7;1;7;7;2;2;7;7;7;1;7;2;5;2;5;4;3;3;3;1;4;2;1;4;7;7;5;5;2;20;16;5;21;4;7;7;7;7;7;7;2;2;1;1;1;1;14;7;7;14;7;7;2;6;4;2;6;2;3;3;1;1;1;NA;6;6;NA;6;6;1;4.33333333333333;7;5.2;4.5;5.8;2.25
"Male";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";6;7;2;2;2;5;7;7;7;7;7;7;7;4;5;7;5;7;7;7;7;3;6;2;1;4;3;4;4;7;1;1;1;4;3;3;5;6;7;7;2;1;12;9;20;16;7;7;4;4;NA;NA;2;2;1;1;NA;NA;14;4;NA;14;4;NA;7;6;4;4;4;7;7;1;1;7;7;7;NA;7;NA;NA;7;1;7;7;6.4;6;6;4
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe HBO (hogeschool)";NA;6;6;3;1;4;6;5;3;6;7;3;7;7;4;7;6;6;2;6;5;6;3;7;2;2;5;1;2;4;4;1;2;4;3;2;3;5;6;7;7;4;8;6;2;20;15;6;6;5;5;7;4;5;5;2;1;6;4;30;10;42;30;5;16;6;5;2;6;4;1;1;1;1;1;1;1;1;2;2;2;2;1;1.5;4.66666666666667;5.6;5.25;5.4;1
"Male";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;6;5;1;2;4;1;7;1;7;7;7;7;4;7;7;7;7;7;7;7;1;7;1;1;4;2;4;7;7;1;1;1;4;1;4;7;7;7;7;1;1;16;2;49;16;7;7;7;3;7;7;1;1;1;1;1;1;7;7;7;7;3;7;7;7;7;1;4;7;7;7;7;1;7;7;NA;NA;7;NA;7;1;5.8;3;6.4;7;5.8;7
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;6;5;3;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;2;2;6;5;2;1;2;5;2;2;5;6;7;6;3;6;4;4;30;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;3;NA;1;1.66666666666667;NA;NA;NA;NA;NA
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe HAVO";NA;7;6;2;1;3;6;7;5;6;7;2;7;7;2;7;1;4;2;7;7;7;1;7;2;2;3;6;1;3;3;2;1;2;1;1;3;7;7;6;6;2;4;3;6;21;3;7;7;7;7;7;7;1;1;1;1;1;1;7;7;7;7;7;7;7;2;3;5;2;5;1;1;2;1;1;1;NA;NA;NA;1;3;1;1.4;6;5;3.5;5.8;2.25
"Male";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe MBO (ROC)";NA;6;5;2;2;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;4;1;3;4;1;1;3;3;1;4;3;7;7;7;1;6;4;4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;4;1;3;1;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;4;1;7;7;1;1;1;5;1;1;7;7;7;5;2;1;1;4;49;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;5;4;5;5;5;5;1;4.25;NA;NA;NA;NA;NA
"Female";17;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe VWO";NA;6;5;2;2;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;5;4;4;2;4;1;2;3;2;3;5;6;7;6;2;2;12;10;20;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;1;1;1;1;NA;NA;NA;NA;NA
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;7;5;2;3;6;7;7;7;7;5;6;7;4;7;7;7;7;7;6;7;3;5;2;2;2;5;2;4;2;1;1;1;2;1;2;6;7;6;5;2;2;4;5;24;4;7;7;7;5;NA;NA;7;7;7;4;NA;NA;49;49;NA;49;20;NA;7;7;6;1;3;6;6;6;6;1;1;NA;7;7;7;7;7;1;5.28571428571429;7;5.8;7;5.6;6
"Male";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"VMBO (vroeger MAVO)";5;5;5;5;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;5;2;3;2;2;1;1;2;1;4;5;6;7;6;2;2;8;5;15;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";25;"Ja, ik doe MBO (ROC)";NA;6;7;4;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;6;1;3;4;7;1;1;1;4;3;3;7;7;7;7;3;3;9;3;28;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;6;7;NA;7;1;4.4;NA;NA;NA;NA;NA
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";25;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;7;6;2;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;6;5;3;2;1;3;4;3;2;3;6;7;6;5;6;8;15;12;18;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";6;4;2;4;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;4;4;4;2;1;3;2;2;2;6;6;6;7;4;12;8;8;24;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";45;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;5;6;3;3;7;7;6;6;7;5;7;7;4;7;4;4;4;7;6;7;7;7;1;1;5;3;3;6;7;1;1;1;5;2;1;7;7;7;7;1;1;3;6;42;25;7;5;5;2;7;2;1;1;1;1;1;1;5;5;7;7;2;2;7;7;5;6;4;7;7;7;4;1;1;NA;3;NA;NA;NA;NA;1;1.66666666666667;6.33333333333333;6;4.75;6.8;6.25
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;4;2;1;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;4;2;4;5;4;1;5;2;2;2;4;5;6;7;7;10;2;16;4;25;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe HBO (hogeschool)";NA;5;3;7;1;1;1;3;4;4;7;7;7;7;4;4;6;1;4;7;7;7;1;7;1;1;3;3;1;3;4;1;1;3;3;1;1;6;7;7;7;1;3;1;3;18;9;7;7;7;7;7;7;2;2;2;2;2;2;14;14;14;14;14;14;3;7;6;1;2;5;1;1;6;1;1;1;NA;NA;NA;NA;6;1;2.25;3.66666666666667;6.4;3.75;5.8;3.25
NA;15;"Ik wil deze vraag niet beantwoorden";NA;"Ja, ik doe HAVO";NA;4;4;5;4;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;3;5;4;1;1;5;1;1;1;3;3;2;4;3;5;3;7;12;15;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;3;5;1;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;4;2;4;4;7;1;1;1;4;3;3;4;6;7;7;3;5;12;6;16;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;NA;NA;7;7;NA;6;1;5.8;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;1;5;7;1;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;6;1;1;7;7;1;1;1;6;1;1;7;7;7;7;4;1;1;1;49;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;NA;7;7;NA;NA;1;4.6;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;4;4;1;3;7;7;7;7;7;7;7;7;4;4;4;5;5;7;7;7;1;7;2;1;4;3;3;4;3;1;1;2;3;2;4;4;5;5;7;2;2;12;6;16;12;4;4;4;4;4;4;1;1;1;1;1;1;4;4;4;4;4;4;7;7;3;1;4;7;7;5;5;1;7;7;NA;7;7;7;7;1;6.14285714285714;7;6.4;4.5;5.8;6
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;6;6;1;2;7;7;7;7;7;7;7;7;4;5;7;3;7;7;7;7;1;7;2;5;6;2;2;6;6;1;1;1;4;2;1;6;7;6;6;2;5;2;4;36;24;NA;7;7;7;7;7;NA;2;2;2;2;2;14;14;14;NA;14;14;6;7;6;3;3;7;6;5;5;2;2;3;7;7;7;7;7;1;5.25;7;6.4;5.5;5.8;5.75
"Female";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;5;5;2;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;6;2;1;1;1;1;3;1;1;3;6;7;6;4;2;6;6;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";51;"Ja, ik doe HBO (hogeschool)";NA;5;3;5;1;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;5;5;5;5;4;3;2;4;3;1;2;6;7;6;7;10;12;10;5;30;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe MBO (ROC)";NA;5;5;4;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;2;3;4;4;4;1;1;1;1;1;5;5;7;7;3;3;3;2;20;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe VWO";NA;6;4;2;2;6;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;5;3;2;2;1;1;1;1;1;2;7;7;7;7;3;3;6;5;14;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";15;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VWO";NA;5;6;6;4;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;5;2;3;4;2;2;3;6;2;3;5;6;7;6;4;6;6;10;15;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";4;5;2;1;4;7;7;6;7;7;5;7;7;3;5;5;4;5;7;6;7;2;7;2;2;2;5;1;3;3;1;1;1;3;3;4;5;7;7;7;2;2;4;15;15;6;7;7;7;6;7;7;4;4;4;4;4;4;28;28;28;28;24;28;5;3;3;2;4;4;4;4;4;1;1;2;2;4;5;NA;3;1;2.57142857142857;6.66666666666667;5.8;4.75;5.8;4
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;6;4;4;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;3;2;4;5;2;1;3;4;2;3;5;6;6;7;3;6;6;6;20;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;5;3;2;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;6;2;1;2;3;2;2;1;1;3;6;7;7;5;4;4;6;6;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;2;2;2;2;1;1.5;NA;NA;NA;NA;NA
"Male";17;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";7;"Ja, ik doe VWO";NA;4;1;6;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;6;7;3;3;3;1;1;2;2;1;6;6;6;6;2;1;7;12;18;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";16;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe VMBO (vroeger MAVO)";NA;3;5;6;2;4;6;7;7;6;7;4;5;7;4;6;7;5;7;7;6;7;5;7;3;1;4;5;2;5;5;3;1;1;6;3;3;5;4;7;6;3;1;6;15;25;24;NA;5;4;4;7;7;NA;4;3;1;5;5;20;12;35;NA;4;35;6;5;4;5;3;6;6;6;5;2;3;NA;4;2;3;2;3;1;2.71428571428571;6.66666666666667;5.4;6.25;6.4;5.75
"Female";NA;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";2;6;5;1;4;4;7;7;7;7;5;7;7;4;7;7;7;7;7;7;7;1;7;2;2;4;4;1;7;6;1;1;1;4;1;1;7;7;7;7;2;2;1;4;49;16;7;7;7;7;7;7;4;4;4;4;4;4;28;28;28;28;28;28;7;7;2;6;2;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;7;6;7;5.8;3
"Female";52;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";80;"Nee, ik volg op dit moment geen studie";"VMBO (vroeger MAVO)";3;4;6;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;4;3;4;3;1;1;1;7;3;4;4;4;7;7;4;3;12;12;16;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";17;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";14;"Ja, ik doe HAVO";NA;4;7;4;1;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;4;5;3;1;1;4;2;2;2;6;7;7;7;4;16;8;10;30;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;4;1;NA;1;1;1;1.42857142857143;NA;NA;NA;NA;NA
