"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"xtcUseDoseHigh";"xtcUseDosePref";"xtcUsePillHigh";"xtcUsePillPref";"weight_other";"highDose_IntentionRAA_intention";"highDose_IntentionRAA_want";"highDose_IntentionRAA_expectation";"highDose_IntentionFrq_freq.0";"highDose_IntentionFrq_freq.1";"highDose_AttGeneral_good";"highDose_AttGeneral_prettig";"highDose_AttGeneral_slim";"highDose_AttGeneral_gezond";"highDose_AttGeneral_spannend";"highDose_NormGeneral_in1";"highDose_NormGeneral_in2";"highDose_NormGeneral_dn1";"highDose_NormGeneral_dn2";"highDose_PBCgeneral_ifwanted";"highDose_PBCgeneral_easy";"highDose_PBCgeneral_control";"highDose_PBCgeneral_externalFactors";"highDose_PBCgeneral_notOnlyMe";"highDose_OpenWhy";"highDose_OpenWhyNot";"highDose_AttBeliefs_long";"highDose_AttBeliefs_intensity";"highDose_AttBeliefs_intoxicated";"highDose_AttBeliefs_energy";"highDose_AttBeliefs_euphoria";"highDose_AttBeliefs_insight";"highDose_AttBeliefs_connection";"highDose_AttBeliefs_contact";"highDose_AttBeliefs_sex";"highDose_AttBeliefs_coping";"highDose_AttBeliefs_isolated";"highDose_AttBeliefs_boundaries";"highDose_AttBeliefs_music";"highDose_AttBeliefs_hallucinate";"highDose_AttBeliefs_timeAwareness";"highDose_AttBeliefs_memory";"highDose_AttBeliefs_health";"highDose_AttBeliefs_better";"highDose_AttBeliefs_physicalSideEffects";"highDose_AttBeliefs_psychicSideEffects";"highDose_AttBeliefs_regret";"highDose_AttDesirable_long";"highDose_AttDesirable_intens";"highDose_AttDesirable_intoxicated";"highDose_AttDesirable_energy";"highDose_AttDesirable_euphoria";"highDose_AttDesirable_insight";"highDose_AttDesirable_connection";"highDose_AttDesirable_contact";"highDose_AttDesirable_sex";"highDose_AttDesirable_coping";"highDose_AttDesirable_isolated";"highDose_AttDesirable_boundaries";"highDose_AttDesirable_purity";"highDose_AttDesirable_music";"highDose_AttDesirable_hallucinate";"highDose_AttDesirable_timeAwareness";"highDose_AttDesirable_memory";"highDose_NormBeliefs_partner";"highDose_NormBeliefs_bestFriends";"highDose_NormBeliefs_xtcFriends";"highDose_NormBeliefs_otherFriends";"highDose_NormBeliefs_partyPeople";"highDose_NormBeliefs_parents";"highDose_NormBeliefs_siblings";"highDose_NormMTC_partner";"highDose_NormMTC_bestFriends";"highDose_NormMTC_xtcFriends";"highDose_NormMTC_otherFriends";"highDose_NormMTC_partyPeople";"highDose_NormMTC_parents";"highDose_NormMTC_siblings";"highDose_DescrNorm_partner";"highDose_DescrNorm_bestFriends";"highDose_DescrNorm_xtcFriends";"highDose_DescrNorm_otherFriends";"highDose_DescrNorm_partyPeople";"highDose_DescrNorm_parents";"highDose_DescrNorm_siblings";"highDose_ContrBeliefs_sayNo";"highDose_ContrBeliefs_highDoseEasy";"highDose_ContrBeliefs_normalDoseEasy";"highDose_ContrBeliefs_easyHighDoseWhenHigh";"highDose_ContrBeliefs_easyNormalDoWhenHigh";"highDose_Tolerance_tolerance";"highDose_attProduct_boundaries";"highDose_attProduct_connection";"highDose_attProduct_contact";"highDose_attProduct_coping";"highDose_attProduct_energy";"highDose_attProduct_euphoria";"highDose_attProduct_hallucinate";"highDose_attProduct_insight";"highDose_attProduct_intoxicated";"highDose_attProduct_isolated";"highDose_attProduct_long";"highDose_attProduct_memory";"highDose_attProduct_music";"highDose_attProduct_sex";"highDose_attProduct_timeAwareness";"highDose_normProduct_bestFriends";"highDose_normProduct_otherFriends";"highDose_normProduct_parents";"highDose_normProduct_partner";"highDose_normProduct_partyPeople";"highDose_normProduct_siblings";"highDose_normProduct_xtcFriends";"highDose_intention";"highDose_attitude";"highDose_perceivedNorm";"highDose_pbc"
"Female";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;5;3;79;4;4;5;"2";1;5;4;4;4;5;4;4;4;5;7;7;7;4;7;NA;NA;1;1;1;3;3;0;0;0;3;0;0;0;3;1;3;-1;0;1;0;0;0;3;3;3;3;3;0;0;0;3;0;0;0;3;3;1;3;0;NA;4;4;4;4;NA;4;NA;0;0;0;0;NA;0;NA;5;7;4;5;NA;4;7;7;7;4;7;5;0;0;0;0;9;9;1;0;3;0;3;0;9;9;9;0;0;NA;NA;0;0;0;4.33333333333333;4.4;4.25;6.4
"Male";18;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;3;2.5;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";38;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";38;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";160;160;NA;NA;110;7;6;7;"2";1;6;6;6;4;6;6;6;6;6;7;7;7;1;7;"In mijn geval gaat het niet om de hoge dosering in 1 keer maar het makkelijker naar binnen krijgen van een paar pillen dan een heleboel. ik breek de pil in stukken en houdt rekening met ongeveer 1,5 mg MDMA per kilo lichaamsgewicht.";"Wanneer de pillen moeilijk te breken zijn moet je ze doorbijten het risico van teveel binnen krijgen is hierdoor groter. ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;2;2;2;2;0;2;-2;0;2;0;0;0;1;5;5;6;3;6;1;1;-1;-1;1;-2;1;-3;-3;6;5;6;2;6;1;1;7;7;7;7;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;-6;-3;-5;6;-3;6;6.66666666666667;5.6;6;5.8
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;2;1;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;2.5;1.5;NA;1;1;1;"0";1;1;1;1;1;1;1;1;1;1;7;5;7;1;7;"Denken dat het cool is. ";"Less is more <3";-3;3;3;-3;-3;-3;-3;-3;-3;0;3;0;-2;3;3;-3;-3;-3;1;2;2;3;1;1;1;2;3;3;3;0;2;-2;-2;3;3;1;-1;3;NA;1;1;1;7;1;NA;NA;0;0;0;0;0;NA;NA;1;1;1;6;1;NA;7;4;7;4;7;2;0;-9;-9;0;-3;-6;3;-9;3;-6;-9;-9;-6;0;-3;0;0;0;NA;0;NA;0;1;1;1;5.4
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";28;"Ja, ik doe MBO (ROC)";NA;300;150;3;2;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";19;"Ik wil deze vraag niet beantwoorden";NA;"Ik wil deze vraag niet beantwoorden";"Ik wil deze vraag niet beantwoorden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";25;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;1.5;1;60;1;1;1;"0";1;4;3;4;4;4;2;2;2;2;6;3;7;5;7;NA;NA;0;2;2;-2;-2;-2;-2;-2;-2;2;2;2;0;3;2;-1;-2;-2;2;2;2;2;2;-1;2;2;2;2;0;1;-1;-2;0;2;2;1;-1;2;6;5;6;4;6;3;2;0;0;0;0;0;0;0;4;5;5;4;4;1;1;6;4;6;4;5;4;0;-4;0;-2;-4;-4;3;-4;-2;-4;0;-2;0;-2;-2;0;0;0;0;0;0;0;1;3.8;2;5.6
"Female";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;1;1;75;4;5;6;"4";1;4;4;4;4;4;4;4;4;4;7;7;6;6;4;"makkelijk te verkrijgen";"prijs";2;0;1;1;0;0;0;1;0;0;1;0;1;0;1;-1;0;0;0;0;0;3;2;0;3;3;2;3;3;0;0;-3;0;3;2;0;-1;1;4;6;6;5;6;4;4;2;2;2;0;2;0;0;1;6;6;4;5;1;1;6;6;6;3;7;4;0;0;3;0;3;0;0;0;0;-3;6;-1;2;0;-1;12;0;0;8;12;0;12;5;4;4;6
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";160;125;NA;NA;90;1;1;1;"0";1;5;5;2;2;6;1;1;1;1;7;7;7;5;7;NA;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;1;0;3;3;0;1;3;0;2;0;0;0;-2;-3;3;0;0;-3;3;3;4;4;4;4;2;4;1;0;0;0;0;1;1;1;1;4;1;1;1;4;7;7;7;4;7;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;3;0;4;0;1;4;1;6.6
"Female";25;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";18;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;4;3;84;6;5;4;"2";1;6;5;5;3;6;1;5;5;4;7;5;7;2;7;NA;NA;3;2;3;1;2;1;1;-1;-1;-2;1;2;3;2;0;0;-1;0;0;0;0;2;2;-1;2;3;0;2;2;2;-2;-3;0;3;2;0;-2;2;NA;5;4;3;4;4;3;NA;3;-1;-3;-1;0;2;NA;5;5;3;5;1;4;7;6;7;6;6;5;0;2;-2;4;2;6;0;0;-3;-3;6;0;6;-2;0;15;-9;0;NA;-4;6;-4;5;5;3.75;5.6
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;150;100;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;100;500;NA;NA;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Ja, ik doe MBO (ROC)";NA;150;180;NA;NA;80;5;5;5;"1";1;3;5;3;3;6;1;4;3;4;7;7;7;3;6;"Tolerantie door veelvuldig gebruik";"Schadelijkeid";0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;-3;1;1;-2;-2;1;1;-1;-1;3;0;2;1;2;0;0;0;3;2;0;0;0;5;4;4;4;5;3;4;2;0;0;-3;-3;-1;0;3;3;3;4;4;1;3;7;7;3;4;4;7;0;2;1;0;0;3;0;0;0;0;0;0;2;2;0;0;-12;-3;10;-15;0;0;5;4;3;6
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;120;100;NA;NA;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";200;100;NA;NA;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;3;18;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe WO (universiteit)";NA;80;60;NA;NA;61;5;5;5;"2";1;3;5;3;4;5;1;6;5;6;7;6;5;5;4;"Omdat het sociaal geaccepteerd is.";"controle hebben";2;2;2;2;0;0;0;0;-1;-1;1;-1;0;0;2;0;-1;0;0;0;0;2;2;2;2;2;1;1;1;-3;-3;0;-1;3;3;-3;1;3;NA;5;6;6;6;1;5;NA;1;2;2;2;-3;2;NA;1;5;7;7;1;5;3;6;5;4;3;3;1;0;0;3;4;0;0;0;4;0;4;0;0;3;2;5;12;-3;NA;12;10;12;5;4;4.5;5.4
"Male";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";38;"Nee, ik volg op dit moment geen studie";"VMBO (vroeger MAVO)";400;350;2;2;NA;7;6;7;"2";1;7;6;3;2;7;1;1;1;1;7;7;5;1;7;NA;NA;1;3;2;2;3;0;2;3;-2;2;-2;-2;2;2;2;0;-3;2;1;1;0;3;3;2;3;3;0;2;2;0;2;-2;-2;3;3;1;-2;3;NA;6;7;5;7;5;6;NA;-3;-3;-3;-3;-3;-3;NA;6;6;1;6;1;5;3;7;4;7;2;2;4;4;6;4;6;9;2;0;4;4;3;0;6;0;-4;-18;-15;-15;NA;-21;-18;-21;6.66666666666667;5;1;5.4
"Male";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"Ik wil deze vraag niet beantwoorden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";34;"Ja, ik doe MBO (ROC)";NA;NA;NA;4;2;52;4;4;4;"1";1;4;6;4;4;6;1;4;4;3;5;5;5;2;7;"Ik voel het niet snel en steeds maar een beetje. het is ook snel uitgewerkt dus ik heb al 2 pillen nodig voor 1 fag. het lijkt veel maar voor mij voelt t niet veel.";NA;2;2;2;2;1;1;2;2;2;0;1;1;2;-2;2;2;-1;2;0;-1;0;2;2;2;2;0;0;1;1;1;0;-1;-1;2;2;-3;-3;3;4;6;6;5;6;1;2;3;3;3;1;-2;0;0;2;4;6;4;4;1;1;4;5;3;4;4;5;-1;2;2;0;4;0;6;0;4;-1;4;6;4;2;-6;18;5;0;12;-12;0;18;4;4.8;3;4.8
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
